# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: B5C7A4, 1wt% Ru, 2017-08-27-B
# Catalyst mass: 1.030000 
filename: BCA574_2018-08-31-01.csv 
current working directory: /home/research/Differential_Reactor/diff-react-2018-08-31 
Catalyst_Description: B5C7A4, 1wt% Ru, 2017-08-27-B


********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
15.8, 0.0, | , 23.2, 0.0, 15.1, | ,  4000,  -325,     0,   -20, | , -3.4,  -7.7, 0.006, |, 0.0
16.8, 0.0, | , 23.2, 0.0, 16.6, | ,  4000,  3876,     0,     2, | , -3.4,   8.5, 0.079, |, 0.0
17.8, 0.0, | , 23.2, 0.0, 14.8, | ,  4000,  3877,     0,    -9, | , -3.4, -13.3, -0.123, |, 0.0
18.8, 0.0, | , 23.2, 0.0, 14.9, | ,  4000,  3878,     0,   -11, | , -3.4, -14.6, -0.134, |, 0.0
19.8, 0.0, | , 23.2, 0.0, 14.5, | ,  4000,  3875,     0,   -29, | , -3.4, -13.7, -0.126, |, 0.0
20.8, 0.0, | , 23.2, 0.0, 16.5, | ,  4000,  3877,     0,   -27, | , -3.4, -18.9, -0.173, |, 0.0
21.8, 0.0, | , 23.2, 0.0, 13.6, | ,  4000,  3878,     0,   -14, | , -3.4, -17.6, -0.162, |, 0.0
22.8, 0.0, | , 23.2, 0.0, 16.6, | ,  4000,  3877,     0,   -27, | , -3.4, -13.7, -0.126, |, 0.0
23.8, 0.0, | , 23.2, 0.0, 13.5, | ,  4000,  3877,     0,   -20, | , -3.4,  12.0, 0.110, |, 0.0
24.8, 0.1, | , 23.2, 0.0, 15.6, | ,  4000,  3880,     0,   -11, | , -3.4,  -5.2, -0.048, |, 0.0
25.8, 0.1, | , 23.2, 0.0, 14.5, | ,  4000,  3876,     0,   -28, | , -3.4, -17.6, -0.161, |, 0.0
26.8, 0.0, | , 23.2, 0.0, 14.2, | ,  4000,  3877,     0,   -25, | , -3.4,   2.1, 0.019, |, 0.0
27.8, 0.1, | , 23.2, 0.0, 15.1, | ,  4000,  3878,     0,   -31, | , -3.4,  -2.6, -0.024, |, 0.0
28.8, 0.0, | , 23.2, 0.0, 15.2, | ,  4000,  3877,     0,   -34, | , -3.4, -10.7, -0.098, |, 0.0
29.7, 0.0, | , 23.2, 0.0, 16.8, | ,  4000,  3877,     0,   -29, | , -3.4, -15.4, -0.142, |, 0.0
30.7, 0.0, | , 23.2, 0.0, 17.1, | ,  4000,  3875,     0,   -29, | , -3.4, -15.9, -0.145, |, 0.0
31.7, 0.0, | , 23.2, 0.0, 17.2, | ,  4000,  3880,     0,    -2, | , -3.4, -16.7, -0.155, |, 0.0
32.7, 0.0, | , 23.2, 0.0, 17.0, | ,  4000,  3876,     0,    -6, | , -3.4,  19.7, 0.181, |, 0.0
33.7, 0.0, | , 23.2, 0.0, 16.9, | ,  4000,  3877,     0,   -18, | , -3.4, -13.3, -0.122, |, 0.0
34.7, 0.0, | , 23.2, 0.0, 16.3, | ,  4000,  3877,     0,   -14, | , -3.4,  -6.9, -0.063, |, 0.0
35.7, 0.0, | , 23.2, 0.0, 17.1, | ,  4000,  3877,     0,   -27, | , -3.4, -13.3, -0.122, |, 0.0
36.7, 0.0, | , 23.2, 0.0, 16.7, | ,  4000,  3874,     0,   -15, | , -3.4, -12.4, -0.114, |, 0.0
37.7, 0.0, | , 23.2, 0.0, 16.6, | ,  4000,  3878,     0,   -14, | , -3.4, -17.2, -0.158, |, 0.0
38.7, 0.0, | , 23.2, 0.0, 16.0, | ,  4000,  3878,     0,   -22, | , -3.4, -17.2, -0.158, |, 0.0
39.6, 0.0, | , 23.2, 0.0, 16.0, | ,  4000,  3877,     0,    -9, | , -3.4, -13.3, -0.123, |, 0.0
40.6, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3875,     0,   -26, | , -3.4, -16.7, -0.153, |, 0.0
41.6, -0.0, | , 23.2, 0.0, 19.2, | ,  4000,  3881,     0,    -7, | , -3.4,   1.3, 0.012, |, 0.0
42.6, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3873,     0,    -3, | , -3.4, -15.0, -0.138, |, 0.0
43.6, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3874,     0,   -25, | , -3.4, -15.0, -0.138, |, 0.0
44.6, 0.0, | , 23.2, 0.0, 19.1, | ,  4000,  3878,     0,   -19, | , -3.4, -14.6, -0.134, |, 0.0
45.6, -0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3879,     0,   -13, | , -3.4, -14.2, -0.130, |, 0.0
46.6, 0.0, | , 23.2, 0.0, 19.4, | ,  4000,  3876,  1000,    24, | , -3.4, -10.3, -0.096, |, 0.0
47.6, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3872,  1000,   866, | , -3.4, -14.6, -0.165, |, 0.0
48.5, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3874,  1000,  1035, | , -3.4,  -3.0, -0.035, |, 0.0
49.5, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3873,  1000,   998, | , -3.4, -17.2, -0.199, |, 0.0
50.5, 0.0, | , 23.2, 0.0, 17.6, | ,  4000,  3871,  1000,  1012, | , -3.4,   1.7, 0.020, |, 0.0
51.5, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   990, | , -3.4, -14.6, -0.169, |, 0.0
52.5, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3877,  1000,   971, | , -3.4,  -4.7, -0.055, |, 0.0
53.5, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3878,  1000,   979, | , -3.4, -15.0, -0.174, |, 0.0
54.5, 0.0, | , 23.2, 0.0, 19.2, | ,  4000,  3876,  1000,   982, | , -3.4,   5.1, 0.059, |, 0.0
55.5, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3876,  1000,   979, | , -3.4, -17.6, -0.203, |, 0.0
56.4, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3877,  1000,   974, | , -3.4,  18.0, 0.208, |, 0.0
57.4, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3881,  1000,   990, | , -3.4, -17.6, -0.204, |, 0.0
58.4, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3879,  1000,   960, | , -3.4,  14.1, 0.163, |, 0.0
59.4, 0.0, | , 23.2, 0.0, 19.4, | ,  4000,  3878,  1000,   983, | , -3.4, -17.6, -0.204, |, 0.0
60.4, 0.0, | , 23.2, 0.0, 15.9, | ,  4000,  3879,  1000,   977, | , -3.4,   3.4, 0.039, |, 0.0
61.4, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3878,  1000,   985, | , -3.4, -17.6, -0.204, |, 0.0
62.4, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3877,  1000,   986, | , -3.4,  12.8, 0.149, |, 0.0
63.4, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3877,  1000,   971, | , -3.4, -16.7, -0.193, |, 0.0
64.4, 0.0, | , 23.2, 0.0, 17.1, | ,  4000,  3876,  1000,   982, | , -3.4,  -4.3, -0.050, |, 0.0
65.3, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3878,  1000,   965, | , -3.4, -16.7, -0.193, |, 0.0
66.3, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3876,  1000,   982, | , -3.4, -14.2, -0.164, |, 0.0
67.3, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3876,  1000,   974, | , -3.4, -13.7, -0.159, |, 0.0
68.3, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3874,  1000,   982, | , -3.4, -12.4, -0.144, |, 0.0
69.3, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3874,  1000,   980, | , -3.4,  -9.9, -0.114, |, 0.0
70.3, 0.0, | , 23.2, 0.0, 16.4, | ,  4000,  3876,  1000,   978, | , -3.4, -15.4, -0.179, |, 0.0
71.3, -0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3877,  1000,   986, | , -3.4,  -4.7, -0.055, |, 0.0
72.3, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3875,  1000,   979, | , -3.4, -17.2, -0.198, |, 0.0
73.2, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3879,  1000,   973, | , -3.4,   5.1, 0.059, |, 0.0
74.2, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3880,  1000,   990, | , -3.4, -18.0, -0.209, |, 0.0
75.2, 0.0, | , 23.2, 0.0, 19.2, | ,  4000,  3879,  1000,   971, | , -3.4,  20.1, 0.232, |, 0.0
76.2, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3878,  1000,   982, | , -3.4, -18.9, -0.218, |, 0.0
77.2, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3875,  1000,   967, | , -3.4,  15.0, 0.173, |, 0.0
78.2, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3878,  1000,   977, | , -3.4, -17.2, -0.198, |, 0.0
79.2, -0.0, | , 23.2, 0.0, 19.6, | ,  4000,  3874,  1000,   968, | , -3.4,   0.8, 0.010, |, 0.0
80.2, 0.0, | , 23.2, 0.0, 16.5, | ,  4000,  3875,  1000,   983, | , -3.4, -16.7, -0.194, |, 0.0
81.2, 0.0, | , 23.2, 0.0, 18.4, | ,  4000,  3878,  1000,   963, | , -3.4, -18.4, -0.213, |, 0.0
82.1, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3877,  1000,   963, | , -3.4,   9.0, 0.103, |, 0.0
83.1, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   977, | , -3.4, -16.7, -0.193, |, 0.0
84.1, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3875,  1000,   967, | , -3.4,  -8.6, -0.099, |, 0.0
85.1, 0.0, | , 23.2, 0.0, 19.1, | ,  4000,  3878,  1000,   972, | , -3.4, -15.9, -0.183, |, 0.0
86.1, 0.0, | , 23.2, 0.0, 19.6, | ,  4000,  3875,  1000,   973, | , -3.4, -14.6, -0.168, |, 0.0
87.1, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3877,  1000,   982, | , -3.4, -14.2, -0.164, |, 0.0
88.1, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3877,  1000,   965, | , -3.4, -12.9, -0.148, |, 0.0
89.1, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3876,  1000,   979, | , -3.4,  -9.9, -0.114, |, 0.0
90.0, 0.0, | , 23.2, 0.0, 16.2, | ,  4000,  3877,  1000,   965, | , -3.4, -13.3, -0.153, |, 0.0
91.0, 0.0, | , 23.2, 0.0, 19.6, | ,  4000,  3878,  1000,   977, | , -3.4, -13.7, -0.159, |, 0.0
92.0, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3874,  1000,   982, | , -3.4, -12.4, -0.144, |, 0.0
93.0, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3878,  1000,   975, | , -3.4,  -8.6, -0.099, |, 0.0
94.0, 0.0, | , 23.2, 0.0, 20.0, | ,  4000,  3878,  1000,   975, | , -3.4, -15.9, -0.184, |, 0.0
95.0, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   975, | , -3.4,  -3.0, -0.035, |, 0.0
96.0, 0.0, | , 23.2, 0.0, 20.3, | ,  4000,  3877,  1000,   963, | , -3.4, -16.3, -0.188, |, 0.0
97.0, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3879,  1000,   973, | , -3.4,   9.0, 0.104, |, 0.0
98.0, 0.0, | , 23.2, 0.0, 19.6, | ,  4000,  3877,  1000,   972, | , -3.4, -18.0, -0.208, |, 0.0
98.9, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3875,  1000,   981, | , -3.4,  20.1, 0.233, |, 0.0
99.9, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3880,  1000,   964, | , -3.4, -18.0, -0.208, |, 0.0
100.9, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3879,  1000,   986, | , -3.4,   9.8, 0.114, |, 0.0
101.9, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3880,  1000,   983, | , -3.4, -17.2, -0.199, |, 0.0
102.9, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3879,  1000,   985, | , -3.4,  -6.9, -0.080, |, 0.0
103.9, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3875,  1000,   983, | , -3.4, -15.4, -0.179, |, 0.0
104.9, 0.0, | , 23.2, 0.0, 20.4, | ,  4000,  3877,  1000,   971, | , -3.4, -13.3, -0.154, |, 0.0
105.9, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3878,  1000,   986, | , -3.4, -13.3, -0.154, |, 0.0
106.8, 0.0, | , 23.2, 0.0, 20.2, | ,  4000,  3882,  1000,   967, | , -3.4, -14.2, -0.164, |, 0.0
107.8, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   972, | , -3.4,  -9.0, -0.104, |, 0.0
108.8, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3880,  1000,   982, | , -3.4, -12.4, -0.144, |, 0.0
109.8, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   976, | , -3.4,  -1.7, -0.020, |, 0.0
110.8, 0.0, | , 23.2, 0.0, 19.5, | ,  4000,  3882,  1000,   984, | , -3.4, -12.4, -0.144, |, 0.0
111.8, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,   983, | , -3.4,  -9.4, -0.109, |, 0.0
112.8, 0.0, | , 23.2, 0.0, 20.4, | ,  4000,  3879,  1000,   997, | , -3.4, -14.2, -0.164, |, 0.0
113.8, 0.0, | , 23.2, 0.0, 19.2, | ,  4000,  3878,  1000,   987, | , -3.4,  -1.3, -0.015, |, 0.0
114.7, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3877,  1000,   986, | , -3.4, -17.2, -0.199, |, 0.0
115.7, 0.0, | , 23.2, 0.0, 20.1, | ,  4000,  3880,  1000,   985, | , -3.4,   8.1, 0.094, |, 0.0
116.7, 0.0, | , 23.2, 0.0, 20.5, | ,  4000,  3874,  1000,   980, | , -3.4, -16.7, -0.193, |, 0.0
117.7, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3876,  1000,   987, | , -3.4,  19.3, 0.223, |, 0.0
118.7, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3878,  1000,   984, | , -3.4, -18.4, -0.214, |, 0.0
119.7, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3875,  1000,   968, | , -3.4,   9.0, 0.104, |, 0.0
120.7, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3875,  1000,   971, | , -3.4, -16.7, -0.193, |, 0.0
121.7, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3880,  1000,   990, | , -3.4,  -6.5, -0.075, |, 0.0
122.7, -0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3875,  1000,   997, | , -3.4, -14.6, -0.169, |, 0.0
123.6, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3877,  1000,   990, | , -3.4, -12.4, -0.144, |, 0.0
124.6, 0.0, | , 23.2, 0.0, 16.2, | ,  4000,  3876,  1000,   967, | , -3.4, -15.4, -0.178, |, 0.0
125.6, 0.0, | , 23.2, 0.0, 15.3, | ,  4000,  3877,  1000,   971, | , -3.4, -18.4, -0.213, |, 0.0
126.6, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3878,  1000,   986, | , -3.4, -11.6, -0.134, |, 0.0
127.6, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3878,  1000,   978, | , -3.4, -14.2, -0.164, |, 0.0
128.6, 0.0, | , 23.2, 0.0, 19.5, | ,  4000,  3877,  1000,   961, | , -3.4,  -6.0, -0.069, |, 0.0
129.6, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3876,  1000,   979, | , -3.4, -14.6, -0.169, |, 0.0
130.6, 0.0, | , 23.2, 0.0, 19.5, | ,  4000,  3872,  1000,   972, | , -3.4,   3.4, 0.039, |, 0.0
131.6, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3878,  1000,   986, | , -3.4, -12.9, -0.149, |, 0.0
132.5, 0.0, | , 23.2, 0.0, 19.8, | ,  4000,  3879,  1000,   986, | , -3.4,  -3.9, -0.045, |, 0.0
133.5, 0.0, | , 23.2, 0.0, 19.9, | ,  4000,  3877,  1000,   985, | , -3.4, -15.4, -0.179, |, 0.0
134.5, 0.0, | , 23.2, 0.0, 19.7, | ,  4000,  3874,  1000,   981, | , -3.4,   2.5, 0.029, |, 0.0
135.5, 0.6, | , 23.2, 0.0, 19.7, | ,  4000,  3877,  1000,   985, | , -3.4, -18.4, -0.214, |, 0.0
136.5, 1.1, | , 23.2, 0.0, 19.9, | ,  4000,  3881,  1000,   997, | , -3.4,  18.8, 0.219, |, 0.0
137.5, 1.5, | , 23.2, 0.0, 19.4, | ,  4000,  3880,  1000,  1008, | , -3.4, -18.0, -0.210, |, 0.0
138.5, 1.9, | , 23.2, 0.0, 19.9, | ,  4000,  3882,  1000,  1016, | , -3.4,  14.1, 0.165, |, 0.0
139.5, 2.4, | , 23.2, 0.0, 19.5, | ,  4000,  3883,  1000,  1011, | , -3.4, -17.6, -0.205, |, 0.0
140.4, 2.8, | , 23.2, 0.0, 16.2, | ,  4000,  3884,  1000,  1002, | , -3.4,  -6.0, -0.070, |, 0.0
141.4, 3.2, | , 23.2, 0.0, 19.8, | ,  4000,  3882,  1000,  1016, | , -3.4, -14.6, -0.170, |, 0.0
142.4, 3.6, | , 23.2, 0.0, 20.0, | ,  4000,  3883,  1000,   852, | , -3.4, -11.6, -0.131, |, 0.0
143.4, 3.9, | , 23.2, 0.0, 19.8, | ,  4000,  3828,  1000,   781, | , -3.4, -14.6, -0.160, |, 0.0
144.4, 4.3, | , 23.2, 0.0, 19.8, | ,  4000,  3811,  1000,   903, | , -3.4,  -3.5, -0.039, |, 0.0
145.4, 4.7, | , 23.2, 0.0, 19.8, | ,  4000,  3840,  1000,   941, | , -3.4, -17.2, -0.195, |, 0.0
146.4, 5.1, | , 23.2, 0.0, 19.7, | ,  4000,  3855,  1000,   960, | , -3.4,   3.8, 0.044, |, 0.0
147.4, 5.5, | , 23.2, 0.0, 20.3, | ,  4000,  3868,  1000,   970, | , -3.4, -18.4, -0.213, |, 0.0
148.4, 6.0, | , 23.2, 0.0, 19.9, | ,  4000,  3870,  1000,   990, | , -3.4,  18.8, 0.218, |, 0.0
149.3, 6.4, | , 23.2, 0.0, 20.2, | ,  4000,  3877,  1000,   999, | , -3.4, -18.9, -0.219, |, 0.0
150.3, 6.8, | , 23.2, 0.0, 17.0, | ,  4000,  3882,  1000,   995, | , -3.4,   1.7, 0.020, |, 0.0
151.3, 7.2, | , 23.2, 0.0, 20.3, | ,  4000,  3883,  1000,  1027, | , -3.4,   8.5, 0.100, |, 0.0
152.3, 7.6, | , 23.2, 0.0, 19.8, | ,  4000,  3883,  1000,  1020, | , -3.4, -17.6, -0.205, |, 0.0
153.3, 8.1, | , 23.2, 0.0, 17.5, | ,  4000,  3887,  1000,   994, | , -3.4,  -2.6, -0.030, |, 0.0
154.3, 8.4, | , 23.2, 0.0, 20.4, | ,  4000,  3883,  1000,  1009, | , -3.4, -17.2, -0.200, |, 0.0
155.3, 8.7, | , 23.2, 0.0, 20.2, | ,  4000,  3887,  1000,  1005, | , -3.4,   8.5, 0.100, |, 0.0
156.3, 9.2, | , 23.2, 0.0, 20.4, | ,  4000,  3887,  1000,  1005, | , -3.4, -16.7, -0.195, |, 0.0
157.2, 9.6, | , 23.2, 0.0, 20.0, | ,  4000,  3882,  1000,   997, | , -3.4, -10.3, -0.120, |, 0.0
158.2, 10.0, | , 23.2, 0.0, 20.3, | ,  4000,  3884,  1000,   997, | , -3.4, -15.0, -0.175, |, 0.0
159.2, 10.4, | , 23.2, 0.0, 20.7, | ,  4000,  3883,  1000,  1006, | , -3.4, -14.6, -0.170, |, 0.0
160.2, 10.9, | , 23.2, 0.0, 16.1, | ,  4000,  3884,  1000,  1005, | , -3.4, -10.7, -0.125, |, 0.0
161.2, 11.2, | , 23.2, 0.0, 18.3, | ,  4000,  3884,  1000,   998, | , -3.4, -18.9, -0.219, |, 0.0
162.2, 11.6, | , 23.2, 0.0, 20.5, | ,  4000,  3884,  1000,  1018, | , -3.4, -10.3, -0.120, |, 0.0
163.2, 12.0, | , 23.2, 0.0, 20.1, | ,  4000,  3884,  1000,  1016, | , -3.4, -14.2, -0.165, |, 0.0
164.2, 12.3, | , 23.2, 0.0, 19.7, | ,  4000,  3882,  1000,   997, | , -3.4,  -3.0, -0.035, |, 0.0
165.2, 12.8, | , 23.2, 0.0, 20.6, | ,  4000,  3884,  1000,  1012, | , -3.4, -16.7, -0.195, |, 0.0
166.1, 13.2, | , 23.2, 0.0, 20.3, | ,  4000,  3882,  1000,  1012, | , -3.4,   3.4, 0.040, |, 0.0
167.1, 13.5, | , 23.2, 0.0, 19.8, | ,  4000,  3886,  1000,  1017, | , -3.4, -17.6, -0.205, |, 0.0
168.1, 13.9, | , 23.2, 0.0, 20.1, | ,  4000,  3883,  1000,  1013, | , -3.4,  18.8, 0.220, |, 0.0
169.1, 14.4, | , 23.2, 0.0, 20.3, | ,  4000,  3885,  1000,  1006, | , -3.4, -19.3, -0.225, |, 0.0
170.1, 14.8, | , 23.2, 0.0, 15.7, | ,  4000,  3885,  1000,   996, | , -3.4,   4.7, 0.054, |, 0.0
171.1, 15.1, | , 23.2, 0.0, 20.0, | ,  4000,  3884,  1000,  1015, | , -3.4, -12.4, -0.145, |, 0.0
172.1, 15.5, | , 23.2, 0.0, 20.0, | ,  4000,  3886,  1000,   999, | , -3.4,  -6.5, -0.075, |, 0.0
173.1, 15.9, | , 23.2, 0.0, 20.1, | ,  4000,  3884,  1000,  1003, | , -3.4, -14.2, -0.165, |, 0.0
174.1, 16.3, | , 23.2, 0.0, 20.0, | ,  4000,  3885,  1000,  1018, | , -3.4,   2.5, 0.030, |, 0.0
175.1, 16.7, | , 23.2, 0.0, 20.0, | ,  4000,  3884,  1000,  1020, | , -3.4, -18.4, -0.215, |, 0.0
176.0, 17.1, | , 23.2, 0.0, 19.8, | ,  4000,  3882,  1000,  1013, | , -3.4,  15.8, 0.185, |, 0.0
177.0, 17.4, | , 23.2, 0.0, 19.9, | ,  4000,  3886,  1000,  1005, | , -3.4, -18.4, -0.215, |, 0.0
178.0, 17.8, | , 23.2, 0.0, 20.0, | ,  4000,  3883,  1000,  1029, | , -3.4,  16.3, 0.190, |, 0.0
179.0, 18.3, | , 23.2, 0.0, 19.8, | ,  4000,  3885,  1000,  1008, | , -3.4, -17.2, -0.200, |, 0.0
180.0, 18.6, | , 23.2, 0.0, 19.6, | ,  4000,  3885,  1000,  1008, | , -3.4,   2.1, 0.025, |, 0.0
181.0, 19.0, | , 23.2, 0.0, 20.1, | ,  4000,  3883,  1000,  1030, | , -3.4, -16.3, -0.191, |, 0.0
182.0, 19.4, | , 23.2, 0.0, 19.7, | ,  4000,  3888,  1000,  1005, | , -3.4, -13.3, -0.155, |, 0.0
183.0, 19.8, | , 23.2, 0.0, 20.1, | ,  4000,  3886,  1000,  1011, | , -3.4,  -6.9, -0.080, |, 0.0
183.9, 20.2, | , 23.2, 0.0, 20.2, | ,  4000,  3883,  1000,  1007, | , -3.4, -15.0, -0.175, |, 0.0
184.9, 20.6, | , 23.2, 0.0, 19.8, | ,  4000,  3881,  1000,  1020, | , -3.4,  -0.0, -0.000, |, 0.0
185.9, 20.9, | , 23.2, 0.0, 20.0, | ,  4000,  3884,  1000,  1009, | , -3.4, -18.0, -0.210, |, 0.0
186.9, 21.3, | , 23.2, 0.0, 20.0, | ,  4000,  3884,  1000,  1012, | , -3.4,  15.0, 0.175, |, 0.0
187.9, 21.6, | , 23.2, 0.0, 20.0, | ,  4000,  3884,  1000,  1009, | , -3.4, -17.2, -0.200, |, 0.0
188.9, 21.7, | , 23.2, 0.0, 20.1, | ,  4000,  3877,  1000,  1002, | , -3.4,  16.3, 0.189, |, 0.0
189.9, 21.8, | , 23.2, 0.0, 20.1, | ,  4000,  3882,  1000,  1005, | , -3.4, -18.0, -0.210, |, 0.0
190.9, 21.8, | , 23.2, 0.0, 20.2, | ,  4000,  3877,  1000,   982, | , -3.4,   3.8, 0.044, |, 0.0
