# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: B2CA 2017-06-07-01, 1wt% Ru by drying oven, small cup.
# Catalyst mass: 0.808000 
filename: B2CA_RubyDry_2017-07-05-01.txt 
current working directory: /home/research/python/diff-react-2017-07-05 
Catalyst_Description: B2CA 2017-06-07-01, 1wt% Ru by drying oven, small cup.
Notes: B2CA made in large batch, 1 wt% Ru added by adding all 155grams to 1+ liters of acetone RuCl solution, then drying in dry oven. Powder sat in solution for over a day prior to drying

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
2618.1, 136.7, | , 26.3, 8.5, 368.4, | ,  1000,   958,  3000,  2926, | , -3.4, 140.1, 1.651, |, 8.9
2619.1, 136.7, | , 26.3, 8.5, 368.9, | ,  1000,   955,  3000,  2909, | , -3.4, 156.4, 1.834, |, 9.0
2620.2, 137.0, | , 26.3, 8.5, 369.4, | ,  1000,   948,  3000,  2939, | , -3.4, 139.6, 1.648, |, 8.9
2621.2, 136.9, | , 26.3, 7.2, 367.9, | ,  1000,   950,  3000,  2925, | , -3.4, 154.6, 1.819, |, 7.8
2622.2, 136.6, | , 26.3, 8.5, 369.3, | ,  1000,   953,  3000,  2920, | , -3.4, 160.2, 1.884, |, 8.9
2623.2, 137.1, | , 26.3, 8.9, 370.1, | ,  1000,   951,  3000,  2924, | , -3.4, 145.6, 1.713, |, 9.2
2624.2, 137.1, | , 26.3, 8.9, 369.9, | ,  1000,   961,  3000,  2917, | , -3.4, 144.8, 1.704, |, 9.3
2625.2, 136.7, | , 26.3, 8.3, 369.8, | ,  1000,   953,  3000,  2928, | , -3.4, 146.9, 1.731, |, 9.0
2626.2, 136.9, | , 26.3, 7.3, 368.9, | ,  1000,   959,  3000,  2913, | , -3.4, 148.6, 1.747, |, 8.1
2627.2, 137.2, | , 26.3, 8.9, 370.7, | ,  1000,   954,  3000,  2941, | , -3.4, 146.9, 1.737, |, 9.7
2628.2, 136.7, | , 26.3, 8.4, 370.4, | ,  1000,   958,  3000,  2913, | , -3.4, 151.2, 1.777, |, 9.1
2629.2, 136.6, | , 26.3, 8.6, 370.2, | ,  1000,   956,  3000,  2920, | , -3.4, 153.8, 1.809, |, 8.4
2630.3, 137.1, | , 26.3, 9.0, 370.6, | ,  1000,   954,  3000,  2952, | , -3.4, 182.9, 2.169, |, 9.4
2631.3, 136.8, | , 26.3, 7.2, 369.0, | ,  1000,   953,  3000,  2921, | , -3.4, 154.6, 1.819, |, 7.8
2632.3, 136.9, | , 26.3, 7.5, 369.7, | ,  1000,   954,  3000,  2932, | , -3.4, 155.1, 1.829, |, 8.1
2633.3, 136.7, | , 26.3, 8.5, 371.1, | ,  1000,   958,  3000,  2951, | , -3.4, 164.5, 1.952, |, 9.3
2634.3, 137.3, | , 26.3, 8.0, 371.2, | ,  1000,   947,  3000,  2933, | , -3.4, 158.9, 1.872, |, 9.0
2635.3, 136.8, | , 26.3, 8.4, 370.6, | ,  1000,   954,  3000,  2937, | , -3.4, 159.8, 1.887, |, 8.9
2636.3, 136.9, | , 26.3, 6.8, 369.9, | ,  1000,   953,  3000,  2928, | , -3.4, 174.8, 2.059, |, 7.5
2637.3, 137.0, | , 26.3, 8.9, 371.6, | ,  1000,   954,  3000,  2941, | , -3.4, 180.8, 2.137, |, 9.4
2638.3, 136.7, | , 26.3, 8.4, 371.0, | ,  1000,   955,  3000,  2913, | , -3.4, 167.1, 1.961, |, 9.0
2639.4, 137.6, | , 26.3, -2.7, 363.5, | ,  1000,   953,  3000,  2933, | , -3.4, 160.6, 1.895, |, 0.1
2640.4, 136.8, | , 26.3, 8.3, 371.9, | ,  1000,   955,  3000,  2933, | , -3.4, 182.9, 2.159, |, 9.4
2641.4, 137.3, | , 26.3, 7.9, 370.9, | ,  1000,   952,  3000,  2956, | , -3.4, 163.6, 1.941, |, 8.6
2642.4, 136.7, | , 26.3, 8.3, 371.8, | ,  1000,   951,  3000,  2927, | , -3.4, 161.1, 1.896, |, 8.8
2643.4, 136.7, | , 26.3, 8.5, 372.0, | ,  1000,   956,  3000,  2931, | , -3.4, 161.1, 1.900, |, 8.8
2644.4, 138.0, | , 26.3, -0.7, 365.2, | ,  1000,   948,  3000,  2930, | , -3.4, 162.8, 1.917, |, 1.3
2645.4, 137.1, | , 26.3, 8.9, 372.3, | ,  1000,   957,  3000,  2926, | , -3.4, 196.2, 2.312, |, 9.2
2646.4, 136.8, | , 26.3, 6.5, 371.0, | ,  1000,   957,  3000,  2933, | , -3.4, 172.6, 2.038, |, 7.8
2647.4, 137.0, | , 26.3, 8.7, 373.0, | ,  1000,   953,  3000,  2925, | , -3.4, 175.2, 2.063, |, 9.3
2648.4, 136.7, | , 26.3, 8.6, 372.3, | ,  1000,   954,  3000,  2906, | , -3.4, 167.5, 1.962, |, 9.1
2649.4, 136.7, | , 26.3, 8.4, 372.7, | ,  1000,   956,  3000,  2943, | , -3.4, 170.5, 2.018, |, 9.0
2650.5, 137.8, | , 26.3, 3.2, 371.4, | ,  1000,   955,  3000,  2924, | , -3.4, 200.5, 2.361, |, 7.5
2651.5, 137.2, | , 26.3, 7.6, 372.6, | ,  1000,   950,  3000,  2936, | , -3.4, 209.1, 2.466, |, 7.7
2652.5, 137.1, | , 26.3, 9.0, 373.3, | ,  1000,   958,  3000,  2955, | , -3.4, 203.1, 2.412, |, 9.2
2653.5, 136.6, | , 26.3, 8.5, 373.3, | ,  1000,   955,  3000,  2927, | , -3.4, 196.2, 2.312, |, 9.0
2654.5, 136.6, | , 26.3, 8.4, 373.3, | ,  1000,   952,  3000,  2932, | , -3.4, 183.8, 2.167, |, 8.8
2655.5, 137.1, | , 26.3, 8.8, 374.1, | ,  1000,   955,  3000,  2937, | , -3.4, 188.5, 2.227, |, 9.5
2656.5, 136.8, | , 26.3, 7.1, 372.3, | ,  1000,   954,  3000,  2922, | , -3.4, 203.1, 2.389, |, 7.8
2657.5, 136.8, | , 26.3, 8.7, 373.5, | ,  1000,   957,  3000,  2935, | , -3.4, 186.8, 2.207, |, 9.0
2658.5, 136.8, | , 26.3, 8.0, 374.2, | ,  1000,   952,  3000,  2928, | , -3.4, 182.1, 2.144, |, 9.4
2659.5, 137.1, | , 26.3, 8.9, 374.7, | ,  1000,   954,  3000,  2930, | , -3.4, 185.5, 2.187, |, 9.5
2660.6, 136.8, | , 26.3, 8.3, 373.7, | ,  1000,   957,  3000,  2908, | , -3.4, 181.6, 2.131, |, 8.6
2661.6, 136.9, | , 26.3, 7.5, 373.0, | ,  1000,   949,  3000,  2929, | , -3.4, 201.8, 2.375, |, 8.1
2662.6, 137.1, | , 26.3, 9.0, 374.9, | ,  1000,   952,  3000,  2918, | , -3.4, 189.8, 2.230, |, 9.4
2663.6, 136.7, | , 26.3, 8.5, 374.1, | ,  1000,   955,  3000,  2940, | , -3.4, 192.8, 2.279, |, 8.9
2664.6, 136.6, | , 26.3, 7.9, 374.9, | ,  1000,   954,  3000,  2928, | , -3.4, 193.6, 2.282, |, 9.1
2665.6, 136.6, | , 26.3, 8.6, 375.1, | ,  1000,   955,  3000,  2926, | , -3.4, 221.9, 2.614, |, 8.8
2666.6, 137.3, | , 26.3, 7.6, 374.1, | ,  1000,   955,  3000,  2937, | , -3.4, 191.9, 2.267, |, 8.4
2667.6, 136.8, | , 26.3, 8.4, 374.9, | ,  1000,   955,  3000,  2952, | , -3.4, 192.8, 2.286, |, 8.8
2668.6, 136.8, | , 26.3, 8.1, 375.0, | ,  1000,   953,  3000,  2900, | , -3.4, 218.1, 2.550, |, 8.5
2669.6, 136.7, | , 26.3, 8.6, 375.3, | ,  1000,   957,  3000,  2918, | , -3.4, 206.9, 2.434, |, 8.9
2670.7, 137.9, | , 26.3, -1.0, 369.0, | ,  1000,   955,  3000,  2925, | , -3.4, 201.8, 2.376, |, 0.3
2671.7, 137.0, | , 26.3, 7.0, 374.4, | ,  1000,   952,  3000,  2926, | , -3.4, 197.1, 2.320, |, 7.6
2672.7, 136.7, | , 26.3, 8.6, 375.8, | ,  1000,   953,  3000,  2919, | , -3.4, 203.1, 2.386, |, 9.4
2673.7, 137.1, | , 26.3, 9.0, 376.2, | ,  1000,   949,  3000,  2924, | , -3.4, 192.3, 2.261, |, 9.4
2674.7, 137.1, | , 26.3, 9.0, 376.2, | ,  1000,   956,  3000,  2925, | , -3.4, 192.3, 2.266, |, 9.4
2675.7, 138.4, | , 26.3, -7.0, 364.2, | ,  1000,   952,  3000,  2930, | , -3.4, 221.1, 2.605, |, -3.0
2676.7, 137.4, | , 26.3, 6.8, 374.6, | ,  1000,   955,  3000,  2942, | , -3.4, 190.2, 2.250, |, 6.1
2677.7, 137.3, | , 26.3, 8.1, 376.1, | ,  1000,   957,  3000,  2926, | , -3.4, 194.9, 2.298, |, 9.2
2678.7, 136.8, | , 26.3, 8.2, 376.0, | ,  1000,   955,  3000,  2926, | , -3.4, 200.9, 2.367, |, 8.7
2679.7, 136.9, | , 26.3, 7.8, 376.2, | ,  1000,   950,  3000,  2938, | , -3.4, 219.8, 2.594, |, 8.0
2680.8, 137.3, | , 26.3, 7.7, 376.0, | ,  1000,   956,  3000,  2935, | , -3.4, 200.1, 2.363, |, 8.2
2773.7, 137.1, | , 26.3, 8.5, 389.4, | ,  1000,   952,  3000,  2929, | , -3.4, 359.4, 4.234, |, 9.3
2774.7, 138.1, | , 26.3, 0.0, 381.9, | ,  1000,   950,  3000,  2912, | , -3.4, 349.6, 4.097, |, 1.2
2775.7, 136.9, | , 26.3, 8.2, 389.4, | ,  1000,   955,  3000,  2930, | , -3.4, 346.6, 4.087, |, 9.0
2776.7, 136.9, | , 26.3, 8.6, 388.6, | ,  1000,   956,  3000,  2944, | , -3.4, 339.3, 4.016, |, 8.6
2777.7, 137.5, | , 26.3, 7.3, 388.6, | ,  1000,   953,  3000,  2940, | , -3.4, 339.3, 4.008, |, 7.7
2778.7, 137.2, | , 26.3, 8.7, 389.8, | ,  1000,   956,  3000,  2928, | , -3.4, 337.6, 3.979, |, 9.2
2779.7, 136.9, | , 26.3, 7.6, 389.4, | ,  1000,   955,  3000,  2918, | , -3.4, 347.9, 4.089, |, 8.3
2780.7, 136.8, | , 26.3, 8.4, 390.5, | ,  1000,   952,  3000,  2926, | , -3.4, 348.7, 4.104, |, 9.0
2781.7, 136.7, | , 26.3, 8.4, 390.2, | ,  1000,   956,  3000,  2913, | , -3.4, 347.9, 4.085, |, 9.1
2782.8, 137.3, | , 26.3, 6.7, 388.8, | ,  1000,   957,  3000,  2943, | , -3.4, 355.6, 4.208, |, 8.0
2783.8, 136.9, | , 26.3, 7.6, 390.3, | ,  1000,   954,  3000,  2948, | , -3.4, 353.0, 4.181, |, 8.9
2784.8, 137.0, | , 26.3, 8.4, 390.2, | ,  1000,   958,  3000,  2958, | , -3.4, 354.7, 4.215, |, 9.0
2785.8, 137.2, | , 26.3, 8.7, 390.8, | ,  1000,   954,  3000,  2912, | , -3.4, 367.6, 4.313, |, 9.2
2786.8, 136.7, | , 26.3, 8.5, 390.6, | ,  1000,   955,  3000,  2924, | , -3.4, 374.0, 4.403, |, 8.9
2787.8, 137.0, | , 26.3, 7.2, 389.7, | ,  1000,   952,  3000,  2935, | , -3.4, 363.7, 4.290, |, 7.7
2788.8, 137.2, | , 26.3, 8.9, 391.1, | ,  1000,   955,  3000,  2927, | , -3.4, 377.9, 4.452, |, 9.3
2789.8, 136.8, | , 26.3, 8.4, 391.1, | ,  1000,   961,  3000,  2930, | , -3.4, 382.1, 4.514, |, 8.9
2790.8, 136.9, | , 26.3, 8.2, 391.1, | ,  1000,   954,  3000,  2928, | , -3.4, 371.0, 4.371, |, 9.1
2791.8, 136.9, | , 26.3, 8.3, 391.3, | ,  1000,   949,  3000,  2926, | , -3.4, 369.7, 4.348, |, 9.3
2792.9, 137.4, | , 26.3, 7.6, 390.6, | ,  1000,   953,  3000,  2940, | , -3.4, 370.6, 4.378, |, 8.2
2793.9, 136.8, | , 26.3, 8.4, 391.5, | ,  1000,   961,  3000,  2914, | , -3.4, 381.7, 4.490, |, 9.0
2794.9, 136.8, | , 26.3, 8.3, 391.7, | ,  1000,   960,  3000,  2918, | , -3.4, 376.2, 4.426, |, 8.9
2795.9, 137.2, | , 26.3, 6.7, 385.6, | ,  1000,   953,  3000,  2903, | , -3.4, 385.6, 4.511, |, 7.3
2796.9, 137.1, | , 26.3, 9.0, 391.8, | ,  1000,   957,  3000,  2914, | , -3.4, 393.3, 4.621, |, 9.4
2797.9, 136.9, | , 26.3, 7.0, 390.9, | ,  1000,   959,  3000,  2924, | , -3.4, 386.4, 4.554, |, 7.9
2798.9, 136.9, | , 26.3, 8.4, 391.9, | ,  1000,   954,  3000,  2925, | , -3.4, 383.4, 4.514, |, 8.9
2799.9, 137.2, | , 26.3, 8.7, 392.5, | ,  1000,   955,  3000,  2931, | , -3.4, 391.1, 4.612, |, 9.4
2800.9, 137.8, | , 26.3, -0.1, 385.4, | ,  1000,   951,  3000,  2933, | , -3.4, 389.9, 4.596, |, 1.0
2801.9, 136.8, | , 26.3, 8.4, 392.3, | ,  1000,   955,  3000,  2932, | , -3.4, 425.0, 5.014, |, 9.0
2803.0, 137.4, | , 26.3, 7.4, 391.3, | ,  1000,   952,  3000,  2943, | , -3.4, 398.4, 4.709, |, 8.1
2804.0, 137.3, | , 26.3, 8.3, 392.7, | ,  1000,   956,  3000,  2923, | , -3.4, 402.3, 4.736, |, 9.0
2805.0, 136.9, | , 26.3, 8.2, 392.9, | ,  1000,   954,  3000,  2918, | , -3.4, 406.6, 4.777, |, 8.7
2806.0, 137.8, | , 26.3, -1.2, 385.6, | ,  1000,   952,  3000,  2924, | , -3.4, 398.0, 4.681, |, 0.8
2807.0, 137.2, | , 26.3, 8.5, 393.1, | ,  1000,   949,  3000,  2907, | , -3.4, 429.3, 5.023, |, 9.1
2808.0, 137.5, | , 26.3, 7.1, 391.9, | ,  1000,   955,  3000,  2936, | , -3.4, 409.1, 4.830, |, 8.1
2809.0, 136.9, | , 26.3, 7.8, 392.7, | ,  1000,   952,  3000,  2926, | , -3.4, 415.6, 4.891, |, 8.3
2810.0, 137.2, | , 26.3, 8.9, 393.3, | ,  1000,   955,  3000,  2929, | , -3.4, 407.4, 4.804, |, 9.4
2811.0, 137.2, | , 26.3, 8.6, 393.1, | ,  1000,   953,  3000,  2942, | , -3.4, 417.7, 4.938, |, 9.3
2812.0, 137.0, | , 26.3, 8.4, 393.6, | ,  1000,   959,  3000,  2928, | , -3.4, 444.3, 5.240, |, 8.5
2813.1, 137.0, | , 26.3, 7.2, 392.2, | ,  1000,   955,  3000,  2918, | , -3.4, 413.9, 4.865, |, 7.4
2814.1, 137.2, | , 26.3, 8.8, 394.2, | ,  1000,   956,  3000,  2932, | , -3.4, 422.9, 4.989, |, 9.4
2815.1, 136.9, | , 26.3, 8.2, 393.5, | ,  1000,   955,  3000,  2937, | , -3.4, 423.3, 4.998, |, 8.7
2816.1, 136.9, | , 26.3, 8.3, 394.1, | ,  1000,   955,  3000,  2926, | , -3.4, 423.7, 4.991, |, 8.9
2817.1, 136.9, | , 26.3, 7.3, 393.6, | ,  1000,   953,  3000,  2898, | , -3.4, 461.8, 5.397, |, 8.1
2818.1, 137.4, | , 26.3, 7.8, 393.5, | ,  1000,   956,  3000,  2930, | , -3.4, 430.1, 5.073, |, 8.2
2819.1, 136.9, | , 26.3, 8.0, 394.1, | ,  1000,   951,  3000,  2938, | , -3.4, 430.1, 5.076, |, 8.6
2820.1, 136.7, | , 26.3, 8.4, 394.2, | ,  1000,   955,  3000,  2909, | , -3.4, 433.6, 5.083, |, 9.1
2821.1, 137.0, | , 26.3, 9.0, 395.4, | ,  1000,   955,  3000,  2942, | , -3.4, 437.0, 5.168, |, 9.2
2822.1, 137.2, | , 26.3, 7.6, 394.1, | ,  1000,   952,  3000,  2924, | , -3.4, 463.6, 5.453, |, 8.1
2823.2, 137.1, | , 26.3, 6.3, 394.0, | ,  1000,   955,  3000,  2932, | , -3.4, 435.7, 5.139, |, 7.7
2824.2, 136.7, | , 26.3, 9.0, 395.2, | ,  1000,   957,  3000,  2926, | , -3.4, 439.6, 5.181, |, 9.5
2825.2, 137.1, | , 26.3, 8.5, 395.5, | ,  1000,   953,  3000,  2922, | , -3.4, 439.6, 5.169, |, 9.4
2826.2, 136.9, | , 26.3, 8.4, 395.4, | ,  1000,   954,  3000,  2949, | , -3.4, 458.4, 5.430, |, 9.0
2827.2, 138.1, | , 26.3, -3.8, 380.9, | ,  1000,   952,  3000,  2931, | , -3.4, 447.3, 5.270, |, -2.7
2828.2, 137.4, | , 26.3, 8.0, 395.2, | ,  1000,   954,  3000,  2938, | , -3.4, 452.8, 5.349, |, 8.3
2829.2, 137.2, | , 26.3, 8.9, 395.9, | ,  1000,   952,  3000,  2929, | , -3.4, 467.0, 5.499, |, 9.5
2830.2, 136.9, | , 26.3, 8.2, 395.5, | ,  1000,   951,  3000,  2922, | , -3.4, 453.3, 5.326, |, 8.8
2831.2, 137.0, | , 26.3, 8.6, 395.8, | ,  1000,   956,  3000,  2926, | , -3.4, 456.3, 5.376, |, 8.7
2832.2, 138.2, | , 26.3, -0.1, 389.1, | ,  1000,   949,  3000,  2897, | , -3.4, 459.7, 5.366, |, 1.7
2833.2, 137.2, | , 26.3, 7.5, 394.7, | ,  1000,   955,  3000,  2914, | , -3.4, 462.7, 5.432, |, 8.1
2834.3, 136.7, | , 26.3, 8.5, 395.2, | ,  1000,   954,  3000,  2946, | , -3.4, 461.0, 5.455, |, 8.8
2835.3, 136.8, | , 26.3, 8.0, 396.3, | ,  1000,   955,  3000,  2926, | , -3.4, 497.0, 5.853, |, 8.6
2836.3, 137.1, | , 26.3, 9.0, 397.1, | ,  1000,   957,  3000,  2931, | , -3.4, 477.7, 5.636, |, 9.5
2837.3, 138.1, | , 26.3, -0.1, 389.3, | ,  1000,   954,  3000,  2934, | , -3.4, 470.8, 5.556, |, 1.3
2838.3, 137.0, | , 26.3, 7.2, 394.8, | ,  1000,   952,  3000,  2938, | , -3.4, 468.3, 5.527, |, 7.8
2839.3, 137.2, | , 26.3, 8.8, 397.3, | ,  1000,   954,  3000,  2921, | , -3.4, 476.8, 5.607, |, 9.4
2840.3, 136.9, | , 26.3, 8.4, 396.7, | ,  1000,   955,  3000,  2924, | , -3.4, 480.7, 5.658, |, 8.8
2841.3, 136.9, | , 26.3, 8.4, 397.1, | ,  1000,   955,  3000,  2948, | , -3.4, 498.7, 5.907, |, 9.0
2842.3, 136.9, | , 26.3, 8.1, 396.8, | ,  1000,   958,  3000,  2936, | , -3.4, 495.3, 5.852, |, 8.8
2843.4, 137.4, | , 26.3, 7.6, 396.3, | ,  1000,   954,  3000,  2926, | , -3.4, 485.8, 5.720, |, 7.5
2844.4, 136.8, | , 26.3, 8.2, 396.9, | ,  1000,   954,  3000,  2917, | , -3.4, 487.1, 5.722, |, 9.0
2845.4, 136.9, | , 26.3, 7.4, 396.9, | ,  1000,   957,  3000,  2941, | , -3.4, 522.3, 6.178, |, 8.6
2846.4, 137.2, | , 26.3, 8.2, 398.0, | ,  1000,   949,  3000,  2932, | , -3.4, 502.5, 5.918, |, 8.9
2847.4, 137.1, | , 26.3, 8.9, 398.2, | ,  1000,   952,  3000,  2944, | , -3.4, 521.0, 6.158, |, 9.4
2848.4, 136.9, | , 26.3, 7.2, 396.3, | ,  1000,   951,  3000,  2907, | , -3.4, 500.4, 5.858, |, 7.8
2849.4, 136.8, | , 26.3, 8.5, 397.3, | ,  1000,   955,  3000,  2950, | , -3.4, 503.0, 5.961, |, 9.0
2850.4, 137.2, | , 26.3, 8.9, 399.2, | ,  1000,   961,  3000,  2946, | , -3.4, 501.3, 5.943, |, 9.4
2851.4, 136.9, | , 26.3, 8.5, 398.1, | ,  1000,   953,  3000,  2928, | , -3.4, 527.0, 6.206, |, 9.0
2852.4, 136.8, | , 26.3, 8.5, 398.5, | ,  1000,   953,  3000,  2936, | , -3.4, 511.5, 6.037, |, 8.9
2853.5, 137.4, | , 26.3, 7.5, 398.3, | ,  1000,   952,  3000,  2937, | , -3.4, 522.3, 6.164, |, 8.3
2854.5, 138.1, | , 26.3, 7.6, 396.1, | ,  1000,   952,  3000,  2937, | , -3.4, 530.8, 6.265, |, 7.8
2855.5, 136.8, | , 26.3, 8.3, 399.2, | ,  1000,   956,  3000,  2921, | , -3.4, 543.7, 6.396, |, 9.0
2856.5, 136.6, | , 26.4, 8.2, 399.1, | ,  1000,   954,  3000,  2922, | , -3.4, 546.7, 6.429, |, 8.7
2857.5, 137.1, | , 26.3, 8.9, 399.6, | ,  1000,   952,  3000,  2922, | , -3.4, 529.1, 6.219, |, 9.1
2858.5, 138.1, | , 26.3, -1.0, 390.4, | ,  1000,   953,  3000,  2930, | , -3.4, 523.1, 6.163, |, 0.0
2859.5, 136.9, | , 26.3, 8.4, 399.3, | ,  1000,   955,  3000,  2944, | , -3.4, 524.8, 6.210, |, 9.0
2860.5, 136.7, | , 26.3, 8.5, 399.7, | ,  1000,   953,  3000,  2926, | , -3.4, 527.0, 6.203, |, 9.1
2861.5, 137.2, | , 26.3, 8.8, 400.0, | ,  1000,   958,  3000,  2933, | , -3.4, 533.8, 6.302, |, 9.4
2862.5, 136.9, | , 26.3, 8.3, 399.7, | ,  1000,   952,  3000,  2917, | , -3.4, 554.0, 6.503, |, 8.7
