# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: Test of 2017-07-29-D catalyst, BCA 532, 1wt% Ru by wet impregnation, powder
# Catalyst mass: 0.931000 
filename: BCA532_2017-08-02-01.txt 
current working directory: /home/research/python/diff-react-2017-08-02 
Catalyst_Description: Test of 2017-07-29-D catalyst, BCA 532, 1wt% Ru by wet impregnation, powder
Notes: 1 wt% Ru by wet impregnation, straight out of the furnace from reduction treatment

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
11.2, -0.4, | , 20.4, 0.0, 8.1, | ,     0,  -277,     0,  -119, | , -3.4, -2421.6, 2.540, |, 0.0
12.2, -0.4, | , 20.4, 0.0, 2.3, | ,     0,  -290,     0,  -116, | , -3.4, -2422.5, 2.599, |, 0.0
13.2, -0.4, | , 20.4, 0.0, 1.9, | ,     0,  -287,     0,  -135, | , -3.4, -2422.5, 2.704, |, 0.0
14.2, -0.4, | , 20.5, 0.0, 8.8, | ,     0,  -281,     0,  -128, | , -3.4, -2422.9, 2.622, |, 0.0
15.2, -0.3, | , 20.5, 0.0, 3.0, | ,     0,  -286,     0,  -101, | , -3.4, -2422.9, 2.487, |, 0.0
16.2, -0.4, | , 20.5, 0.0, 1.2, | ,     0,  -287,     0,    20, | , -3.4, -2421.6, 1.709, |, 0.0
17.2, -0.4, | , 20.5, 0.0, -1.2, | ,     0,  -288,     0,   -40, | , -3.4, -2422.9, 2.103, |, 0.0
18.3, -0.4, | , 20.5, 0.0, 8.9, | ,  4000,  -276,  1000,   -57, | , -3.4, -2421.6, 2.134, |, 0.0
19.3, -0.3, | , 20.5, 0.0, -0.7, | ,  4000,  3905,  1000,  1091, | , -3.4, -2423.7, -31.984, |, 0.0
20.3, -0.2, | , 20.5, 0.0, -1.5, | ,  4000,  3876,  1000,  1047, | , -3.4, -2423.7, -31.517, |, 0.0
21.3, -0.2, | , 20.5, 0.0, -1.5, | ,  4000,  3875,  1000,  1035, | , -3.4, -2423.3, -31.430, |, 0.0
22.3, -0.1, | , 20.5, 0.0, -1.5, | ,  4000,  3884,  1000,  1027, | , -3.4, -2423.7, -31.439, |, 0.0
23.3, -0.1, | , 20.5, 0.0, 2.1, | ,  4000,  3879,  1000,  1023, | , -3.4, -2422.5, -31.365, |, 0.0
24.3, -0.1, | , 20.5, 0.0, 1.0, | ,  4000,  3884,  1000,  1012, | , -3.4, -2422.9, -31.334, |, 0.0
25.3, -0.0, | , 20.5, 0.0, 3.1, | ,  4000,  3872,  1000,   986, | , -3.4, -2422.9, -31.093, |, 0.0
26.3, -0.0, | , 20.5, 0.0, 3.5, | ,  4000,  3880,  1000,  1001, | , -3.4, -2422.5, -31.225, |, 0.0
27.4, -0.0, | , 20.5, 0.0, 8.0, | ,  4000,  3876,  1000,   996, | , -3.4, -2421.6, -31.159, |, 0.0
28.4, -0.0, | , 20.5, 0.0, 8.7, | ,  4000,  3882,  1000,   968, | , -3.4, -2422.5, -31.034, |, 0.0
29.4, 0.1, | , 20.5, 0.0, 5.2, | ,  4000,  3876,  1000,   982, | , -3.4, -2422.5, -31.086, |, 0.0
30.4, 0.0, | , 20.5, 0.0, 7.1, | ,  4000,  3880,  1000,   975, | , -3.4, -2421.6, -31.049, |, 0.0
31.4, -0.0, | , 20.5, 0.0, 5.9, | ,  4000,  3870,  1000,   979, | , -3.4, -2422.0, -31.022, |, 0.0
32.4, 0.0, | , 20.5, 0.0, 8.8, | ,  4000,  3878,  1000,   986, | , -3.4, -2421.6, -31.110, |, 0.0
33.4, -0.0, | , 20.5, 0.0, 9.2, | ,  4000,  3875,  1000,   967, | , -3.4, -2422.0, -30.974, |, 0.0
34.4, -0.0, | , 20.5, 0.0, 8.6, | ,  4000,  3878,  1000,   981, | , -3.4, -2421.6, -31.077, |, 0.0
35.4, -0.0, | , 20.5, 0.0, 8.6, | ,  4000,  3880,  1000,   977, | , -3.4, -2421.6, -31.064, |, 0.0
36.4, 0.0, | , 20.5, 0.0, 8.5, | ,  4000,  3876,  1000,   970, | , -3.4, -2422.0, -30.996, |, 0.0
37.4, -0.0, | , 20.5, 0.0, 8.3, | ,  4000,  3874,  1000,   986, | , -3.4, -2422.0, -31.089, |, 0.0
38.4, -0.0, | , 20.5, 0.0, 8.7, | ,  4000,  3876,  1000,   968, | , -3.4, -2422.0, -30.990, |, 0.0
39.5, 0.0, | , 20.5, 0.0, 7.9, | ,  4000,  3872,  1000,   975, | , -3.4, -2422.0, -31.011, |, 0.0
40.5, -0.0, | , 20.5, 0.0, 9.1, | ,  4000,  3875,  1000,   980, | , -3.4, -2421.6, -31.054, |, 0.0
41.5, 0.0, | , 20.5, 0.0, 8.9, | ,  4000,  3880,  1000,   979, | , -3.4, -2421.6, -31.077, |, 0.0
42.5, -0.0, | , 20.5, 0.0, 7.8, | ,  4000,  3880,  1000,   981, | , -3.4, -2421.6, -31.089, |, 0.0
43.5, 0.0, | , 20.5, 0.0, 3.1, | ,  4000,  3879,  1000,   975, | , -3.4, -2421.6, -31.045, |, 0.0
44.5, -0.0, | , 20.5, 0.0, 8.4, | ,  4000,  3877,  1000,   969, | , -3.4, -2422.0, -31.001, |, 0.0
45.5, -0.0, | , 20.5, 0.0, 9.1, | ,  4000,  3877,  1000,   971, | , -3.4, -2421.2, -31.002, |, 0.0
46.5, -0.0, | , 20.5, 0.0, 8.2, | ,  4000,  3872,  1000,   985, | , -3.4, -2422.0, -31.068, |, 0.0
47.5, -0.0, | , 20.5, 0.0, 8.2, | ,  4000,  3879,  1000,   982, | , -3.4, -2421.6, -31.090, |, 0.0
48.5, -0.0, | , 20.5, 0.0, 7.5, | ,  4000,  3880,  1000,   968, | , -3.4, -2421.6, -31.009, |, 0.0
49.5, -0.0, | , 20.5, 0.0, 8.1, | ,  4000,  3872,  1000,   980, | , -3.4, -2421.6, -31.034, |, 0.0
50.5, -0.0, | , 20.5, 0.0, 8.9, | ,  4000,  3875,  1000,   982, | , -3.4, -2421.6, -31.062, |, 0.0
51.6, -0.0, | , 20.5, 0.0, 6.7, | ,  4000,  3877,  1000,   972, | , -3.4, -2421.6, -31.012, |, 0.0
52.6, -0.0, | , 20.5, 0.0, 8.9, | ,  4000,  3875,  1000,   981, | , -3.4, -2421.6, -31.055, |, 0.0
53.6, -0.0, | , 20.5, 0.0, 7.8, | ,  4000,  3868,  1000,   986, | , -3.4, -2421.2, -31.041, |, 0.0
54.6, -0.0, | , 20.5, 0.0, 7.9, | ,  4000,  3879,  1000,   994, | , -3.4, -2422.0, -31.173, |, 0.0
55.6, -0.0, | , 20.5, 0.0, 8.7, | ,  4000,  3877,  1000,   970, | , -3.4, -2421.6, -31.003, |, 0.0
56.6, -0.0, | , 20.5, 0.0, 8.9, | ,  4000,  3869,  1000,   967, | , -3.4, -2422.0, -30.936, |, 0.0
57.6, 0.0, | , 20.5, 0.0, 8.9, | ,  4000,  3874,  1000,   986, | , -3.4, -2421.6, -31.083, |, 0.0
58.6, -0.1, | , 20.5, 0.0, 6.3, | ,  4000,  3876,  1000,   963, | , -3.4, -2422.0, -30.956, |, 0.0
59.6, -0.0, | , 20.6, 0.0, 8.6, | ,  4000,  3871,  1000,   975, | , -3.4, -2422.0, -31.001, |, 0.0
60.6, -0.0, | , 20.6, 0.0, 9.0, | ,  4000,  3876,  1000,   964, | , -3.4, -2421.2, -30.950, |, 0.0
61.6, -0.0, | , 20.6, 0.0, 7.9, | ,  4000,  3878,  1000,   971, | , -3.4, -2421.6, -31.012, |, 0.0
62.6, -0.0, | , 20.6, 0.0, 8.8, | ,  4000,  3877,  1000,   987, | , -3.4, -2421.6, -31.114, |, 0.0
63.6, -0.0, | , 20.6, 0.0, 8.2, | ,  4000,  3876,  1000,   986, | , -3.4, -2422.0, -31.102, |, 0.0
64.6, -0.0, | , 20.6, 0.0, 8.6, | ,  4000,  3876,  1000,   985, | , -3.4, -2421.6, -31.088, |, 0.0
65.7, -0.0, | , 20.6, 0.0, 9.1, | ,  4000,  3876,  1000,   981, | , -3.4, -2421.6, -31.065, |, 0.0
66.7, -0.1, | , 20.6, 0.0, 8.7, | ,  4000,  3877,  1000,   985, | , -3.4, -2421.6, -31.097, |, 0.0
67.7, -0.0, | , 20.6, 0.0, 7.6, | ,  4000,  3871,  1000,   975, | , -3.4, -2421.6, -30.993, |, 0.0
68.7, -0.0, | , 20.6, 0.0, 8.6, | ,  4000,  3877,  1000,   983, | , -3.4, -2421.6, -31.088, |, 0.0
69.7, -0.0, | , 20.6, 0.0, 8.8, | ,  4000,  3879,  1000,   960, | , -3.4, -2421.2, -30.942, |, 0.0
70.7, -0.0, | , 20.6, 0.0, 8.8, | ,  4000,  3874,  1000,   979, | , -3.4, -2421.6, -31.039, |, 0.0
71.7, 0.5, | , 20.6, 0.0, 8.6, | ,  4000,  3876,  1000,   971, | , -3.4, -2421.6, -31.003, |, 0.0
72.7, 1.0, | , 20.6, 0.0, 8.1, | ,  4000,  3882,  1000,   978, | , -3.4, -2421.6, -31.086, |, 0.0
73.7, 1.6, | , 20.6, 0.0, 9.2, | ,  4000,  3880,  1000,   993, | , -3.4, -2421.2, -31.163, |, 0.0
74.7, 2.0, | , 20.6, 0.0, 8.4, | ,  4000,  3879,  1000,  1010, | , -3.4, -2421.2, -31.263, |, 0.0
75.7, 2.4, | , 20.6, 0.0, 9.2, | ,  4000,  3884,  1000,   980, | , -3.4, -2421.6, -31.111, |, 0.0
76.7, 2.8, | , 20.6, 0.0, 9.2, | ,  4000,  3884,  1000,   999, | , -3.4, -2421.2, -31.224, |, 0.0
77.7, 3.3, | , 20.6, 0.0, 8.1, | ,  4000,  3844,  1000,  1011, | , -3.4, -2422.5, -31.064, |, 0.0
78.8, 3.7, | , 20.6, 0.0, 8.7, | ,  4000,  3811,  1000,  1012, | , -3.4, -2421.6, -30.846, |, 0.0
79.8, 4.1, | , 20.6, 0.0, 9.0, | ,  4000,  3847,  1000,  1008, | , -3.4, -2421.6, -31.052, |, 0.0
80.8, 4.5, | , 20.6, 0.0, 9.1, | ,  4000,  3857,  1000,   741, | , -3.4, -2421.6, -29.407, |, 0.0
81.8, 4.9, | , 20.6, 0.0, 8.6, | ,  4000,  3868,  1000,   739, | , -3.4, -2421.6, -29.466, |, 0.0
82.8, 5.3, | , 20.6, 0.0, 9.1, | ,  4000,  3876,  1000,   868, | , -3.4, -2422.0, -30.347, |, 0.0
83.8, 5.7, | , 20.6, 0.0, 8.9, | ,  4000,  3871,  1000,   914, | , -3.4, -2422.0, -30.607, |, 0.0
84.8, 6.1, | , 20.6, 0.0, 9.3, | ,  4000,  3884,  1000,   966, | , -3.4, -2421.2, -31.012, |, 0.0
85.8, 6.5, | , 20.6, 0.0, 8.8, | ,  4000,  3877,  1000,   978, | , -3.4, -2421.6, -31.047, |, 0.0
86.8, 6.9, | , 20.6, 0.0, 9.2, | ,  4000,  3881,  1000,   989, | , -3.4, -2421.6, -31.144, |, 0.0
87.8, 7.4, | , 20.6, 0.0, 9.2, | ,  4000,  3882,  1000,   989, | , -3.4, -2421.2, -31.149, |, 0.0
88.8, 7.8, | , 20.6, 0.0, 10.2, | ,  4000,  3883,  1000,  1014, | , -3.4, -2421.2, -31.316, |, 0.0
89.9, 8.2, | , 20.6, 0.0, 9.4, | ,  4000,  3885,  1000,  1020, | , -3.4, -2421.6, -31.372, |, 0.0
90.9, 8.6, | , 20.6, 0.0, 9.2, | ,  4000,  3883,  1000,   997, | , -3.4, -2421.6, -31.218, |, 0.0
91.9, 9.0, | , 20.6, 0.0, 9.9, | ,  4000,  3884,  1000,  1002, | , -3.4, -2421.6, -31.252, |, 0.0
92.9, 9.4, | , 20.6, 0.0, 9.7, | ,  4000,  3884,  1000,  1022, | , -3.4, -2421.2, -31.373, |, 0.0
93.9, 9.8, | , 20.6, 0.0, 9.1, | ,  4000,  3887,  1000,   993, | , -3.4, -2421.6, -31.210, |, 0.0
94.9, 10.2, | , 20.6, 0.0, 9.9, | ,  4000,  3889,  1000,  1007, | , -3.4, -2421.6, -31.311, |, 0.0
95.9, 10.6, | , 20.6, 0.0, 10.0, | ,  4000,  3885,  1000,  1018, | , -3.4, -2421.2, -31.356, |, 0.0
96.9, 11.0, | , 20.6, 0.0, 9.7, | ,  4000,  3883,  1000,  1004, | , -3.4, -2421.2, -31.246, |, 0.0
97.9, 11.5, | , 20.6, 0.0, 9.2, | ,  4000,  3884,  1000,  1008, | , -3.4, -2421.6, -31.285, |, 0.0
98.9, 11.8, | , 20.6, 0.0, 8.8, | ,  4000,  3886,  1000,  1005, | , -3.4, -2422.0, -31.288, |, 0.0
99.9, 12.3, | , 20.6, 0.0, 8.8, | ,  4000,  3883,  1000,  1005, | , -3.4, -2421.2, -31.261, |, 0.0
101.0, 12.7, | , 20.6, 0.0, 9.3, | ,  4000,  3883,  1000,  1013, | , -3.4, -2421.2, -31.313, |, 0.0
102.0, 13.0, | , 20.6, 0.0, 8.8, | ,  4000,  3879,  1000,  1021, | , -3.4, -2421.6, -31.343, |, 0.0
103.0, 13.5, | , 20.6, 0.0, 8.9, | ,  4000,  3878,  1000,  1020, | , -3.4, -2421.6, -31.327, |, 0.0
104.0, 13.9, | , 20.6, 0.0, 9.1, | ,  4000,  3881,  1000,  1006, | , -3.4, -2421.6, -31.259, |, 0.0
105.0, 14.2, | , 20.6, 0.0, 9.7, | ,  4000,  3881,  1000,  1024, | , -3.4, -2421.6, -31.371, |, 0.0
106.0, 14.6, | , 20.6, 0.0, 9.7, | ,  4000,  3881,  1000,  1028, | , -3.4, -2421.6, -31.398, |, 0.0
107.0, 15.0, | , 20.6, 0.0, 9.9, | ,  4000,  3884,  1000,  1008, | , -3.4, -2421.6, -31.287, |, 0.0
108.0, 15.5, | , 20.6, 0.0, 9.5, | ,  4000,  3881,  1000,  1022, | , -3.4, -2421.2, -31.352, |, 0.0
109.0, 15.8, | , 20.6, 0.0, 9.1, | ,  4000,  3886,  1000,  1019, | , -3.4, -2421.6, -31.368, |, 0.0
110.0, 16.2, | , 20.6, 0.0, 10.2, | ,  4000,  3885,  1000,  1011, | , -3.4, -2421.6, -31.312, |, 0.0
111.0, 16.6, | , 20.6, 0.0, 10.2, | ,  4000,  3885,  1000,  1016, | , -3.4, -2421.2, -31.340, |, 0.0
112.1, 16.9, | , 20.7, 0.0, 9.0, | ,  4000,  3883,  1000,  1023, | , -3.4, -2421.6, -31.380, |, 0.0
113.1, 17.4, | , 20.7, 0.0, 9.8, | ,  4000,  3883,  1000,  1006, | , -3.4, -2421.2, -31.262, |, 0.0
114.1, 17.8, | , 20.7, 0.0, 9.4, | ,  4000,  3885,  1000,  1027, | , -3.4, -2421.6, -31.420, |, 0.0
115.1, 18.2, | , 20.7, 0.0, 10.0, | ,  4000,  3881,  1000,  1021, | , -3.4, -2421.2, -31.349, |, 0.0
116.1, 18.5, | , 20.7, 0.0, 9.8, | ,  4000,  3881,  1000,  1028, | , -3.4, -2421.6, -31.398, |, 0.0
117.1, 18.9, | , 20.7, 0.0, 10.3, | ,  4000,  3883,  1000,  1011, | , -3.4, -2421.6, -31.304, |, 0.0
118.1, 19.3, | , 20.7, 0.0, 10.0, | ,  4000,  3883,  1000,  1014, | , -3.4, -2421.6, -31.324, |, 0.0
119.1, 19.7, | , 20.7, 0.0, 8.7, | ,  4000,  3884,  1000,  1012, | , -3.4, -2422.9, -31.336, |, 0.0
120.1, 20.0, | , 20.7, 0.0, 9.3, | ,  4000,  3885,  1000,  1012, | , -3.4, -2421.6, -31.319, |, 0.0
121.1, 20.3, | , 20.7, 0.0, 10.0, | ,  4000,  3881,  1000,  1005, | , -3.4, -2421.6, -31.254, |, 0.0
122.1, 20.6, | , 20.7, 0.0, 9.7, | ,  4000,  3890,  1000,  1027, | , -3.4, -2421.6, -31.445, |, 0.0
123.1, 20.7, | , 20.7, 0.0, 9.7, | ,  4000,  3883,  1000,  1018, | , -3.4, -2421.6, -31.349, |, 0.0
124.2, 20.7, | , 20.7, 0.0, 9.0, | ,  4000,  3881,  1000,  1015, | , -3.4, -2421.6, -31.311, |, 0.0
125.2, 20.8, | , 20.7, 0.0, 10.3, | ,  4000,  3880,  1000,   999, | , -3.4, -2421.6, -31.208, |, 0.0
126.2, 20.8, | , 20.7, 0.0, 10.3, | ,  4000,  3882,  1000,   988, | , -3.4, -2421.6, -31.147, |, 0.0
127.2, 20.8, | , 20.7, 0.0, 9.6, | ,  4000,  3879,  1000,   978, | , -3.4, -2421.6, -31.061, |, 0.0
128.2, 21.2, | , 20.7, 0.0, 9.3, | ,  4000,  3872,  1000,   969, | , -3.4, -2421.6, -30.963, |, 0.0
129.2, 21.7, | , 20.7, 0.0, 8.9, | ,  4000,  3879,  1000,   993, | , -3.4, -2421.6, -31.162, |, 0.0
130.2, 22.1, | , 20.7, 0.0, 10.0, | ,  4000,  3877,  1000,  1020, | , -3.4, -2421.2, -31.311, |, 0.0
131.2, 22.5, | , 20.7, 0.0, 9.7, | ,  4000,  3880,  1000,  1007, | , -3.4, -2421.2, -31.251, |, 0.0
132.2, 22.9, | , 20.7, 0.0, 9.6, | ,  4000,  3859,  1000,  1024, | , -3.4, -2421.6, -31.236, |, 0.0
133.2, 23.4, | , 20.7, 0.0, 9.6, | ,  4000,  3756,  1000,  1005, | , -3.4, -2422.0, -30.453, |, 0.0
134.2, 23.8, | , 20.7, 0.0, 9.2, | ,  4000,  3775,  1000,  1035, | , -3.4, -2421.6, -30.767, |, 0.0
135.3, 24.1, | , 20.7, 0.0, 9.9, | ,  4000,  3820,  1000,   956, | , -3.4, -2421.2, -30.546, |, 0.0
136.3, 24.4, | , 20.7, 0.0, 10.0, | ,  4000,  3840,  1000,   585, | , -3.4, -2421.2, -28.296, |, 0.0
137.3, 24.8, | , 20.7, 0.0, 9.9, | ,  4000,  3859,  1000,   487, | , -3.4, -2421.2, -27.789, |, 0.0
138.3, 25.1, | , 20.7, 0.0, 9.3, | ,  4000,  3869,  1000,   715, | , -3.4, -2421.6, -29.317, |, 0.0
139.3, 25.5, | , 20.7, 0.0, 9.1, | ,  4000,  3879,  1000,   814, | , -3.4, -2422.0, -30.025, |, 0.0
140.3, 25.9, | , 20.7, 0.0, 10.3, | ,  4000,  3875,  1000,   888, | , -3.4, -2421.2, -30.459, |, 0.0
141.3, 26.3, | , 20.7, 0.0, 8.8, | ,  4000,  3877,  1000,   929, | , -3.4, -2421.6, -30.734, |, 0.0
142.3, 26.6, | , 20.7, 0.0, 10.0, | ,  4000,  3887,  1000,   963, | , -3.4, -2421.6, -31.018, |, 0.0
143.3, 27.0, | , 20.7, 0.0, 9.8, | ,  4000,  3886,  1000,   967, | , -3.4, -2421.6, -31.044, |, 0.0
144.3, 27.5, | , 20.7, 0.0, 9.3, | ,  4000,  3883,  1000,   990, | , -3.4, -2422.0, -31.169, |, 0.0
145.3, 28.2, | , 20.7, 0.0, -2.8, | ,  4000,  3883,  1000,   990, | , -3.4, -2423.7, -31.198, |, 0.0
146.4, 28.3, | , 20.7, 0.0, 7.8, | ,  4000,  3884,  1000,  1005, | , -3.4, -2421.6, -31.265, |, 0.0
147.4, 28.7, | , 20.7, 0.0, 3.1, | ,  4000,  3884,  1000,  1008, | , -3.4, -2421.6, -31.294, |, 0.0
148.4, 29.1, | , 20.7, 0.0, 10.1, | ,  4000,  3886,  1000,  1012, | , -3.4, -2421.2, -31.321, |, 0.0
149.4, 29.7, | , 20.7, 0.0, 2.7, | ,  4000,  3884,  1000,   992, | , -3.4, -2422.0, -31.190, |, 0.0
150.4, 29.8, | , 20.7, 0.0, 9.6, | ,  4000,  3883,  1000,  1027, | , -3.4, -2421.6, -31.400, |, 0.0
151.4, 30.3, | , 20.7, 0.0, 1.3, | ,  4000,  3886,  1000,  1015, | , -3.4, -2421.6, -31.343, |, 0.0
152.4, 30.6, | , 20.7, 0.0, 9.8, | ,  4000,  3883,  1000,  1001, | , -3.4, -2421.2, -31.237, |, 0.0
153.4, 30.9, | , 20.7, 0.0, 9.6, | ,  4000,  3883,  1000,  1017, | , -3.4, -2421.6, -31.342, |, 0.0
154.4, 31.3, | , 20.7, 0.0, 9.9, | ,  4000,  3884,  1000,  1025, | , -3.4, -2421.2, -31.393, |, 0.0
155.4, 31.8, | , 20.7, 0.0, 10.4, | ,  4000,  3889,  1000,  1003, | , -3.4, -2421.2, -31.280, |, 0.0
156.5, 32.1, | , 20.7, 0.0, 8.0, | ,  4000,  3885,  1000,  1017, | , -3.4, -2422.0, -31.358, |, 0.0
157.5, 32.6, | , 20.7, 0.0, 7.7, | ,  4000,  3889,  1000,  1016, | , -3.4, -2422.5, -31.377, |, 0.0
158.5, 32.9, | , 20.7, 0.0, 2.9, | ,  4000,  3881,  1000,  1026, | , -3.4, -2422.5, -31.392, |, 0.0
159.5, 33.3, | , 20.7, 0.0, 10.0, | ,  4000,  3883,  1000,  1027, | , -3.4, -2421.2, -31.400, |, 0.0
160.5, 33.5, | , 20.7, 0.0, 10.1, | ,  4000,  3887,  1000,   999, | , -3.4, -2421.2, -31.242, |, 0.0
161.5, 34.0, | , 20.7, 0.0, 8.7, | ,  4000,  3887,  1000,  1022, | , -3.4, -2422.0, -31.404, |, 0.0
162.5, 34.4, | , 20.7, 0.0, 9.5, | ,  4000,  3884,  1000,  1016, | , -3.4, -2421.6, -31.340, |, 0.0
163.5, 34.8, | , 20.7, 0.0, 9.7, | ,  4000,  3881,  1000,  1005, | , -3.4, -2421.6, -31.254, |, 0.0
164.5, 35.0, | , 20.7, 0.0, 10.2, | ,  4000,  3887,  1000,  1006, | , -3.4, -2421.2, -31.288, |, 0.0
165.5, 35.4, | , 20.7, 0.0, 10.3, | ,  4000,  3887,  1000,  1018, | , -3.4, -2421.2, -31.368, |, 0.0
166.5, 35.9, | , 20.8, 0.0, 9.7, | ,  4000,  3888,  1000,  1027, | , -3.4, -2421.6, -31.433, |, 0.0
167.6, 36.3, | , 20.7, 0.0, 9.1, | ,  4000,  3883,  1000,  1011, | , -3.4, -2421.2, -31.296, |, 0.0
168.6, 36.5, | , 20.8, 0.0, 9.1, | ,  4000,  3889,  1000,  1011, | , -3.4, -2421.6, -31.336, |, 0.0
169.6, 37.0, | , 20.8, 0.0, 10.4, | ,  4000,  3885,  1000,  1018, | , -3.4, -2421.2, -31.351, |, 0.0
170.6, 37.4, | , 20.8, 0.0, 10.2, | ,  4000,  3883,  1000,  1001, | , -3.4, -2421.2, -31.232, |, 0.0
171.6, 37.7, | , 20.8, 0.0, 9.9, | ,  4000,  3887,  1000,  1029, | , -3.4, -2421.2, -31.438, |, 0.0
172.6, 38.1, | , 20.8, 0.0, 9.4, | ,  4000,  3886,  1000,  1008, | , -3.4, -2421.6, -31.297, |, 0.0
173.6, 38.4, | , 20.8, 0.0, 10.3, | ,  4000,  3888,  1000,   998, | , -3.4, -2421.2, -31.247, |, 0.0
174.6, 38.8, | , 20.8, 0.0, 7.5, | ,  4000,  3885,  1000,  1005, | , -3.4, -2421.6, -31.278, |, 0.0
175.6, 39.0, | , 20.8, 0.0, 10.2, | ,  4000,  3882,  1000,  1023, | , -3.4, -2421.2, -31.362, |, 0.0
176.7, 39.4, | , 20.8, 0.0, 10.2, | ,  4000,  3885,  1000,  1029, | , -3.4, -2421.6, -31.428, |, 0.0
177.7, 39.9, | , 20.8, 0.0, 2.3, | ,  4000,  3884,  1000,  1008, | , -3.4, -2421.2, -31.287, |, 0.0
178.7, 39.7, | , 20.8, 0.0, 8.3, | ,  4000,  3881,  1000,  1012, | , -3.4, -2422.0, -31.298, |, 0.0
179.7, 39.6, | , 20.8, 0.0, 10.1, | ,  4000,  3883,  1000,   996, | , -3.4, -2421.6, -31.208, |, 0.0
180.7, 39.8, | , 20.8, 0.0, 10.0, | ,  4000,  3882,  1000,   997, | , -3.4, -2421.2, -31.195, |, 0.0
181.7, 39.8, | , 20.8, 0.0, 10.7, | ,  4000,  3884,  1000,   975, | , -3.4, -2421.2, -31.075, |, 0.0
182.7, 39.7, | , 20.8, 0.0, 9.1, | ,  4000,  3873,  1000,   982, | , -3.4, -2422.0, -31.063, |, 0.0
183.7, 39.6, | , 20.8, 0.0, 9.3, | ,  4000,  3876,  1000,   989, | , -3.4, -2422.0, -31.119, |, 0.0
184.7, 39.8, | , 20.8, 0.0, 10.4, | ,  4000,  3877,  1000,   960, | , -3.4, -2421.6, -30.935, |, 0.0
185.7, 40.0, | , 20.8, 0.0, 9.3, | ,  4000,  3871,  1000,   974, | , -3.4, -2421.6, -30.987, |, 0.0
186.7, 39.6, | , 20.8, 0.0, 9.8, | ,  4000,  3877,  1000,   983, | , -3.4, -2421.2, -31.081, |, 0.0
187.8, 39.8, | , 20.8, 0.0, 9.4, | ,  4000,  3875,  1000,   986, | , -3.4, -2421.2, -31.085, |, 0.0
188.8, 39.8, | , 20.8, 0.0, 10.3, | ,  4000,  3873,  1000,   972, | , -3.4, -2421.2, -30.984, |, 0.0
189.8, 40.0, | , 20.8, 0.0, 8.1, | ,  4000,  3871,  1000,   975, | , -3.4, -2421.2, -30.992, |, 0.0
