# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: B2CA 2017-07-12 powder, 1wt% Ru by dry oven, small cup.
# Catalyst mass: 0.863000 
filename: B2CA_7-12_dryoven_2017-07-19-01.txt 
current working directory: /home/research/python/diff-react-2017-07-19 
Catalyst_Description: B2CA 2017-07-12 powder, 1wt% Ru by dry oven, small cup.
Notes: drying oven may have put more Ru on compared to yesterday IW sample

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
66.6, 13.3, | , 23.5, 0.0, 15.0, | ,  5000,  4851,  1000,  1008, | , -3.4, -2420.3, -40.406, |, 0.0
67.6, 13.9, | , 23.5, 0.0, 15.4, | ,  5000,  4857,  1000,  1011, | , -3.4, -2419.9, -40.458, |, 0.0
68.6, 14.3, | , 23.5, 0.0, 11.9, | ,  5000,  4852,  1000,   991, | , -3.4, -2420.7, -40.300, |, 0.0
69.6, 14.8, | , 23.6, 0.0, 15.5, | ,  5000,  4854,  1000,  1029, | , -3.4, -2420.7, -40.576, |, 0.0
70.7, 15.3, | , 23.5, 0.0, 12.9, | ,  5000,  4848,  1000,  1004, | , -3.4, -2420.7, -40.363, |, 0.0
71.7, 15.8, | , 23.6, 0.0, 15.1, | ,  5000,  4852,  1000,  1015, | , -3.4, -2420.3, -40.456, |, 0.0
72.7, 16.2, | , 23.6, 0.0, 12.5, | ,  5000,  4851,  1000,  1020, | , -3.4, -2420.3, -40.485, |, 0.0
73.7, 16.6, | , 23.6, 0.0, 12.6, | ,  5000,  4850,  1000,  1004, | , -3.4, -2420.3, -40.369, |, 0.0
74.7, 17.2, | , 23.6, 0.0, 11.1, | ,  5000,  4851,  1000,  1010, | , -3.4, -2419.9, -40.409, |, 0.0
75.7, 17.6, | , 23.6, 0.0, 14.6, | ,  5000,  4852,  1000,  1016, | , -3.4, -2422.0, -40.490, |, 0.0
76.7, 18.1, | , 23.6, 0.0, 12.3, | ,  5000,  4850,  1000,  1009, | , -3.4, -2420.7, -40.410, |, 0.0
77.7, 18.6, | , 23.6, 0.0, 10.3, | ,  5000,  4855,  1000,  1014, | , -3.4, -2419.9, -40.463, |, 0.0
78.7, 19.0, | , 23.6, 0.0, 15.4, | ,  5000,  4855,  1000,  1012, | , -3.4, -2419.9, -40.454, |, 0.0
79.7, 19.4, | , 23.6, 0.0, 14.9, | ,  5000,  4850,  1000,  1009, | , -3.4, -2420.3, -40.402, |, 0.0
80.7, 19.9, | , 23.6, 0.0, 14.5, | ,  5000,  4852,  1000,  1012, | , -3.4, -2420.3, -40.436, |, 0.0
81.8, 20.3, | , 23.6, 0.0, 15.7, | ,  5000,  4855,  1000,  1030, | , -3.4, -2420.3, -40.579, |, 0.0
82.8, 20.5, | , 23.6, 0.0, 14.9, | ,  5000,  4854,  1000,  1016, | , -3.4, -2419.9, -40.477, |, 0.0
83.8, 20.5, | , 23.6, 0.0, 14.8, | ,  5000,  4846,  1000,   999, | , -3.4, -2420.3, -40.308, |, 0.0
84.8, 20.5, | , 23.6, 0.0, 15.5, | ,  5000,  4852,  1000,   996, | , -3.4, -2420.3, -40.329, |, 0.0
85.8, 20.6, | , 23.6, 0.0, 15.5, | ,  5000,  4846,  1000,   990, | , -3.4, -2420.3, -40.246, |, 0.0
86.8, 20.6, | , 23.6, 0.0, 16.0, | ,  5000,  4846,  1000,   986, | , -3.4, -2419.9, -40.210, |, 0.0
87.8, 20.5, | , 23.6, 0.0, 15.4, | ,  5000,  4846,  1000,   966, | , -3.4, -2420.3, -40.081, |, 0.0
88.8, 20.5, | , 23.6, 0.0, 14.9, | ,  5000,  4846,  1000,   980, | , -3.4, -2420.3, -40.177, |, 0.0
89.8, 20.6, | , 23.6, 0.0, 15.0, | ,  5000,  4844,  1000,   976, | , -3.4, -2420.3, -40.137, |, 0.0
90.8, 20.6, | , 23.6, 0.0, 16.4, | ,  5000,  4841,  1000,   977, | , -3.4, -2419.9, -40.111, |, 0.0
91.8, 20.5, | , 23.6, 0.0, 15.1, | ,  5000,  4841,  1000,   980, | , -3.4, -2420.3, -40.142, |, 0.0
92.8, 20.5, | , 23.6, 0.0, 16.1, | ,  5000,  4844,  1000,   971, | , -3.4, -2420.3, -40.102, |, 0.0
93.8, 20.6, | , 23.6, 0.0, 15.6, | ,  5000,  4845,  1000,   978, | , -3.4, -2420.3, -40.162, |, 0.0
94.8, 20.5, | , 23.6, 0.0, 15.0, | ,  5000,  4847,  1000,   991, | , -3.4, -2420.3, -40.260, |, 0.0
95.9, 20.5, | , 23.6, 0.0, 15.6, | ,  5000,  4844,  1000,   967, | , -3.4, -2420.3, -40.072, |, 0.0
96.9, 20.5, | , 23.6, 0.0, 15.2, | ,  5000,  4841,  1000,   974, | , -3.4, -2420.3, -40.099, |, 0.0
97.9, 20.6, | , 23.6, 0.0, 15.2, | ,  5000,  4842,  1000,   976, | , -3.4, -2419.9, -40.117, |, 0.0
98.9, 20.5, | , 23.6, 0.0, 15.9, | ,  5000,  4838,  1000,   974, | , -3.4, -2420.3, -40.075, |, 0.0
99.9, 20.5, | , 23.6, 0.0, 16.1, | ,  5000,  4839,  1000,   969, | , -3.4, -2420.3, -40.048, |, 0.0
100.9, 20.5, | , 23.6, 0.0, 15.4, | ,  5000,  4840,  1000,   974, | , -3.4, -2419.9, -40.087, |, 0.0
101.9, 20.6, | , 23.6, 0.0, 11.3, | ,  5000,  4844,  1000,   975, | , -3.4, -2420.7, -40.134, |, 0.0
102.9, 20.5, | , 23.6, 0.0, 15.9, | ,  5000,  4841,  1000,   976, | , -3.4, -2420.7, -40.124, |, 0.0
103.9, 20.6, | , 23.6, 0.0, 15.2, | ,  5000,  4839,  1000,   976, | , -3.4, -2421.6, -40.125, |, 0.0
104.9, 20.5, | , 23.6, 0.0, 15.4, | ,  5000,  4842,  1000,   988, | , -3.4, -2420.7, -40.208, |, 0.0
105.9, 20.6, | , 23.6, 0.0, 16.6, | ,  5000,  4846,  1000,   965, | , -3.4, -2420.3, -40.071, |, 0.0
106.9, 20.4, | , 23.6, 0.0, 16.0, | ,  5000,  4845,  1000,   981, | , -3.4, -2420.3, -40.172, |, 0.0
107.9, 20.5, | , 23.6, 0.0, 15.1, | ,  5000,  4837,  1000,   980, | , -3.4, -2420.3, -40.116, |, 0.0
109.0, 20.5, | , 23.7, 0.0, 14.9, | ,  5000,  4842,  1000,   977, | , -3.4, -2420.3, -40.127, |, 0.0
110.0, 20.7, | , 23.6, 0.0, 10.1, | ,  5000,  4844,  1000,   978, | , -3.4, -2421.6, -40.167, |, 0.0
111.0, 20.5, | , 23.7, 0.0, 15.4, | ,  5000,  4840,  1000,   971, | , -3.4, -2422.0, -40.104, |, 0.0
112.0, 20.6, | , 23.7, 0.0, 11.2, | ,  5000,  4836,  1000,   969, | , -3.4, -2420.7, -40.040, |, 0.0
113.0, 20.5, | , 23.7, 0.0, 15.9, | ,  5000,  4843,  1000,   984, | , -3.4, -2420.3, -40.185, |, 0.0
114.0, 20.6, | , 23.7, 0.0, 16.1, | ,  5000,  4845,  1000,   982, | , -3.4, -2420.7, -40.186, |, 0.0
115.0, 20.5, | , 23.7, 0.0, 14.9, | ,  5000,  4845,  1000,   990, | , -3.4, -2420.3, -40.231, |, 0.0
116.0, 20.5, | , 23.7, 0.0, 15.3, | ,  5000,  4843,  1000,   985, | , -3.4, -2420.3, -40.188, |, 0.0
117.0, 20.5, | , 23.7, 0.0, 16.2, | ,  5000,  4842,  1000,   979, | , -3.4, -2420.3, -40.145, |, 0.0
118.0, 20.5, | , 23.7, 0.0, 16.3, | ,  5000,  4843,  1000,   965, | , -3.4, -2419.9, -40.047, |, 0.0
119.0, 20.5, | , 23.7, 0.0, 16.2, | ,  5000,  4842,  1000,   986, | , -3.4, -2420.3, -40.185, |, 0.0
120.1, 20.5, | , 23.7, 0.0, 16.1, | ,  5000,  4837,  1000,   973, | , -3.4, -2420.7, -40.074, |, 0.0
121.1, 20.5, | , 23.7, 0.0, 10.2, | ,  5000,  4833,  1000,   978, | , -3.4, -2420.3, -40.069, |, 0.0
122.1, 20.5, | , 23.7, 0.0, 16.1, | ,  5000,  4842,  1000,   981, | , -3.4, -2420.3, -40.152, |, 0.0
123.1, 20.5, | , 23.7, 0.0, 16.5, | ,  5000,  4846,  1000,   986, | , -3.4, -2419.9, -40.216, |, 0.0
124.1, 20.5, | , 23.7, 0.0, 16.3, | ,  5000,  4839,  1000,   980, | , -3.4, -2422.0, -40.160, |, 0.0
125.1, 20.5, | , 23.7, 0.0, 16.0, | ,  5000,  4838,  1000,   970, | , -3.4, -2420.3, -40.052, |, 0.0
126.1, 20.5, | , 23.7, 0.0, 16.3, | ,  5000,  4844,  1000,   976, | , -3.4, -2420.3, -40.135, |, 0.0
127.1, 20.5, | , 23.7, 0.0, 16.2, | ,  5000,  4847,  1000,   967, | , -3.4, -2420.3, -40.091, |, 0.0
128.1, 20.5, | , 23.7, 0.0, 17.0, | ,  5000,  4845,  1000,   988, | , -3.4, -2420.3, -40.223, |, 0.0
129.1, 20.4, | , 23.7, 0.0, 16.8, | ,  5000,  4842,  1000,   969, | , -3.4, -2420.3, -40.075, |, 0.0
130.2, 20.4, | , 23.7, 0.0, 17.0, | ,  5000,  4843,  1000,   967, | , -3.4, -2420.3, -40.066, |, 0.0
131.2, 20.5, | , 23.7, 0.0, 17.1, | ,  5000,  4842,  1000,   985, | , -3.4, -2420.3, -40.184, |, 0.0
132.2, 20.5, | , 23.7, 0.0, 16.5, | ,  5000,  4842,  1000,   982, | , -3.4, -2421.2, -40.179, |, 0.0
133.2, 20.5, | , 23.7, 0.0, 17.1, | ,  5000,  4841,  1000,   984, | , -3.4, -2420.3, -40.169, |, 0.0
134.2, 20.5, | , 23.7, 0.0, 17.3, | ,  5000,  4841,  1000,   979, | , -3.4, -2420.3, -40.139, |, 0.0
135.2, 20.5, | , 23.7, 0.0, 17.4, | ,  5000,  4838,  1000,   982, | , -3.4, -2420.3, -40.137, |, 0.0
136.2, 20.5, | , 23.7, 0.0, 16.9, | ,  5000,  4839,  1000,   972, | , -3.4, -2420.7, -40.077, |, 0.0
137.2, 20.4, | , 23.7, 0.0, 17.5, | ,  5000,  4837,  1000,   978, | , -3.4, -2420.3, -40.100, |, 0.0
138.2, 20.5, | , 23.7, 0.0, 16.9, | ,  5000,  4841,  1000,   976, | , -3.4, -2420.3, -40.117, |, 0.0
139.3, 20.6, | , 23.7, 0.0, 17.8, | ,  5000,  4842,  1000,   983, | , -3.4, -2419.9, -40.165, |, 0.0
140.3, 21.0, | , 23.7, 0.0, 17.5, | ,  5000,  4846,  1000,   984, | , -3.4, -2419.9, -40.197, |, 0.0
141.3, 21.6, | , 23.7, 0.0, 17.1, | ,  5000,  4845,  1000,  1004, | , -3.4, -2420.3, -40.334, |, 0.0
142.3, 22.1, | , 23.7, 0.0, 17.7, | ,  5000,  4851,  1000,  1008, | , -3.4, -2420.3, -40.408, |, 0.0
143.3, 22.6, | , 23.7, 0.0, 17.3, | ,  5000,  4853,  1000,   997, | , -3.4, -2420.3, -40.347, |, 0.0
144.3, 23.1, | , 23.7, 0.0, 17.9, | ,  5000,  4856,  1000,  1017, | , -3.4, -2420.3, -40.503, |, 0.0
145.3, 23.6, | , 23.7, 0.0, 17.9, | ,  5000,  4828,  1000,  1012, | , -3.4, -2419.9, -40.263, |, 0.0
146.3, 24.1, | , 23.7, 0.0, 16.6, | ,  5000,  4766,  1000,  1022, | , -3.4, -2420.7, -39.922, |, 0.0
147.3, 24.5, | , 23.7, 0.0, 17.6, | ,  5000,  4795,  1000,  1031, | , -3.4, -2419.9, -40.171, |, 0.0
148.3, 24.9, | , 23.7, 0.0, 17.5, | ,  5000,  4820,  1000,   679, | , -3.4, -2420.3, -37.920, |, 0.0
149.4, 25.3, | , 23.7, 0.0, 18.0, | ,  5000,  4835,  1000,   795, | , -3.4, -2420.3, -38.829, |, 0.0
150.4, 25.9, | , 23.7, 0.0, 17.7, | ,  5000,  4844,  1000,   881, | , -3.4, -2419.9, -39.471, |, 0.0
151.4, 26.3, | , 23.7, 0.0, 15.9, | ,  5000,  4843,  1000,   933, | , -3.4, -2396.3, -39.431, |, 0.0
152.4, 26.8, | , 23.7, 0.0, 16.7, | ,  5000,  4853,  1000,   958, | , -3.4, -2395.9, -39.665, |, 0.0
153.4, 27.4, | , 23.7, 0.0, 17.6, | ,  5000,  4847,  1000,   988, | , -3.4,  -5.2, -0.086, |, 0.0
154.4, 27.8, | , 23.7, 0.0, 17.2, | ,  5000,  4858,  1000,  1006, | , -3.4,  -7.7, -0.129, |, 0.0
155.4, 28.2, | , 23.7, 0.0, 18.1, | ,  5000,  4856,  1000,  1005, | , -3.4,  -6.0, -0.100, |, 0.0
156.4, 28.8, | , 23.7, 0.0, 17.4, | ,  5000,  4851,  1000,   998, | , -3.4,  -8.2, -0.136, |, 0.0
157.4, 29.2, | , 23.8, 0.0, 18.1, | ,  5000,  4853,  1000,  1031, | , -3.4, -15.0, -0.251, |, 0.0
158.4, 29.6, | , 23.7, 0.0, 18.3, | ,  5000,  4850,  1000,  1041, | , -3.4, -15.4, -0.259, |, 0.0
159.4, 30.1, | , 23.8, 0.0, 18.1, | ,  5000,  4854,  1000,  1008, | , -3.4, -14.2, -0.236, |, 0.0
160.5, 30.6, | , 23.8, 0.0, 18.1, | ,  5000,  4856,  1000,  1008, | , -3.4, -11.2, -0.186, |, 0.0
161.5, 31.1, | , 23.8, 0.0, 17.7, | ,  5000,  4853,  1000,  1027, | , -3.4,  -2.2, -0.036, |, 0.0
162.5, 31.5, | , 23.7, 0.0, 18.1, | ,  5000,  4853,  1000,  1015, | , -3.4, -10.3, -0.172, |, 0.0
163.5, 32.0, | , 23.8, 0.0, 17.7, | ,  5000,  4851,  1000,  1025, | , -3.4, -15.9, -0.265, |, 0.0
164.5, 32.5, | , 23.8, 0.0, 18.3, | ,  5000,  4854,  1000,  1017, | , -3.4,  -5.6, -0.093, |, 0.0
165.5, 32.9, | , 23.8, 0.0, 18.4, | ,  5000,  4852,  1000,  1035, | , -3.4, -18.0, -0.301, |, 0.0
166.5, 33.4, | , 23.8, 0.0, 17.7, | ,  5000,  4855,  1000,  1010, | , -3.4,   9.4, 0.157, |, 0.0
167.5, 33.9, | , 23.8, 0.0, 18.5, | ,  5000,  4856,  1000,  1012, | , -3.4, -12.9, -0.215, |, 0.0
168.5, 34.3, | , 23.8, 0.0, 17.8, | ,  5000,  4851,  1000,  1015, | , -3.4, -15.9, -0.265, |, 0.0
169.5, 34.7, | , 23.8, 0.0, 18.1, | ,  5000,  4855,  1000,  1014, | , -3.4,  -4.3, -0.072, |, 0.0
170.6, 35.2, | , 23.8, 0.0, 18.5, | ,  5000,  4850,  1000,  1021, | , -3.4,   6.8, 0.114, |, 0.0
171.6, 35.7, | , 23.8, 0.0, 17.9, | ,  5000,  4851,  1000,  1026, | , -3.4, -15.4, -0.258, |, 0.0
172.6, 36.1, | , 23.8, 0.0, 17.9, | ,  5000,  4848,  1000,  1006, | , -3.4, -15.0, -0.250, |, 0.0
173.6, 36.4, | , 23.8, 0.0, 18.3, | ,  5000,  4857,  1000,  1020, | , -3.4,   9.0, 0.150, |, 0.0
174.6, 36.9, | , 23.8, 0.0, 18.1, | ,  5000,  4857,  1000,  1014, | , -3.4, -11.6, -0.193, |, 0.0
175.6, 37.5, | , 23.8, 0.0, 18.7, | ,  5000,  4856,  1000,  1011, | , -3.4, -15.9, -0.265, |, 0.0
176.6, 37.7, | , 23.8, 0.0, 18.3, | ,  5000,  4851,  1000,  1035, | , -3.4,   5.1, 0.086, |, 0.0
177.6, 38.1, | , 23.8, 0.0, 18.9, | ,  5000,  4855,  1000,  1013, | , -3.4,   9.0, 0.150, |, 0.0
178.6, 38.7, | , 23.8, 0.0, 18.6, | ,  5000,  4857,  1000,  1014, | , -3.4, -16.3, -0.272, |, 0.0
179.6, 39.0, | , 23.8, 0.0, 18.8, | ,  5000,  4853,  1000,  1011, | , -3.4, -12.9, -0.215, |, 0.0
180.7, 39.3, | , 23.8, 0.0, 18.5, | ,  5000,  4856,  1000,  1008, | , -3.4, -15.0, -0.250, |, 0.0
181.7, 39.7, | , 23.8, 0.0, 19.0, | ,  5000,  4846,  1000,  1029, | , -3.4, -10.7, -0.179, |, 0.0
182.7, 39.8, | , 23.8, 0.0, 18.6, | ,  5000,  4847,  1000,   995, | , -3.4, -11.2, -0.185, |, 0.0
183.7, 39.8, | , 23.8, 0.0, 19.1, | ,  5000,  4849,  1000,   992, | , -3.4, -15.9, -0.264, |, 0.0
184.7, 39.7, | , 23.8, 0.0, 18.6, | ,  5000,  4845,  1000,   978, | , -3.4,  20.1, 0.333, |, 0.0
185.7, 39.9, | , 23.8, 0.0, 19.0, | ,  5000,  4848,  1000,   986, | , -3.4,  -3.0, -0.050, |, 0.0
186.7, 39.8, | , 23.8, 0.0, 18.5, | ,  5000,  4843,  1000,   982, | , -3.4, -17.6, -0.291, |, 0.0
187.7, 39.8, | , 23.8, 0.0, 17.6, | ,  5000,  4838,  1000,   984, | , -3.4,  -1.3, -0.022, |, 0.0
188.7, 39.7, | , 23.8, 0.0, 18.9, | ,  5000,  4840,  1000,   971, | , -3.4,  12.4, 0.205, |, 0.0
189.7, 39.9, | , 23.8, 0.0, 19.1, | ,  5000,  4843,  1000,   977, | , -3.4, -15.0, -0.248, |, 0.0
190.8, 39.8, | , 23.8, 0.0, 19.6, | ,  5000,  4840,  1000,   971, | , -3.4,  -4.3, -0.071, |, 0.0
