# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: B2CA 2017-06-07-01, 1wt% Ru by drying oven, small cup.
# Catalyst mass: 0.808000 
filename: B2CA_RubyDry_2017-07-05-01.txt 
current working directory: /home/research/python/diff-react-2017-07-05 
Catalyst_Description: B2CA 2017-06-07-01, 1wt% Ru by drying oven, small cup.
Notes: B2CA made in large batch, 1 wt% Ru added by adding all 155grams to 1+ liters of acetone RuCl solution, then drying in dry oven. Powder sat in solution for over a day prior to drying

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
17.2, 2.5, | , 24.5, 5.9, 11.4, | ,  5000,  4814,  1000,  1015, | , -3.4, -2422.9, -42.978, |, 7.6
18.2, 3.0, | , 24.5, 6.5, 11.2, | ,  5000,  4825,  1000,  1032, | , -3.4, -2422.5, -43.176, |, 8.3
19.2, 3.5, | , 24.5, 6.5, 12.2, | ,  5000,  4838,  1000,  1033, | , -3.4, -2422.5, -43.277, |, 8.6
20.2, 4.0, | , 24.5, 4.7, 10.2, | ,  5000,  4845,  1000,  1020, | , -3.4, -2422.9, -43.239, |, 6.8
21.2, 4.5, | , 24.5, 5.9, 11.6, | ,  5000,  4850,  1000,  1016, | , -3.4, -2422.0, -43.240, |, 8.1
22.2, 5.0, | , 24.5, 6.7, 11.9, | ,  5000,  4851,  1000,  1030, | , -3.4, -2422.0, -43.346, |, 8.5
23.2, 5.5, | , 24.5, 6.4, 11.3, | ,  5000,  4850,  1000,  1012, | , -3.4, -2422.5, -43.213, |, 8.2
24.2, 5.9, | , 24.5, 5.6, 11.3, | ,  5000,  4858,  1000,  1015, | , -3.4, -2422.5, -43.294, |, 7.7
25.2, 6.5, | , 24.5, 5.3, 10.9, | ,  5000,  4851,  1000,  1005, | , -3.4, -2422.5, -43.169, |, 7.2
26.2, 7.0, | , 24.5, 6.4, 11.6, | ,  5000,  4850,  1000,  1026, | , -3.4, -2422.5, -43.313, |, 8.4
27.3, 7.4, | , 24.5, 6.2, 11.0, | ,  5000,  4857,  1000,  1012, | , -3.4, -2422.5, -43.272, |, 7.7
28.3, 7.9, | , 24.6, 6.1, 11.2, | ,  5000,  4854,  1000,  1025, | , -3.4, -2422.0, -43.334, |, 7.7
29.3, 8.4, | , 24.6, 6.7, 12.0, | ,  5000,  4857,  1000,  1011, | , -3.4, -2422.5, -43.258, |, 8.4
30.3, 8.9, | , 24.6, 4.8, 10.3, | ,  5000,  4848,  1000,  1020, | , -3.4, -2422.9, -43.266, |, 6.9
31.3, 9.3, | , 24.6, 6.1, 11.2, | ,  5000,  4854,  1000,  1018, | , -3.4, -2422.5, -43.285, |, 8.0
32.3, 9.8, | , 24.6, 6.3, 11.6, | ,  5000,  4851,  1000,  1007, | , -3.4, -2422.5, -43.185, |, 8.0
33.3, 10.3, | , 24.6, 6.2, 11.6, | ,  5000,  4853,  1000,  1005, | , -3.4, -2422.5, -43.184, |, 8.2
34.3, 10.8, | , 24.6, 6.0, 11.8, | ,  5000,  4854,  1000,  1025, | , -3.4, -2422.5, -43.342, |, 8.0
35.3, 11.2, | , 24.6, 4.8, 10.8, | ,  5000,  4854,  1000,  1018, | , -3.4, -2422.9, -43.295, |, 7.5
36.3, 11.7, | , 24.6, 6.4, 11.4, | ,  5000,  4855,  1000,  1032, | , -3.4, -2422.5, -43.397, |, 8.1
37.3, 12.2, | , 24.6, 6.4, 12.2, | ,  5000,  4850,  1000,  1039, | , -3.4, -2422.0, -43.409, |, 8.2
38.4, 12.5, | , 24.6, 5.9, 11.7, | ,  5000,  4852,  1000,  1022, | , -3.4, -2422.5, -43.305, |, 7.8
39.4, 13.0, | , 24.6, 6.6, 11.3, | ,  5000,  4788,  1000,  1020, | , -3.4, -2422.5, -42.810, |, 8.4
40.4, 13.4, | , 24.6, 5.4, 11.2, | ,  5000,  4791,  1000,  1038, | , -3.4, -2422.5, -42.973, |, 6.8
41.4, 13.8, | , 24.6, 6.0, 11.4, | ,  5000,  4816,  1000,   664, | , -3.4, -2422.5, -40.403, |, 7.9
42.4, 14.1, | , 24.6, 6.2, 12.6, | ,  5000,  4827,  1000,   745, | , -3.4, -2422.5, -41.078, |, 8.1
43.4, 14.6, | , 24.6, 6.2, 11.7, | ,  5000,  4837,  1000,   903, | , -3.4, -2422.5, -42.316, |, 8.1
44.4, 15.0, | , 24.6, 6.8, 12.1, | ,  5000,  4840,  1000,   914, | , -3.4, -2422.5, -42.414, |, 8.4
45.4, 15.4, | , 24.6, 4.9, 11.2, | ,  5000,  4848,  1000,   961, | , -3.4, -2422.9, -42.832, |, 6.9
46.4, 15.8, | , 24.6, 4.7, 11.1, | ,  5000,  4849,  1000,   979, | , -3.4, -2422.9, -42.973, |, 6.7
47.5, 16.3, | , 24.6, 0.5, 3.5, | ,  5000,  4849,  1000,   979, | , -3.4, -2422.0, -42.957, |, -0.2
48.5, 16.6, | , 24.6, 5.9, 12.0, | ,  5000,  4852,  1000,  1000, | , -3.4, -2422.5, -43.140, |, 8.2
49.5, 16.9, | , 24.6, 6.3, 11.7, | ,  5000,  4851,  1000,  1023, | , -3.4, -2422.5, -43.299, |, 8.0
50.5, 17.4, | , 24.6, 5.2, 11.1, | ,  5000,  4854,  1000,  1024, | , -3.4, -2422.9, -43.339, |, 7.0
51.5, 17.7, | , 24.6, 6.2, 12.2, | ,  5000,  4851,  1000,  1021, | , -3.4, -2422.0, -43.280, |, 8.0
52.5, 18.0, | , 24.6, 6.2, 12.3, | ,  5000,  4855,  1000,  1005, | , -3.4, -2422.5, -43.193, |, 8.1
53.5, 18.4, | , 24.6, 4.6, 10.9, | ,  5000,  4852,  1000,  1001, | , -3.4, -2422.5, -43.148, |, 5.3
54.5, 18.7, | , 24.6, 6.5, 12.8, | ,  5000,  4849,  1000,  1005, | , -3.4, -2422.5, -43.155, |, 8.5
55.5, 19.0, | , 24.6, 4.1, 11.1, | ,  5000,  4849,  1000,  1023, | , -3.4, -2422.9, -43.290, |, 6.8
56.5, 19.4, | , 24.6, 6.3, 12.3, | ,  5000,  4850,  1000,  1021, | , -3.4, -2422.5, -43.283, |, 8.1
57.5, 19.7, | , 24.6, 6.2, 12.2, | ,  5000,  4854,  1000,   994, | , -3.4, -2422.5, -43.110, |, 8.2
58.6, 19.9, | , 24.6, 6.7, 13.0, | ,  5000,  4850,  1000,   993, | , -3.4, -2422.0, -43.063, |, 8.6
59.6, 20.0, | , 24.6, 5.5, 11.6, | ,  5000,  4845,  1000,  1023, | , -3.4, -2422.9, -43.267, |, 7.5
60.6, 20.0, | , 24.6, 4.9, 11.2, | ,  5000,  4843,  1000,  1007, | , -3.4, -2422.5, -43.122, |, 6.8
61.6, 20.0, | , 24.6, 6.8, 12.9, | ,  5000,  4850,  1000,   984, | , -3.4, -2422.0, -43.002, |, 8.3
62.6, 20.0, | , 24.6, 6.5, 12.8, | ,  5000,  4845,  1000,   983, | , -3.4, -2422.5, -42.966, |, 8.4
63.6, 20.0, | , 24.7, 6.1, 12.3, | ,  5000,  4846,  1000,   993, | , -3.4, -2422.5, -43.045, |, 8.0
64.6, 20.0, | , 24.7, 6.5, 12.9, | ,  5000,  4846,  1000,   990, | , -3.4, -2422.5, -43.017, |, 8.4
65.6, 20.6, | , 24.7, 5.2, 11.8, | ,  5000,  4845,  1000,   987, | , -3.4, -2422.9, -42.998, |, 7.3
66.6, 21.1, | , 24.7, 6.7, 12.9, | ,  5000,  4848,  1000,   985, | , -3.4, -2421.6, -42.986, |, 8.6
67.6, 21.5, | , 24.7, 5.4, 13.0, | ,  5000,  4846,  1000,   996, | , -3.4, -2422.0, -43.061, |, 8.0
68.7, 22.1, | , 24.7, 6.6, 12.6, | ,  5000,  4854,  1000,  1024, | , -3.4, -2422.9, -43.344, |, 8.2
69.7, 22.6, | , 24.7, 6.8, 13.0, | ,  5000,  4849,  1000,  1035, | , -3.4, -2422.0, -43.367, |, 8.4
70.7, 23.0, | , 24.7, 5.1, 12.3, | ,  5000,  4848,  1000,  1022, | , -3.4, -2422.5, -43.272, |, 7.3
71.7, 23.4, | , 24.7, 6.1, 12.6, | ,  5000,  4855,  1000,  1032, | , -3.4, -2422.9, -43.407, |, 7.8
72.7, 23.9, | , 24.7, 6.8, 13.6, | ,  5000,  4854,  1000,   705, | , -3.4, -2422.0, -40.978, |, 8.6
73.7, 24.3, | , 24.7, 6.8, 13.3, | ,  5000,  4797,  1000,   419, | , -3.4, -2422.0, -38.448, |, 8.6
74.7, 24.6, | , 24.7, 6.4, 12.8, | ,  5000,  4721,  1000,   675, | , -3.4, -2422.5, -39.782, |, 8.2
75.7, 25.1, | , 24.7, 4.4, 11.7, | ,  5000,  4777,  1000,   787, | , -3.4, -2422.9, -41.025, |, 7.0
76.7, 25.6, | , 24.7, 6.9, 12.9, | ,  5000,  4802,  1000,   883, | , -3.4, -2422.0, -41.903, |, 8.7
77.7, 26.0, | , 24.7, 6.1, 13.1, | ,  5000,  4824,  1000,   926, | , -3.4, -2422.9, -42.395, |, 8.1
78.8, 26.4, | , 24.7, 6.4, 12.8, | ,  5000,  4836,  1000,   956, | , -3.4, -2422.5, -42.695, |, 8.2
79.8, 26.9, | , 24.7, 6.9, 13.3, | ,  5000,  4841,  1000,   990, | , -3.4, -2422.0, -42.975, |, 8.8
80.8, 27.4, | , 24.7, 4.8, 11.3, | ,  5000,  4850,  1000,  1001, | , -3.4, -2422.5, -43.135, |, 6.0
81.8, 27.8, | , 24.7, 6.4, 13.2, | ,  5000,  4848,  1000,  1001, | , -3.4, -2422.5, -43.121, |, 8.3
82.8, 28.3, | , 24.7, 6.9, 13.4, | ,  5000,  4851,  1000,   990, | , -3.4, -2422.5, -43.057, |, 8.7
83.8, 28.8, | , 24.7, 6.7, 13.6, | ,  5000,  4854,  1000,  1006, | , -3.4, -2422.0, -43.190, |, 8.6
84.8, 29.1, | , 24.7, 6.4, 12.6, | ,  5000,  4855,  1000,  1014, | , -3.4, -2422.5, -43.263, |, 8.3
85.8, 29.6, | , 24.7, 4.2, 12.2, | ,  5000,  4851,  1000,  1009, | , -3.4, -2422.5, -43.200, |, 7.0
86.8, 30.1, | , 24.7, 6.9, 13.0, | ,  5000,  4852,  1000,  1008, | , -3.4, -2422.0, -43.196, |, 8.6
87.8, 30.5, | , 24.7, 6.8, 14.2, | ,  5000,  4855,  1000,  1015, | , -3.4, -2422.5, -43.269, |, 8.8
88.9, 30.9, | , 24.7, 6.3, 13.4, | ,  5000,  4853,  1000,  1001, | , -3.4, -2422.5, -43.156, |, 8.2
89.9, 31.4, | , 24.7, 6.6, 13.5, | ,  5000,  4853,  1000,  1012, | , -3.4, -2422.5, -43.237, |, 8.4
90.9, 31.9, | , 24.7, 5.3, 12.5, | ,  5000,  4852,  1000,  1008, | , -3.4, -2422.9, -43.203, |, 7.3
91.9, 32.2, | , 24.7, 6.4, 13.3, | ,  5000,  4852,  1000,  1021, | , -3.4, -2422.5, -43.294, |, 8.2
92.9, 32.5, | , 24.7, 6.4, 13.2, | ,  5000,  4854,  1000,  1012, | , -3.4, -2422.5, -43.244, |, 8.1
93.9, 33.1, | , 24.7, 6.4, 13.3, | ,  5000,  4851,  1000,   996, | , -3.4, -2422.0, -43.091, |, 8.1
94.9, 33.5, | , 24.7, 6.6, 13.7, | ,  5000,  4850,  1000,   991, | , -3.4, -2422.0, -43.049, |, 8.4
95.9, 33.8, | , 24.7, 5.2, 11.7, | ,  5000,  4851,  1000,  1018, | , -3.4, -2422.9, -43.272, |, 7.2
96.9, 34.1, | , 24.8, 6.8, 14.2, | ,  5000,  4852,  1000,  1001, | , -3.4, -2422.5, -43.154, |, 8.7
97.9, 34.6, | , 24.7, 6.7, 13.4, | ,  5000,  4850,  1000,  1005, | , -3.4, -2421.6, -43.141, |, 8.3
99.0, 34.9, | , 24.8, 6.4, 13.4, | ,  5000,  4851,  1000,  1012, | , -3.4, -2422.5, -43.228, |, 8.1
100.0, 35.2, | , 24.8, 6.5, 13.7, | ,  5000,  4850,  1000,  1016, | , -3.4, -2422.5, -43.240, |, 8.1
101.0, 35.7, | , 24.8, 4.9, 12.8, | ,  5000,  4851,  1000,  1023, | , -3.4, -2422.5, -43.310, |, 7.3
102.0, 36.0, | , 24.8, 6.8, 14.0, | ,  5000,  4849,  1000,  1020, | , -3.4, -2422.0, -43.262, |, 8.7
103.0, 36.2, | , 24.8, 6.4, 13.6, | ,  5000,  4851,  1000,   999, | , -3.4, -2422.5, -43.129, |, 8.4
104.0, 36.5, | , 24.8, 6.3, 13.4, | ,  5000,  4854,  1000,  1002, | , -3.4, -2422.5, -43.169, |, 8.1
105.0, 36.9, | , 24.8, 6.8, 14.1, | ,  5000,  4855,  1000,  1001, | , -3.4, -2422.0, -43.161, |, 8.1
106.0, 37.2, | , 24.8, 5.1, 12.5, | ,  5000,  4849,  1000,  1026, | , -3.4, -2422.5, -43.311, |, 6.5
107.0, 37.4, | , 24.8, 6.4, 13.8, | ,  5000,  4849,  1000,  1020, | , -3.4, -2422.5, -43.262, |, 8.2
108.1, 37.8, | , 24.8, 6.4, 14.6, | ,  5000,  4846,  1000,  1021, | , -3.4, -2422.5, -43.252, |, 8.3
109.1, 38.1, | , 24.8, 6.9, 14.2, | ,  5000,  4847,  1000,  1012, | , -3.4, -2422.0, -43.185, |, 8.6
110.1, 38.3, | , 24.8, 6.4, 14.1, | ,  5000,  4847,  1000,  1009, | , -3.4, -2422.5, -43.170, |, 8.2
111.1, 38.6, | , 24.8, 5.0, 12.6, | ,  5000,  4846,  1000,   988, | , -3.4, -2422.5, -43.006, |, 7.0
112.1, 38.9, | , 24.8, 6.7, 14.6, | ,  5000,  4849,  1000,  1023, | , -3.4, -2422.0, -43.281, |, 8.7
113.1, 39.1, | , 24.8, 6.4, 13.9, | ,  5000,  4851,  1000,   995, | , -3.4, -2422.0, -43.090, |, 8.2
114.1, 39.2, | , 24.8, 6.2, 13.8, | ,  5000,  4845,  1000,   990, | , -3.4, -2422.9, -43.026, |, 8.0
115.1, 39.5, | , 24.8, 6.8, 13.9, | ,  5000,  4847,  1000,  1002, | , -3.4, -2422.5, -43.122, |, 8.6
116.1, 39.6, | , 24.8, 5.6, 13.4, | ,  5000,  4848,  1000,   995, | , -3.4, -2422.0, -43.069, |, 7.6
117.1, 39.6, | , 24.8, 5.5, 14.1, | ,  5000,  4841,  1000,   984, | , -3.4, -2422.9, -42.952, |, 8.0
118.1, 39.6, | , 24.8, 6.5, 14.3, | ,  5000,  4847,  1000,   988, | , -3.4, -2422.5, -43.013, |, 8.1
119.2, 39.8, | , 24.8, 6.7, 15.3, | ,  5000,  4845,  1000,   982, | , -3.4, -2422.0, -42.950, |, 8.8
120.2, 39.8, | , 24.8, 6.9, 14.6, | ,  5000,  4845,  1000,   985, | , -3.4, -2422.0, -42.966, |, 8.6
121.2, 39.8, | , 24.8, 5.1, 13.0, | ,  5000,  4844,  1000,   978, | , -3.4, -2422.9, -42.927, |, 6.4
122.2, 39.8, | , 24.8, 6.7, 15.1, | ,  5000,  4842,  1000,   987, | , -3.4, -2422.5, -42.974, |, 8.6
123.2, 40.1, | , 24.8, 6.6, 14.7, | ,  5000,  4841,  1000,   973, | , -3.4, -2422.0, -42.853, |, 8.4
124.2, 40.4, | , 24.8, 6.4, 14.7, | ,  5000,  4845,  1000,   985, | , -3.4, -2422.5, -42.978, |, 8.1
125.2, 40.9, | , 24.8, 6.2, 14.2, | ,  5000,  4847,  1000,  1019, | , -3.4, -2422.5, -43.242, |, 8.1
126.2, 41.6, | , 24.8, 5.5, 14.0, | ,  5000,  4845,  1000,  1015, | , -3.4, -2422.9, -43.209, |, 7.5
127.2, 41.8, | , 24.8, 6.4, 14.6, | ,  5000,  4845,  1000,   869, | , -3.4, -2422.0, -42.121, |, 7.7
128.2, 42.1, | , 24.8, 6.5, 15.0, | ,  5000,  4850,  1000,   547, | , -3.4, -2422.5, -39.789, |, 8.4
129.3, 42.5, | , 24.8, 6.6, 14.8, | ,  5000,  4764,  1000,   461, | , -3.4, -2422.5, -38.518, |, 8.2
130.3, 43.0, | , 24.8, 7.0, 14.8, | ,  5000,  4702,  1000,   728, | , -3.4, -2421.6, -40.018, |, 8.8
131.3, 43.4, | , 24.8, 5.2, 13.8, | ,  5000,  4765,  1000,   809, | , -3.4, -2422.5, -41.086, |, 7.2
132.3, 43.8, | , 24.8, 5.9, 14.0, | ,  5000,  4797,  1000,   874, | , -3.4, -2422.0, -41.799, |, 7.8
133.3, 44.2, | , 24.8, 6.4, 14.8, | ,  5000,  4823,  1000,   937, | , -3.4, -2422.5, -42.463, |, 8.4
134.3, 44.8, | , 24.8, 6.8, 14.9, | ,  5000,  4832,  1000,   956, | , -3.4, -2422.0, -42.657, |, 8.6
135.3, 45.1, | , 24.8, 6.3, 14.8, | ,  5000,  4840,  1000,   980, | , -3.4, -2422.5, -42.906, |, 8.1
136.3, 45.6, | , 24.9, 5.0, 13.7, | ,  5000,  4846,  1000,   988, | , -3.4, -2422.9, -43.016, |, 7.1
137.3, 46.0, | , 24.9, 7.0, 14.8, | ,  5000,  4848,  1000,  1008, | , -3.4, -2422.5, -43.168, |, 8.8
138.3, 46.4, | , 24.9, 6.5, 14.6, | ,  5000,  4848,  1000,  1012, | , -3.4, -2422.5, -43.199, |, 8.3
139.4, 46.8, | , 24.9, 6.4, 14.9, | ,  5000,  4848,  1000,   997, | , -3.4, -2422.9, -43.096, |, 8.3
140.4, 47.2, | , 24.9, 6.9, 15.2, | ,  5000,  4851,  1000,  1012, | , -3.4, -2422.0, -43.210, |, 8.8
141.4, 47.8, | , 24.9, 5.6, 14.6, | ,  5000,  4848,  1000,  1005, | , -3.4, -2422.5, -43.148, |, 7.5
142.4, 48.0, | , 24.9, 6.4, 15.0, | ,  5000,  4853,  1000,  1006, | , -3.4, -2422.5, -43.193, |, 8.1
143.4, 48.4, | , 24.9, 6.5, 15.8, | ,  5000,  4850,  1000,  1018, | , -3.4, -2422.0, -43.252, |, 8.5
144.4, 48.9, | , 24.9, 6.9, 15.8, | ,  5000,  4858,  1000,  1004, | , -3.4, -2422.0, -43.208, |, 8.9
145.4, 49.4, | , 24.9, 7.0, 15.4, | ,  5000,  4851,  1000,  1003, | , -3.4, -2422.0, -43.148, |, 8.8
146.4, 49.7, | , 24.9, 5.2, 13.9, | ,  5000,  4854,  1000,  1012, | , -3.4, -2422.5, -43.249, |, 7.1
147.4, 50.0, | , 24.9, 6.2, 15.5, | ,  5000,  4854,  1000,  1020, | , -3.4, -2422.5, -43.297, |, 8.1
148.4, 50.6, | , 24.9, 7.0, 11.8, | ,  5000,  4851,  1000,  1026, | , -3.4, -2422.5, -43.325, |, 2.9
149.4, 50.8, | , 24.9, 6.1, 15.0, | ,  5000,  4852,  1000,  1018, | , -3.4, -2422.5, -43.271, |, 8.0
150.5, 51.2, | , 24.9, 6.3, 15.3, | ,  5000,  4853,  1000,   998, | , -3.4, -2422.5, -43.137, |, 8.1
151.5, 51.6, | , 24.9, 5.2, 14.4, | ,  5000,  4851,  1000,  1000, | , -3.4, -2422.9, -43.138, |, 7.0
152.5, 52.1, | , 24.9, 7.0, 15.6, | ,  5000,  4856,  1000,  1027, | , -3.4, -2422.0, -43.358, |, 8.7
153.5, 52.3, | , 24.9, 6.2, 15.6, | ,  5000,  4855,  1000,  1016, | , -3.4, -2422.5, -43.283, |, 8.1
154.5, 52.6, | , 24.9, 6.3, 15.3, | ,  5000,  4852,  1000,  1022, | , -3.4, -2422.0, -43.293, |, 8.1
155.5, 53.1, | , 24.9, 7.0, 16.1, | ,  5000,  4855,  1000,  1012, | , -3.4, -2422.5, -43.251, |, 8.1
156.5, 53.4, | , 24.9, 4.7, 14.4, | ,  5000,  4851,  1000,  1012, | , -3.4, -2422.5, -43.218, |, 6.7
157.5, 53.6, | , 24.9, 6.6, 15.8, | ,  5000,  4853,  1000,  1015, | , -3.4, -2422.5, -43.257, |, 8.1
158.5, 53.8, | , 24.9, 6.5, 15.8, | ,  5000,  4854,  1000,   989, | , -3.4, -2422.5, -43.072, |, 8.1
159.5, 54.3, | , 24.9, 6.8, 16.8, | ,  5000,  4851,  1000,  1012, | , -3.4, -2422.9, -43.223, |, 8.7
160.5, 54.4, | , 24.9, 6.4, 15.5, | ,  5000,  4848,  1000,   982, | , -3.4, -2422.5, -42.984, |, 8.5
161.6, 54.7, | , 24.9, 4.6, 14.8, | ,  5000,  4850,  1000,  1012, | , -3.4, -2422.9, -43.222, |, 7.2
162.6, 54.9, | , 24.9, 6.6, 16.1, | ,  5000,  4846,  1000,  1000, | , -3.4, -2422.0, -43.088, |, 8.0
163.6, 55.2, | , 24.9, 6.5, 16.2, | ,  5000,  4853,  1000,   999, | , -3.4, -2422.0, -43.133, |, 8.4
164.6, 55.4, | , 24.9, 6.1, 15.2, | ,  5000,  4846,  1000,   999, | , -3.4, -2422.5, -43.087, |, 7.8
165.6, 55.6, | , 24.9, 6.0, 16.3, | ,  5000,  4847,  1000,  1013, | , -3.4, -2422.5, -43.201, |, 8.1
166.6, 56.1, | , 24.9, 5.3, 14.6, | ,  5000,  4851,  1000,  1003, | , -3.4, -2422.9, -43.159, |, 7.3
167.6, 56.2, | , 24.9, 7.0, 16.3, | ,  5000,  4851,  1000,  1001, | , -3.4, -2422.0, -43.132, |, 8.9
168.6, 56.3, | , 24.9, 6.3, 16.3, | ,  5000,  4848,  1000,   987, | , -3.4, -2422.5, -43.016, |, 8.3
169.6, 57.0, | , 24.9, -2.1, 9.4, | ,  5000,  4849,  1000,   993, | , -3.4, -2424.6, -43.110, |, 0.6
170.6, 56.8, | , 24.9, 7.0, 16.8, | ,  5000,  4845,  1000,  1023, | , -3.4, -2422.5, -43.252, |, 8.7
171.6, 56.9, | , 24.9, 5.0, 14.8, | ,  5000,  4847,  1000,  1015, | , -3.4, -2422.9, -43.218, |, 6.7
172.7, 57.0, | , 24.9, 6.5, 16.7, | ,  5000,  4846,  1000,  1009, | , -3.4, -2422.0, -43.155, |, 8.3
173.7, 57.1, | , 24.9, 6.1, 16.5, | ,  5000,  4846,  1000,  1003, | , -3.4, -2422.0, -43.109, |, 8.1
174.7, 57.4, | , 24.9, 6.6, 17.2, | ,  5000,  4843,  1000,   975, | , -3.4, -2422.0, -42.878, |, 8.7
175.7, 57.4, | , 24.9, 6.5, 16.1, | ,  5000,  4846,  1000,   989, | , -3.4, -2422.0, -43.004, |, 8.5
176.7, 57.5, | , 24.9, 5.2, 15.6, | ,  5000,  4850,  1000,   986, | , -3.4, -2422.5, -43.016, |, 6.9
177.7, 57.7, | , 24.9, 6.9, 16.9, | ,  5000,  4849,  1000,   980, | , -3.4, -2422.5, -42.971, |, 8.5
178.7, 57.7, | , 24.9, 7.1, 16.8, | ,  5000,  4843,  1000,  1001, | , -3.4, -2422.0, -43.073, |, 8.8
179.7, 57.5, | , 24.9, 6.2, 17.3, | ,  5000,  4844,  1000,   984, | , -3.4, -2422.5, -42.960, |, 8.4
180.7, 57.6, | , 25.0, 6.3, 16.6, | ,  5000,  4846,  1000,   962, | , -3.4, -2423.3, -42.829, |, 8.6
181.7, 57.8, | , 24.9, 5.5, 16.5, | ,  5000,  4845,  1000,   979, | , -3.4, -2422.0, -42.932, |, 7.5
182.7, 57.7, | , 25.0, 6.9, 17.5, | ,  5000,  4842,  1000,   990, | , -3.4, -2422.0, -42.979, |, 8.7
183.8, 57.6, | , 25.0, 6.5, 16.7, | ,  5000,  4843,  1000,   979, | , -3.4, -2422.5, -42.921, |, 7.8
184.8, 57.6, | , 25.0, 6.6, 17.1, | ,  5000,  4842,  1000,   991, | , -3.4, -2422.0, -42.991, |, 8.2
185.8, 57.8, | , 25.0, 7.0, 17.2, | ,  5000,  4846,  1000,   968, | , -3.4, -2422.0, -42.853, |, 8.7
186.8, 57.7, | , 25.0, 5.2, 16.6, | ,  5000,  4837,  1000,   967, | , -3.4, -2422.5, -42.786, |, 7.2
187.8, 57.6, | , 25.0, 6.5, 17.1, | ,  5000,  4843,  1000,   977, | , -3.4, -2422.5, -42.903, |, 8.4
188.8, 57.8, | , 25.0, 7.0, 17.8, | ,  5000,  4839,  1000,   969, | , -3.4, -2422.5, -42.813, |, 8.9
