# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: BCA411, 2017-07-29-B, powder, small cup, 1wt%Ru by wet impregnation, 4.3% dispersion
# Catalyst mass: 0.981000 
filename: BCA411-2017-08-07-01.txt 
current working directory: /home/research/python/diff-react-2017-08-07 
Catalyst_Description: BCA411, 2017-07-29-B, powder, small cup, 1wt%Ru by wet impregnation, 4.3% dispersion
Notes: BCA411, 2017-07-29-B catalyst, low dispersion according to H2 chemi

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
10.1, -0.3, | , 20.2, 0.0, 10.1, | ,     0,  -280,     0,  -106, | , -3.4, -2419.9, 2.348, |, 0.0
11.1, -0.3, | , 20.2, 0.0, 10.5, | ,     0,  -282,     0,  -107, | , -3.4, -2420.3, 2.362, |, 0.0
12.1, -0.3, | , 20.2, 0.0, 10.2, | ,     0,  -279,     0,  -110, | , -3.4, -2419.9, 2.366, |, 0.0
13.1, -0.3, | , 20.2, 0.0, 10.2, | ,     0,  -282,     0,  -117, | , -3.4, -2419.9, 2.426, |, 0.0
14.1, -0.3, | , 20.2, 0.0, 9.5, | ,     0,  -278,     0,  -114, | , -3.4, -2419.9, 2.386, |, 0.0
15.1, -0.3, | , 20.2, 0.0, 10.8, | ,     0,  -278,     0,  -114, | , -3.4, -2419.9, 2.384, |, 0.0
16.1, -0.3, | , 20.2, 0.0, 10.8, | ,     0,  -279,     0,  -115, | , -3.4, -2419.5, 2.394, |, 0.0
17.1, -0.3, | , 20.2, 0.0, 9.9, | ,     0,  -279,     0,  -115, | , -3.4, -2419.9, 2.396, |, 0.0
18.1, -0.3, | , 20.2, 0.0, 10.1, | ,     0,  -280,     0,  -112, | , -3.4, -2419.9, 2.384, |, 0.0
19.1, -0.3, | , 20.2, 0.0, 11.1, | ,     0,  -272,     0,  -113, | , -3.4, -2419.9, 2.345, |, 0.0
20.1, -0.3, | , 20.2, 0.0, 10.3, | ,     0,  -281,     0,   -92, | , -3.4, -2420.3, 2.269, |, 0.0
21.1, -0.3, | , 20.2, 0.0, 9.5, | ,     0,  -281,     0,  -112, | , -3.4, -2419.9, 2.393, |, 0.0
22.2, -0.3, | , 20.2, 0.0, 5.4, | ,  5000,  -278,  1000,   -88, | , -3.4, -2420.7, 2.227, |, 0.0
23.2, -0.1, | , 20.2, 0.0, 10.5, | ,  5000,  4835,  1000,  1071, | , -3.4, -2419.9, -35.820, |, 0.0
24.2, 0.0, | , 20.2, 0.0, 8.4, | ,  5000,  4845,  1000,  1007, | , -3.4, -2419.9, -35.491, |, 0.0
25.2, 0.1, | , 20.2, 0.0, 10.0, | ,  5000,  4841,  1000,  1008, | , -3.4, -2420.3, -35.479, |, 0.0
26.2, 0.1, | , 20.2, 0.0, 9.1, | ,  5000,  4842,  1000,  1005, | , -3.4, -2419.5, -35.462, |, 0.0
27.2, 0.2, | , 20.2, 0.0, 11.1, | ,  5000,  4842,  1000,   997, | , -3.4, -2419.9, -35.417, |, 0.0
28.2, 0.1, | , 20.2, 0.0, 10.4, | ,  5000,  4838,  1000,   994, | , -3.4, -2419.5, -35.368, |, 0.0
29.2, 0.2, | , 20.2, 0.0, 10.8, | ,  5000,  4844,  1000,   972, | , -3.4, -2420.3, -35.281, |, 0.0
30.2, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4842,  1000,   982, | , -3.4, -2419.9, -35.323, |, 0.0
31.2, 0.2, | , 20.2, 0.0, 10.5, | ,  5000,  4839,  1000,   986, | , -3.4, -2419.9, -35.329, |, 0.0
32.2, 0.2, | , 20.3, 0.0, 10.3, | ,  5000,  4844,  1000,   987, | , -3.4, -2419.5, -35.361, |, 0.0
33.2, 0.2, | , 20.3, 0.0, 10.4, | ,  5000,  4841,  1000,   967, | , -3.4, -2420.3, -35.235, |, 0.0
34.2, 0.2, | , 20.3, 0.0, 9.8, | ,  5000,  4844,  1000,   978, | , -3.4, -2419.9, -35.312, |, 0.0
35.3, 0.2, | , 20.3, 0.0, 10.8, | ,  5000,  4843,  1000,   971, | , -3.4, -2419.9, -35.268, |, 0.0
36.3, 0.2, | , 20.3, 0.0, 9.7, | ,  5000,  4839,  1000,   985, | , -3.4, -2420.3, -35.331, |, 0.0
37.3, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4846,  1000,   965, | , -3.4, -2419.9, -35.245, |, 0.0
38.3, 0.2, | , 20.3, 0.0, 10.4, | ,  5000,  4843,  1000,   972, | , -3.4, -2421.2, -35.290, |, 0.0
39.3, 0.2, | , 20.3, 0.0, 10.1, | ,  5000,  4847,  1000,   971, | , -3.4, -2419.9, -35.286, |, 0.0
40.3, 0.2, | , 20.3, 0.0, 10.9, | ,  5000,  4845,  1000,   987, | , -3.4, -2419.9, -35.375, |, 0.0
41.3, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4844,  1000,   978, | , -3.4, -2419.9, -35.317, |, 0.0
42.3, 0.2, | , 20.3, 0.0, 11.0, | ,  5000,  4843,  1000,   976, | , -3.4, -2419.9, -35.295, |, 0.0
43.3, 0.2, | , 20.3, 0.0, 11.2, | ,  5000,  4841,  1000,   981, | , -3.4, -2419.0, -35.298, |, 0.0
44.3, 0.2, | , 20.3, 0.0, 10.7, | ,  5000,  4843,  1000,   987, | , -3.4, -2419.9, -35.364, |, 0.0
45.3, 0.1, | , 20.3, 0.0, 10.5, | ,  5000,  4842,  1000,   979, | , -3.4, -2419.9, -35.310, |, 0.0
46.4, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4845,  1000,   982, | , -3.4, -2419.9, -35.343, |, 0.0
47.4, 0.2, | , 20.3, 0.0, 10.9, | ,  5000,  4845,  1000,   978, | , -3.4, -2419.5, -35.314, |, 0.0
48.4, 0.2, | , 20.3, 0.0, 10.1, | ,  5000,  4843,  1000,   971, | , -3.4, -2419.9, -35.261, |, 0.0
49.4, 0.1, | , 20.3, 0.0, 10.7, | ,  5000,  4842,  1000,   978, | , -3.4, -2420.3, -35.310, |, 0.0
50.4, 0.1, | , 20.3, 0.0, 11.7, | ,  5000,  4842,  1000,   976, | , -3.4, -2419.5, -35.285, |, 0.0
51.4, 0.2, | , 20.3, 0.0, 11.3, | ,  5000,  4844,  1000,   981, | , -3.4, -2419.9, -35.329, |, 0.0
52.4, 0.1, | , 20.3, 0.0, 11.0, | ,  5000,  4840,  1000,   980, | , -3.4, -2419.9, -35.304, |, 0.0
53.4, 0.2, | , 20.3, 0.0, 11.4, | ,  5000,  4844,  1000,   969, | , -3.4, -2419.9, -35.258, |, 0.0
54.4, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4844,  1000,   974, | , -3.4, -2419.5, -35.282, |, 0.0
55.4, 0.1, | , 20.3, 0.0, 11.4, | ,  5000,  4841,  1000,   969, | , -3.4, -2419.9, -35.242, |, 0.0
56.4, 0.1, | , 20.3, 0.0, 11.0, | ,  5000,  4845,  1000,   982, | , -3.4, -2419.9, -35.345, |, 0.0
57.5, 0.2, | , 20.3, 0.0, 11.5, | ,  5000,  4841,  1000,   987, | , -3.4, -2419.5, -35.344, |, 0.0
58.5, 0.2, | , 20.3, 0.0, 11.4, | ,  5000,  4843,  1000,   980, | , -3.4, -2419.5, -35.314, |, 0.0
59.5, 0.2, | , 20.3, 0.0, 10.2, | ,  5000,  4843,  1000,   983, | , -3.4, -2420.3, -35.346, |, 0.0
60.5, 0.1, | , 20.3, 0.0, 11.1, | ,  5000,  4845,  1000,   990, | , -3.4, -2419.9, -35.394, |, 0.0
61.5, 0.2, | , 20.3, 0.0, 11.5, | ,  5000,  4843,  1000,   989, | , -3.4, -2419.5, -35.367, |, 0.0
62.5, 0.1, | , 20.3, 0.0, 11.0, | ,  5000,  4837,  1000,   967, | , -3.4, -2419.5, -35.197, |, 0.0
63.5, 0.2, | , 20.3, 0.0, 11.6, | ,  5000,  4849,  1000,   983, | , -3.4, -2419.5, -35.366, |, 0.0
64.5, 0.2, | , 20.3, 0.0, 10.4, | ,  5000,  4845,  1000,   985, | , -3.4, -2419.9, -35.357, |, 0.0
65.5, 0.2, | , 20.3, 0.0, 11.6, | ,  5000,  4841,  1000,   981, | , -3.4, -2419.9, -35.310, |, 0.0
66.5, 0.2, | , 20.3, 0.0, 11.5, | ,  5000,  4839,  1000,   990, | , -3.4, -2419.9, -35.360, |, 0.0
67.5, 0.2, | , 20.3, 0.0, 11.4, | ,  5000,  4845,  1000,   983, | , -3.4, -2419.5, -35.343, |, 0.0
68.6, 0.1, | , 20.3, 0.0, 11.7, | ,  5000,  4842,  1000,   976, | , -3.4, -2419.9, -35.289, |, 0.0
69.6, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4845,  1000,   996, | , -3.4, -2419.5, -35.424, |, 0.0
70.6, 0.1, | , 20.3, 0.0, 11.4, | ,  5000,  4840,  1000,   986, | , -3.4, -2419.9, -35.342, |, 0.0
71.6, 0.2, | , 20.3, 0.0, 11.3, | ,  5000,  4841,  1000,   986, | , -3.4, -2419.9, -35.346, |, 0.0
72.6, 0.2, | , 20.3, 0.0, 11.5, | ,  5000,  4838,  1000,   982, | , -3.4, -2419.9, -35.296, |, 0.0
73.6, 0.2, | , 20.3, 0.0, 11.6, | ,  5000,  4847,  1000,   969, | , -3.4, -2419.5, -35.272, |, 0.0
74.6, 0.2, | , 20.3, 0.0, 10.5, | ,  5000,  4842,  1000,   988, | , -3.4, -2419.9, -35.363, |, 0.0
75.6, 0.2, | , 20.3, 0.0, 11.6, | ,  5000,  4843,  1000,   973, | , -3.4, -2419.5, -35.268, |, 0.0
76.6, 0.1, | , 20.3, 0.0, 11.1, | ,  5000,  4846,  1000,   978, | , -3.4, -2419.9, -35.322, |, 0.0
77.6, 0.2, | , 20.3, 0.0, 11.8, | ,  5000,  4844,  1000,   982, | , -3.4, -2419.9, -35.339, |, 0.0
78.6, 0.1, | , 20.3, 0.0, 11.0, | ,  5000,  4847,  1000,   984, | , -3.4, -2419.9, -35.366, |, 0.0
79.7, 0.6, | , 20.3, 0.0, 10.2, | ,  5000,  4842,  1000,   971, | , -3.4, -2419.9, -35.262, |, 0.0
80.7, 1.2, | , 20.3, 0.0, 11.6, | ,  5000,  4849,  1000,   996, | , -3.4, -2419.5, -35.445, |, 0.0
81.7, 1.7, | , 20.3, 0.0, 11.6, | ,  5000,  4850,  1000,  1008, | , -3.4, -2419.5, -35.525, |, 0.0
82.7, 2.2, | , 20.3, 0.0, 11.4, | ,  5000,  4851,  1000,  1013, | , -3.4, -2419.9, -35.572, |, 0.0
83.7, 2.7, | , 20.3, 0.0, 11.7, | ,  5000,  4859,  1000,  1001, | , -3.4, -2419.9, -35.539, |, 0.0
84.7, 3.2, | , 20.3, 0.0, 10.6, | ,  5000,  4855,  1000,  1010, | , -3.4, -2420.3, -35.580, |, 0.0
85.7, 3.7, | , 20.3, 0.0, 11.4, | ,  5000,  4772,  1000,  1026, | , -3.4, -2419.9, -35.164, |, 0.0
86.7, 4.2, | , 20.3, 0.0, 11.3, | ,  5000,  4781,  1000,  1019, | , -3.4, -2419.5, -35.170, |, 0.0
87.7, 4.6, | , 20.3, 0.0, 11.7, | ,  5000,  4813,  1000,   998, | , -3.4, -2419.5, -35.243, |, 0.0
88.7, 5.0, | , 20.3, 0.0, 11.5, | ,  5000,  4827,  1000,   703, | , -3.4, -2419.5, -33.535, |, 0.0
89.8, 5.5, | , 20.4, 0.0, 10.8, | ,  5000,  4833,  1000,   849, | , -3.4, -2420.3, -34.469, |, 0.0
90.8, 6.0, | , 20.4, 0.0, 11.5, | ,  5000,  4840,  1000,   935, | , -3.4, -2419.9, -35.029, |, 0.0
91.8, 6.5, | , 20.4, 0.0, 11.6, | ,  5000,  4841,  1000,   953, | , -3.4, -2419.5, -35.140, |, 0.0
92.8, 7.0, | , 20.4, 0.0, 11.3, | ,  5000,  4847,  1000,   992, | , -3.4, -2419.5, -35.407, |, 0.0
93.8, 7.5, | , 20.4, 0.0, 11.2, | ,  5000,  4852,  1000,   986, | , -3.4, -2419.5, -35.404, |, 0.0
94.8, 8.0, | , 20.4, 0.0, 11.0, | ,  5000,  4857,  1000,   995, | , -3.4, -2419.9, -35.496, |, 0.0
95.8, 8.5, | , 20.4, 0.0, 11.5, | ,  5000,  4863,  1000,  1001, | , -3.4, -2419.5, -35.562, |, 0.0
96.8, 8.9, | , 20.4, 0.0, 11.4, | ,  5000,  4741,  1000,  1017, | , -3.4, -2419.5, -34.921, |, 0.0
97.8, 9.4, | , 20.4, 0.0, 11.5, | ,  5000,  4747,  1000,  1015, | , -3.4, -2419.9, -34.949, |, 0.0
98.8, 9.9, | , 20.4, 0.0, 11.7, | ,  5000,  4781,  1000,  1014, | , -3.4, -2419.5, -35.145, |, 0.0
99.9, 10.3, | , 20.4, 0.0, 10.8, | ,  5000,  4811,  1000,   869, | , -3.4, -2419.9, -34.448, |, 0.0
100.9, 10.7, | , 20.4, 0.0, 11.5, | ,  5000,  4828,  1000,   559, | , -3.4, -2419.9, -32.679, |, 0.0
101.9, 11.2, | , 20.4, 0.0, 11.7, | ,  5000,  4835,  1000,   659, | , -3.4, -2419.9, -33.329, |, 0.0
102.9, 11.7, | , 20.4, 0.0, 11.6, | ,  5000,  4842,  1000,   785, | , -3.4, -2419.5, -34.124, |, 0.0
103.9, 12.1, | , 20.4, 0.0, 11.4, | ,  5000,  4845,  1000,   866, | , -3.4, -2419.9, -34.639, |, 0.0
104.9, 12.6, | , 20.4, 0.0, 10.2, | ,  5000,  4845,  1000,   925, | , -3.4, -2419.9, -34.999, |, 0.0
105.9, 13.2, | , 20.4, 0.0, 11.8, | ,  5000,  4853,  1000,   948, | , -3.4, -2419.9, -35.186, |, 0.0
106.9, 13.6, | , 20.4, 0.0, 11.8, | ,  5000,  4852,  1000,   975, | , -3.4, -2419.5, -35.339, |, 0.0
107.9, 14.1, | , 20.4, 0.0, 11.9, | ,  5000,  4848,  1000,  1003, | , -3.4, -2419.9, -35.490, |, 0.0
108.9, 14.6, | , 20.4, 0.0, 11.8, | ,  5000,  4852,  1000,   997, | , -3.4, -2419.5, -35.469, |, 0.0
109.9, 15.1, | , 20.4, 0.0, 11.3, | ,  5000,  4850,  1000,   998, | , -3.4, -2419.9, -35.471, |, 0.0
111.0, 15.5, | , 20.4, 0.0, 11.4, | ,  5000,  4850,  1000,  1010, | , -3.4, -2419.9, -35.545, |, 0.0
112.0, 16.0, | , 20.4, 0.0, 11.5, | ,  5000,  4766,  1000,  1001, | , -3.4, -2419.5, -34.972, |, 0.0
113.0, 16.5, | , 20.4, 0.0, 11.8, | ,  5000,  4752,  1000,  1011, | , -3.4, -2419.5, -34.946, |, 0.0
114.0, 16.9, | , 20.4, 0.0, 11.4, | ,  5000,  4793,  1000,   984, | , -3.4, -2419.9, -35.038, |, 0.0
115.0, 17.3, | , 20.4, 0.0, 11.0, | ,  5000,  4817,  1000,   656, | , -3.4, -2419.9, -33.197, |, 0.0
116.0, 17.8, | , 20.4, 0.0, 11.6, | ,  5000,  4826,  1000,   752, | , -3.4, -2419.9, -33.834, |, 0.0
117.0, 18.3, | , 20.4, 0.0, 11.2, | ,  5000,  4839,  1000,   839, | , -3.4, -2419.9, -34.445, |, 0.0
118.0, 18.8, | , 20.4, 0.0, 11.9, | ,  5000,  4842,  1000,   908, | , -3.4, -2419.5, -34.871, |, 0.0
119.0, 19.2, | , 20.4, 0.0, 11.8, | ,  5000,  4845,  1000,   949, | , -3.4, -2419.9, -35.147, |, 0.0
120.0, 19.7, | , 20.4, 0.0, 11.1, | ,  5000,  4843,  1000,   969, | , -3.4, -2419.9, -35.250, |, 0.0
121.0, 20.2, | , 20.4, 0.0, 11.5, | ,  5000,  4851,  1000,   984, | , -3.4, -2419.9, -35.394, |, 0.0
122.0, 20.7, | , 20.4, 0.0, 12.0, | ,  5000,  4853,  1000,   991, | , -3.4, -2419.9, -35.445, |, 0.0
123.1, 21.2, | , 20.4, 0.0, 11.2, | ,  5000,  4854,  1000,  1000, | , -3.4, -2419.5, -35.499, |, 0.0
124.1, 21.7, | , 20.4, 0.0, 11.8, | ,  5000,  4852,  1000,   996, | , -3.4, -2419.5, -35.464, |, 0.0
125.1, 22.2, | , 20.4, 0.0, 11.3, | ,  5000,  4794,  1000,   997, | , -3.4, -2419.9, -35.124, |, 0.0
126.1, 22.5, | , 20.4, 0.0, 11.8, | ,  5000,  4751,  1000,  1006, | , -3.4, -2419.5, -34.915, |, 0.0
127.1, 23.0, | , 20.4, 0.0, 11.8, | ,  5000,  4776,  1000,  1012, | , -3.4, -2419.5, -35.100, |, 0.0
128.1, 23.5, | , 20.4, 0.0, 12.0, | ,  5000,  4808,  1000,   876, | , -3.4, -2419.5, -34.466, |, 0.0
129.1, 23.9, | , 20.4, 0.0, 11.3, | ,  5000,  4827,  1000,   701, | , -3.4, -2419.9, -33.526, |, 0.0
130.1, 24.4, | , 20.4, 0.0, 11.1, | ,  5000,  4833,  1000,   836, | , -3.4, -2420.3, -34.386, |, 0.0
131.1, 24.9, | , 20.4, 0.0, 11.5, | ,  5000,  4840,  1000,   892, | , -3.4, -2419.9, -34.772, |, 0.0
132.1, 25.4, | , 20.4, 0.0, 12.2, | ,  5000,  4846,  1000,   933, | , -3.4, -2419.9, -35.051, |, 0.0
133.2, 25.8, | , 20.4, 0.0, 11.1, | ,  5000,  4847,  1000,   955, | , -3.4, -2419.9, -35.192, |, 0.0
134.2, 26.3, | , 20.4, 0.0, 11.8, | ,  5000,  4848,  1000,   981, | , -3.4, -2419.9, -35.352, |, 0.0
135.2, 26.7, | , 20.4, 0.0, 11.3, | ,  5000,  4845,  1000,   991, | , -3.4, -2419.5, -35.395, |, 0.0
136.2, 27.3, | , 20.4, 0.0, 12.0, | ,  5000,  4854,  1000,   994, | , -3.4, -2420.3, -35.480, |, 0.0
137.2, 27.7, | , 20.4, 0.0, 11.8, | ,  5000,  4852,  1000,  1001, | , -3.4, -2419.9, -35.497, |, 0.0
138.2, 28.2, | , 20.4, 0.0, 11.2, | ,  5000,  4851,  1000,   995, | , -3.4, -2419.9, -35.456, |, 0.0
139.2, 28.7, | , 20.4, 0.0, 12.0, | ,  5000,  4851,  1000,   998, | , -3.4, -2419.5, -35.474, |, 0.0
140.2, 29.1, | , 20.4, 0.0, 10.3, | ,  5000,  4850,  1000,  1005, | , -3.4, -2419.9, -35.508, |, 0.0
141.2, 29.6, | , 20.4, 0.0, 11.7, | ,  5000,  4853,  1000,  1005, | , -3.4, -2419.5, -35.527, |, 0.0
142.2, 30.1, | , 20.4, 0.0, 11.9, | ,  5000,  4851,  1000,   997, | , -3.4, -2419.9, -35.467, |, 0.0
143.3, 30.7, | , 20.4, 0.0, 12.0, | ,  5000,  4853,  1000,   998, | , -3.4, -2419.9, -35.490, |, 0.0
144.3, 31.0, | , 20.4, 0.0, 11.8, | ,  5000,  4851,  1000,  1003, | , -3.4, -2419.9, -35.506, |, 0.0
145.3, 31.6, | , 20.4, 0.0, 10.8, | ,  5000,  4851,  1000,   998, | , -3.4, -2420.3, -35.481, |, 0.0
146.3, 32.1, | , 20.5, 0.0, 12.0, | ,  5000,  4851,  1000,   990, | , -3.4, -2419.5, -35.427, |, 0.0
147.3, 32.5, | , 20.5, 0.0, 12.1, | ,  5000,  4851,  1000,  1001, | , -3.4, -2419.9, -35.495, |, 0.0
148.3, 32.9, | , 20.5, 0.0, 11.7, | ,  5000,  4850,  1000,   999, | , -3.4, -2419.5, -35.472, |, 0.0
149.3, 33.4, | , 20.5, 0.0, 11.8, | ,  5000,  4851,  1000,   998, | , -3.4, -2419.9, -35.477, |, 0.0
150.3, 34.0, | , 20.5, 0.0, 11.2, | ,  5000,  4850,  1000,  1006, | , -3.4, -2420.3, -35.523, |, 0.0
151.3, 34.4, | , 20.5, 0.0, 11.4, | ,  5000,  4851,  1000,  1001, | , -3.4, -2419.9, -35.500, |, 0.0
152.3, 34.8, | , 20.5, 0.0, 11.7, | ,  5000,  4851,  1000,  1008, | , -3.4, -2419.5, -35.532, |, 0.0
153.4, 35.4, | , 20.5, 0.0, 12.2, | ,  5000,  4853,  1000,  1002, | , -3.4, -2419.9, -35.514, |, 0.0
154.4, 35.9, | , 20.5, 0.0, 12.2, | ,  5000,  4851,  1000,  1004, | , -3.4, -2419.5, -35.504, |, 0.0
155.4, 36.3, | , 20.5, 0.0, 11.0, | ,  5000,  4850,  1000,   996, | , -3.4, -2420.3, -35.461, |, 0.0
156.4, 36.7, | , 20.5, 0.0, 11.7, | ,  5000,  4853,  1000,  1000, | , -3.4, -2419.9, -35.500, |, 0.0
157.4, 37.4, | , 20.5, 0.0, 12.2, | ,  5000,  4851,  1000,   998, | , -3.4, -2419.9, -35.481, |, 0.0
158.4, 37.7, | , 20.5, 0.0, 11.7, | ,  5000,  4851,  1000,  1002, | , -3.4, -2419.9, -35.505, |, 0.0
159.4, 38.2, | , 20.5, 0.0, 11.9, | ,  5000,  4853,  1000,   996, | , -3.4, -2419.9, -35.476, |, 0.0
160.4, 38.7, | , 20.5, 0.0, 11.3, | ,  5000,  4852,  1000,  1000, | , -3.4, -2419.9, -35.494, |, 0.0
161.4, 39.1, | , 20.5, 0.0, 11.5, | ,  5000,  4851,  1000,   997, | , -3.4, -2419.5, -35.459, |, 0.0
162.4, 39.6, | , 20.5, 0.0, 12.3, | ,  5000,  4853,  1000,  1001, | , -3.4, -2419.5, -35.501, |, 0.0
163.4, 40.1, | , 20.5, 0.0, 11.8, | ,  5000,  4852,  1000,   995, | , -3.4, -2419.9, -35.465, |, 0.0
164.5, 40.6, | , 20.5, 0.0, 12.0, | ,  5000,  4850,  1000,   998, | , -3.4, -2419.9, -35.471, |, 0.0
165.5, 41.2, | , 20.5, 0.0, 11.5, | ,  5000,  4850,  1000,  1002, | , -3.4, -2419.5, -35.491, |, 0.0
166.5, 41.5, | , 20.5, 0.0, 12.3, | ,  5000,  4853,  1000,   999, | , -3.4, -2419.5, -35.487, |, 0.0
167.5, 42.0, | , 20.5, 0.0, 12.1, | ,  5000,  4852,  1000,   998, | , -3.4, -2419.5, -35.480, |, 0.0
168.5, 42.6, | , 20.5, 0.0, 12.4, | ,  5000,  4851,  1000,  1003, | , -3.4, -2419.9, -35.509, |, 0.0
169.5, 43.0, | , 20.5, 0.0, 12.3, | ,  5000,  4851,  1000,   999, | , -3.4, -2419.0, -35.469, |, 0.0
170.5, 43.5, | , 20.5, 0.0, 11.1, | ,  5000,  4851,  1000,  1001, | , -3.4, -2419.9, -35.493, |, 0.0
171.5, 43.9, | , 20.5, 0.0, 11.7, | ,  5000,  4849,  1000,   996, | , -3.4, -2419.9, -35.451, |, 0.0
172.5, 44.5, | , 20.5, 0.0, 12.0, | ,  5000,  4851,  1000,   999, | , -3.4, -2419.5, -35.479, |, 0.0
173.5, 44.8, | , 20.5, 0.0, 12.3, | ,  5000,  4851,  1000,  1012, | , -3.4, -2419.9, -35.556, |, 0.0
174.6, 45.3, | , 20.5, 0.0, 11.6, | ,  5000,  4848,  1000,   997, | , -3.4, -2419.9, -35.452, |, 0.0
175.6, 45.9, | , 20.5, 0.0, 11.5, | ,  5000,  4853,  1000,   996, | , -3.4, -2419.9, -35.474, |, 0.0
176.6, 46.4, | , 20.5, 0.0, 12.0, | ,  5000,  4852,  1000,  1008, | , -3.4, -2419.5, -35.538, |, 0.0
177.6, 46.7, | , 20.5, 0.0, 12.0, | ,  5000,  4851,  1000,  1012, | , -3.4, -2419.9, -35.560, |, 0.0
178.6, 47.2, | , 20.5, 0.0, 11.6, | ,  5000,  4849,  1000,  1015, | , -3.4, -2419.5, -35.562, |, 0.0
179.6, 47.8, | , 20.5, 0.0, 6.9, | ,  5000,  4851,  1000,  1008, | , -3.4, -2419.9, -35.537, |, 0.0
180.6, 48.3, | , 20.5, 0.0, 10.8, | ,  5000,  4850,  1000,  1007, | , -3.4, -2419.9, -35.526, |, 0.0
181.6, 48.8, | , 20.5, 0.0, 8.1, | ,  5000,  4851,  1000,  1012, | , -3.4, -2419.9, -35.562, |, 0.0
182.6, 49.2, | , 20.5, 0.0, 12.7, | ,  5000,  4853,  1000,  1012, | , -3.4, -2419.5, -35.572, |, 0.0
183.7, 49.6, | , 20.5, 0.0, 11.9, | ,  5000,  4848,  1000,   996, | , -3.4, -2419.9, -35.443, |, 0.0
184.7, 50.3, | , 20.5, 0.0, 6.7, | ,  5000,  4853,  1000,  1012, | , -3.4, -2421.2, -35.589, |, 0.0
185.7, 50.7, | , 20.5, 0.0, 10.5, | ,  5000,  4852,  1000,  1005, | , -3.4, -2420.3, -35.531, |, 0.0
186.7, 51.1, | , 20.5, 0.0, 12.3, | ,  5000,  4847,  1000,  1016, | , -3.4, -2419.9, -35.561, |, 0.0
187.7, 51.5, | , 20.5, 0.0, 11.1, | ,  5000,  4852,  1000,  1003, | , -3.4, -2419.9, -35.511, |, 0.0
188.7, 52.2, | , 20.5, 0.0, 10.1, | ,  5000,  4854,  1000,  1019, | , -3.4, -2419.5, -35.612, |, 0.0
189.7, 52.4, | , 20.5, 0.0, 8.4, | ,  5000,  4850,  1000,  1008, | , -3.4, -2419.9, -35.535, |, 0.0
