# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: B2CA 2017-07-12 powder, 1wt% Ru by IW, small cup.
# Catalyst mass: 0.802000 
filename: B2CA_7-12_2017-07-18-04.txt 
current working directory: /home/research/python/diff-react-2017-07-18 
Catalyst_Description: B2CA 2017-07-12 powder, 1wt% Ru by IW, small cup.
Notes: restart after deleting old TCs in code

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
27.2, -0.5, | , 24.6, 0.0, 15.3, | ,     0,  -284,     0,  -125, | , -3.4, -2419.9, 3.042, |, 0.0
28.2, -0.5, | , 24.6, 0.0, 15.2, | ,     0,  -292,     0,  -119, | , -3.4, -2420.3, 3.052, |, 0.0
29.2, -0.5, | , 24.6, 0.0, 14.3, | ,     0,  -284,     0,  -138, | , -3.4, -2420.7, 3.135, |, 0.0
30.3, -0.5, | , 24.5, 0.0, 15.3, | ,     0,  -289,     0,  -136, | , -3.4, -2420.3, 3.165, |, 0.0
31.3, -0.5, | , 24.5, 0.0, 14.6, | ,     0,  -288,     0,  -146, | , -3.4, -2420.3, 3.223, |, 0.0
32.3, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -288,     0,  -126, | , -3.4, -2420.3, 3.075, |, 0.0
33.3, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -290,     0,  -102, | , -3.4, -2420.7, 2.921, |, 0.0
34.3, -0.5, | , 24.5, 0.0, 14.8, | ,     0,  -291,     0,  -131, | , -3.4, -2421.2, 3.134, |, 0.0
35.3, -0.5, | , 24.5, 0.0, 15.3, | ,     0,  -290,     0,  -133, | , -3.4, -2420.3, 3.148, |, 0.0
36.3, -0.5, | , 24.5, 0.0, 13.9, | ,     0,  -292,     0,  -135, | , -3.4, -2420.7, 3.175, |, 0.0
37.3, -0.5, | , 24.5, 0.0, 15.5, | ,     0,  -289,     0,  -124, | , -3.4, -2420.3, 3.066, |, 0.0
38.3, -0.5, | , 24.5, 0.0, 15.3, | ,     0,  -291,     0,  -131, | , -3.4, -2420.3, 3.144, |, 0.0
39.3, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -291,     0,  -129, | , -3.4, -2420.3, 3.126, |, 0.0
40.3, -0.5, | , 24.5, 0.0, 14.7, | ,     0,  -290,     0,  -128, | , -3.4, -2420.3, 3.113, |, 0.0
41.3, -0.5, | , 24.5, 0.0, 14.7, | ,     0,  -289,     0,  -138, | , -3.4, -2420.7, 3.172, |, 0.0
42.4, -0.5, | , 24.5, 0.0, 15.3, | ,     0,  -281,     0,  -129, | , -3.4, -2420.3, 3.049, |, 0.0
43.4, -0.5, | , 24.5, 0.0, 15.1, | ,     0,  -292,     0,  -129, | , -3.4, -2420.7, 3.134, |, 0.0
44.4, -0.5, | , 24.5, 0.0, 14.6, | ,     0,  -287,     0,  -139, | , -3.4, -2420.7, 3.170, |, 0.0
45.4, -0.5, | , 24.5, 0.0, 15.2, | ,     0,  -291,     0,  -124, | , -3.4, -2420.7, 3.089, |, 0.0
46.4, -0.4, | , 24.5, 0.0, 15.3, | ,     0,  -290,     0,  -139, | , -3.4, -2420.3, 3.193, |, 0.0
47.4, -0.5, | , 24.5, 0.0, 15.1, | ,     0,  -290,     0,  -129, | , -3.4, -2420.3, 3.117, |, 0.0
48.4, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -292,     0,  -134, | , -3.4, -2420.7, 3.169, |, 0.0
49.4, -0.4, | , 24.5, 0.0, 15.1, | ,     0,  -292,     0,  -140, | , -3.4, -2420.7, 3.213, |, 0.0
50.4, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -292,     0,   -97, | , -3.4, -2420.7, 2.897, |, 0.0
51.4, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -291,     0,  -141, | , -3.4, -2420.3, 3.209, |, 0.0
52.4, -0.5, | , 24.5, 0.0, 14.7, | ,     0,  -290,     0,  -135, | , -3.4, -2420.7, 3.156, |, 0.0
53.5, -0.5, | , 24.5, 0.0, 15.4, | ,     0,  -287,     0,  -127, | , -3.4, -2419.9, 3.073, |, 0.0
54.5, -0.5, | , 24.5, 0.0, 14.4, | ,     0,  -277,     0,  -134, | , -3.4, -2420.7, 3.054, |, 0.0
55.5, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -291,     0,  -136, | , -3.4, -2420.3, 3.174, |, 0.0
56.5, -0.5, | , 24.5, 0.0, 15.2, | ,     0,  -291,     0,  -136, | , -3.4, -2420.7, 3.177, |, 0.0
57.5, -0.5, | , 24.5, 0.0, 15.4, | ,     0,  -290,     0,  -131, | , -3.4, -2420.7, 3.129, |, 0.0
58.5, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -291,     0,  -135, | , -3.4, -2421.2, 3.164, |, 0.0
59.5, -0.5, | , 24.5, 0.0, 14.4, | ,     0,  -291,     0,  -136, | , -3.4, -2421.2, 3.180, |, 0.0
60.5, -0.5, | , 24.5, 0.0, 14.6, | ,     0,  -292,     0,  -137, | , -3.4, -2420.7, 3.192, |, 0.0
61.5, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -290,     0,  -128, | , -3.4, -2420.7, 3.114, |, 0.0
62.5, -0.5, | , 24.5, 0.0, 14.3, | ,     0,  -290,     0,  -145, | , -3.4, -2420.7, 3.237, |, 0.0
63.5, -0.5, | , 24.5, 0.0, 14.4, | ,     0,  -289,     0,  -147, | , -3.4, -2420.3, 3.247, |, 0.0
64.6, -0.5, | , 24.5, 0.0, 14.4, | ,     0,  -291,     0,  -139, | , -3.4, -2420.7, 3.203, |, 0.0
65.6, -0.5, | , 24.5, 0.0, 13.5, | ,     0,  -291,     0,  -142, | , -3.4, -2420.3, 3.218, |, 0.0
66.6, -0.5, | , 24.5, 0.0, 14.6, | ,     0,  -290,     0,  -131, | , -3.4, -2420.7, 3.131, |, 0.0
67.6, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -282,     0,  -136, | , -3.4, -2420.7, 3.112, |, 0.0
68.6, -0.5, | , 24.5, 0.0, 15.4, | ,     0,  -288,     0,  -142, | , -3.4, -2420.3, 3.198, |, 0.0
69.6, -0.5, | , 24.5, 0.0, 13.2, | ,     0,  -290,     0,  -132, | , -3.4, -2420.7, 3.143, |, 0.0
70.6, -0.5, | , 24.5, 0.0, 15.2, | ,     0,  -290,     0,  -141, | , -3.4, -2420.7, 3.205, |, 0.0
71.6, -0.5, | , 24.5, 0.0, 14.8, | ,     0,  -282,     0,  -143, | , -3.4, -2420.7, 3.167, |, 0.0
72.6, -0.5, | , 24.5, 0.0, 15.4, | ,     0,  -289,     0,  -135, | , -3.4, -2420.3, 3.154, |, 0.0
73.6, -0.5, | , 24.5, 0.0, 14.7, | ,     0,  -291,     0,  -121, | , -3.4, -2420.3, 3.063, |, 0.0
74.6, -0.5, | , 24.5, 0.0, 14.2, | ,     0,  -286,     0,  -139, | , -3.4, -2420.3, 3.165, |, 0.0
75.6, -0.5, | , 24.5, 0.0, 15.6, | ,     0,  -289,     0,  -123, | , -3.4, -2420.3, 3.065, |, 0.0
76.7, -0.5, | , 24.5, 0.0, 14.9, | ,     0,  -290,     0,  -136, | , -3.4, -2420.3, 3.170, |, 0.0
77.7, -0.5, | , 24.5, 0.0, 15.0, | ,     0,  -291,     0,  -135, | , -3.4, -2420.7, 3.163, |, 0.0
78.7, -0.4, | , 24.5, 0.0, 15.5, | ,     0,  -281,     0,  -131, | , -3.4, -2420.7, 3.063, |, 0.0
79.7, -0.5, | , 24.5, 0.0, 10.3, | ,  5000,  -289,  1000,  -134, | , -3.4, -2421.6, 3.149, |, 0.0
80.7, -0.0, | , 24.5, 0.0, 14.5, | ,  5000,  2504,  1000,  -122, | , -3.4, -2420.3, -17.670, |, 0.0
81.7, -0.1, | , 24.5, 0.0, 14.5, | ,  5000,  -357,  1000,  -136, | , -3.4, -2420.3, 3.664, |, 0.0
82.7, 0.3, | , 24.5, 0.0, 15.5, | ,  5000,  1465,  1000,  -141, | , -3.4, -2420.7, -9.827, |, 0.0
83.7, 0.9, | , 24.5, 0.0, 15.5, | ,  5000,  2727,  1000,   668, | , -3.4, -2420.7, -25.201, |, 0.0
84.7, 1.1, | , 24.5, 0.0, 14.9, | ,  5000,  3476,  1000,  1619, | , -3.4, -2420.7, -37.812, |, 0.0
85.7, 1.1, | , 24.5, 0.0, 15.1, | ,  5000,  3975,  1000,  1419, | , -3.4, -2420.3, -40.027, |, 0.0
86.7, 1.1, | , 24.5, 0.0, 15.2, | ,  5000,  4293,  1000,  1243, | , -3.4, -2420.7, -41.086, |, 0.0
87.8, 1.1, | , 24.5, 0.0, 15.7, | ,  5000,  4490,  1000,  1143, | , -3.4, -2420.3, -41.800, |, 0.0
88.8, 1.1, | , 24.5, 0.0, 15.0, | ,  5000,  4619,  1000,   938, | , -3.4, -2420.3, -41.235, |, 0.0
89.8, 1.1, | , 24.5, 0.0, 15.1, | ,  5000,  4680,  1000,   929, | , -3.4, -2420.7, -41.625, |, 0.0
90.8, 1.1, | , 24.5, 0.0, 15.3, | ,  5000,  4745,  1000,   967, | , -3.4, -2420.3, -42.381, |, 0.0
91.8, 1.1, | , 24.5, 0.0, 15.2, | ,  5000,  4776,  1000,   971, | , -3.4, -2420.7, -42.650, |, 0.0
92.8, 1.0, | , 24.5, 0.0, 15.0, | ,  5000,  4803,  1000,   972, | , -3.4, -2420.7, -42.866, |, 0.0
93.8, 1.1, | , 24.5, 0.0, 15.7, | ,  5000,  4813,  1000,   961, | , -3.4, -2420.7, -42.856, |, 0.0
94.8, 1.1, | , 24.5, 0.0, 15.4, | ,  5000,  4827,  1000,   975, | , -3.4, -2420.3, -43.051, |, 0.0
95.8, 1.4, | , 24.5, 0.0, 15.3, | ,  5000,  4833,  1000,   963, | , -3.4, -2420.3, -43.006, |, 0.0
96.8, 1.9, | , 24.5, 0.0, 14.5, | ,  5000,  4839,  1000,   990, | , -3.4, -2420.3, -43.257, |, 0.0
97.8, 2.5, | , 24.5, 0.0, 15.4, | ,  5000,  4846,  1000,  1016, | , -3.4, -2420.3, -43.505, |, 0.0
98.9, 3.0, | , 24.5, 0.0, 15.7, | ,  5000,  4849,  1000,  1013, | , -3.4, -2420.3, -43.498, |, 0.0
99.9, 3.5, | , 24.5, 0.0, 15.3, | ,  5000,  4851,  1000,  1020, | , -3.4, -2420.3, -43.561, |, 0.0
100.9, 4.0, | , 24.5, 0.0, 15.4, | ,  5000,  4855,  1000,  1012, | , -3.4, -2420.7, -43.538, |, 0.0
101.9, 4.5, | , 24.5, 0.0, 14.6, | ,  5000,  4848,  1000,  1027, | , -3.4, -2420.3, -43.590, |, 0.0
102.9, 5.0, | , 24.5, 0.0, 15.7, | ,  5000,  4849,  1000,  1051, | , -3.4, -2420.3, -43.783, |, 0.0
103.9, 5.6, | , 24.5, 0.0, 14.9, | ,  5000,  4857,  1000,  1438, | , -3.4, -2420.7, -46.716, |, 0.0
104.9, 6.1, | , 24.5, 0.0, 15.5, | ,  5000,  4793,  1000,  1083, | , -3.4, -2420.7, -43.611, |, 0.0
105.9, 5.9, | , 24.5, 0.0, 15.1, | ,  5000,  2944,  1000,   630, | , -3.4, -2420.3, -26.525, |, 0.0
106.9, 6.0, | , 24.5, 0.0, 14.5, | ,  5000,  1739,  1000,   362, | , -3.4, -2420.3, -15.596, |, 0.0
107.9, 5.9, | , 24.5, 0.0, 15.3, | ,  5000,   979,  1000,   166, | , -3.4, -2420.3, -8.501, |, 0.0
108.9, 5.9, | , 24.5, 0.0, 15.6, | ,  5000,   509,  1000,    54, | , -3.4, -2420.7, -4.181, |, 0.0
110.0, 5.9, | , 24.5, 0.0, 15.4, | ,  5000,   213,  1000,    -4, | , -3.4, -2420.3, -1.556, |, 0.0
111.0, 5.8, | , 24.5, 0.0, 15.4, | ,  5000,    22,  1000,   -60, | , -3.4, -2420.3, 0.283, |, 0.0
112.0, 5.8, | , 24.5, 0.0, 14.5, | ,  5000,   -91,  1000,   -92, | , -3.4, -2420.3, 1.368, |, 0.0
113.0, 6.1, | , 24.5, 0.0, 15.3, | ,  5000,  1502,  1000,  -101, | , -3.4, -2420.7, -10.398, |, 0.0
114.0, 6.6, | , 24.5, 0.0, 15.5, | ,  5000,  2715,  1000,  -105, | , -3.4, -2420.7, -19.368, |, 0.0
115.0, 7.0, | , 24.5, 0.0, 15.4, | ,  5000,  3491,  1000,  -129, | , -3.4, -2420.7, -24.949, |, 0.0
116.0, 7.4, | , 24.5, 0.0, 15.2, | ,  5000,  3981,  1000,  -116, | , -3.4, -2420.3, -28.681, |, 0.0
117.0, 7.8, | , 24.5, 0.0, 14.9, | ,  5000,  4305,  1000,  -124, | , -3.4, -2420.7, -31.021, |, 0.0
118.0, 8.2, | , 24.5, 0.0, 14.9, | ,  5000,  4502,  1000,  -139, | , -3.4, -2420.3, -32.372, |, 0.0
119.0, 8.6, | , 24.5, 0.0, 15.2, | ,  5000,  4628,  1000,  -129, | , -3.4, -2420.7, -33.386, |, 0.0
120.0, 9.0, | , 24.5, 0.0, 15.3, | ,  5000,  4709,  1000,  -135, | , -3.4, -2420.3, -33.939, |, 0.0
121.1, 9.4, | , 24.5, 0.0, 15.4, | ,  5000,  4761,  1000,  -139, | , -3.4, -2420.3, -34.286, |, 0.0
122.1, 9.8, | , 24.5, 0.0, 14.2, | ,  5000,  4792,  1000,  -131, | , -3.4, -2420.7, -34.587, |, 0.0
123.1, 10.1, | , 24.5, 0.0, 15.2, | ,  5000,  4816,  1000,  -129, | , -3.4, -2420.3, -34.777, |, 0.0
124.1, 10.5, | , 24.5, 0.0, 14.9, | ,  5000,  4828,  1000,  -124, | , -3.4, -2420.7, -34.907, |, 0.0
125.1, 11.0, | , 24.5, 0.0, 15.7, | ,  5000,  4834,  1000,  -121, | , -3.4, -2420.3, -34.969, |, 0.0
126.1, 11.3, | , 24.5, 0.0, 15.4, | ,  5000,  4842,  1000,  -143, | , -3.4, -2420.3, -34.861, |, 0.0
127.1, 11.7, | , 24.5, 0.0, 14.7, | ,  5000,  4849,  1000,  -124, | , -3.4, -2420.7, -35.067, |, 0.0
128.1, 12.1, | , 24.5, 0.0, 15.6, | ,  5000,  4847,  1000,  -139, | , -3.4, -2420.3, -34.925, |, 0.0
129.1, 12.5, | , 24.5, 0.0, 15.3, | ,  5000,  4846,  1000,  -143, | , -3.4, -2420.3, -34.889, |, 0.0
130.1, 12.8, | , 24.5, 0.0, 15.6, | ,  5000,  4851,  1000,  -148, | , -3.4, -2420.7, -34.895, |, 0.0
131.1, 13.2, | , 24.5, 0.0, 15.6, | ,  5000,  4849,  1000,  -142, | , -3.4, -2420.7, -34.925, |, 0.0
132.2, 13.6, | , 24.5, 0.0, 15.0, | ,  5000,  4846,  1000,  -130, | , -3.4, -2420.7, -34.999, |, 0.0
133.2, 13.9, | , 24.5, 0.0, 15.2, | ,  5000,  4848,  1000,  -135, | , -3.4, -2420.3, -34.964, |, 0.0
134.2, 14.3, | , 24.5, 0.0, 15.3, | ,  5000,  4848,  1000,  -129, | , -3.4, -2420.3, -35.011, |, 0.0
135.2, 14.6, | , 24.5, 0.0, 14.7, | ,  5000,  4844,  1000,  -153, | , -3.4, -2420.3, -34.807, |, 0.0
136.2, 15.0, | , 24.5, 0.0, 15.7, | ,  5000,  4849,  1000,  -141, | , -3.4, -2420.3, -34.932, |, 0.0
137.2, 15.3, | , 24.5, 0.0, 14.1, | ,  5000,  4850,  1000,  -151, | , -3.4, -2420.3, -34.861, |, 0.0
138.2, 15.4, | , 24.5, 0.0, 15.4, | ,  5000,  4846,  1000,  -142, | , -3.4, -2420.3, -34.900, |, 0.0
139.2, 15.4, | , 24.5, 0.0, 15.4, | ,  5000,  4842,  1000,  -146, | , -3.4, -2420.7, -34.850, |, 0.0
140.2, 15.5, | , 24.5, 0.0, 15.3, | ,  5000,  4838,  1000,  -150, | , -3.4, -2420.3, -34.781, |, 0.0
141.2, 15.5, | , 24.5, 0.0, 14.8, | ,  5000,  4841,  1000,  -153, | , -3.4, -2420.3, -34.786, |, 0.0
142.2, 15.5, | , 24.5, 0.0, 14.2, | ,  5000,  4845,  1000,  -127, | , -3.4, -2420.7, -35.016, |, 0.0
143.2, 15.5, | , 24.5, 0.0, 15.7, | ,  5000,  4843,  1000,  -146, | , -3.4, -2420.3, -34.845, |, 0.0
144.3, 15.5, | , 24.5, 0.0, 15.5, | ,  5000,  4840,  1000,  -131, | , -3.4, -2420.7, -34.941, |, 0.0
145.3, 15.4, | , 24.5, 0.0, 15.2, | ,  5000,  4840,  1000,  -135, | , -3.4, -2420.7, -34.912, |, 0.0
146.3, 15.5, | , 24.5, 0.0, 15.2, | ,  5000,  4837,  1000,  -126, | , -3.4, -2420.3, -34.950, |, 0.0
147.3, 15.5, | , 24.5, 0.0, 15.0, | ,  5000,  4840,  1000,  -123, | , -3.4, -2421.2, -35.009, |, 0.0
148.3, 15.5, | , 24.5, 0.0, 15.4, | ,  5000,  4844,  1000,  -122, | , -3.4, -2420.7, -35.037, |, 0.0
149.3, 15.6, | , 24.5, 0.0, 15.2, | ,  5000,  4841,  1000,  2174, | , -3.4, -2420.7, -52.062, |, 0.0
150.3, 15.5, | , 24.5, 0.0, 15.5, | ,  5000,  4836,  1000,  1766, | , -3.4, -2420.3, -48.992, |, 0.0
151.3, 15.5, | , 24.5, 0.0, 15.6, | ,  5000,  4837,  1000,  1498, | , -3.4, -2420.3, -47.008, |, 0.0
152.3, 15.5, | , 24.5, 0.0, 14.5, | ,  5000,  4837,  1000,  1308, | , -3.4, -2420.7, -45.604, |, 0.0
153.3, 15.4, | , 24.5, 0.0, 15.3, | ,  5000,  4837,  1000,  1178, | , -3.4, -2420.3, -44.638, |, 0.0
154.3, 15.5, | , 24.5, 0.0, 15.2, | ,  5000,  4836,  1000,  1113, | , -3.4, -2420.3, -44.148, |, 0.0
155.3, 15.4, | , 24.5, 0.0, 15.3, | ,  5000,  4845,  1000,  1065, | , -3.4, -2420.3, -43.858, |, 0.0
156.4, 15.5, | , 24.5, 0.0, 15.4, | ,  5000,  4844,  1000,  1026, | , -3.4, -2420.7, -43.564, |, 0.0
157.4, 15.5, | , 24.5, 0.0, 14.8, | ,  5000,  4837,  1000,  1016, | , -3.4, -2420.7, -43.442, |, 0.0
158.4, 15.4, | , 24.5, 0.0, 15.8, | ,  5000,  4845,  1000,  1005, | , -3.4, -2420.7, -43.416, |, 0.0
159.4, 15.5, | , 24.5, 0.0, 15.6, | ,  5000,  4837,  1000,   977, | , -3.4, -2420.3, -43.141, |, 0.0
160.4, 15.5, | , 24.5, 0.0, 15.3, | ,  5000,  4842,  1000,   966, | , -3.4, -2420.3, -43.097, |, 0.0
161.4, 15.5, | , 24.5, 0.0, 15.4, | ,  5000,  4847,  1000,   974, | , -3.4, -2420.7, -43.201, |, 0.0
162.4, 16.2, | , 24.5, 0.0, 14.6, | ,  5000,  4850,  1000,  1000, | , -3.4, -2420.7, -43.417, |, 0.0
163.4, 16.7, | , 24.5, 0.0, 15.2, | ,  5000,  4854,  1000,  1007, | , -3.4, -2419.9, -43.481, |, 0.0
164.4, 17.2, | , 24.5, 0.0, 15.4, | ,  5000,  4852,  1000,  1026, | , -3.4, -2420.7, -43.623, |, 0.0
165.4, 17.7, | , 24.5, 0.0, 15.4, | ,  5000,  4856,  1000,  1052, | , -3.4, -2420.3, -43.836, |, 0.0
166.4, 18.3, | , 24.5, 0.0, 15.4, | ,  5000,  4854,  1000,  1100, | , -3.4, -2420.7, -44.192, |, 0.0
167.5, 18.6, | , 24.5, 0.0, 14.9, | ,  5000,  4848,  1000,   665, | , -3.4, -2420.7, -40.917, |, 0.0
168.5, 19.0, | , 24.5, 0.0, 15.3, | ,  5000,  4756,  1000,   463, | , -3.4, -2420.7, -38.733, |, 0.0
169.5, 19.5, | , 24.5, 0.0, 15.6, | ,  5000,  4716,  1000,   734, | , -3.4, -2420.3, -40.442, |, 0.0
170.5, 20.0, | , 24.5, 0.0, 15.2, | ,  5000,  4720,  1000,   840, | , -3.4, -2420.3, -41.263, |, 0.0
171.5, 20.5, | , 24.5, 0.0, 15.7, | ,  5000,  4774,  1000,   903, | , -3.4, -2420.3, -42.128, |, 0.0
172.5, 20.9, | , 24.5, 0.0, 14.7, | ,  5000,  4800,  1000,   630, | , -3.4, -2420.3, -40.296, |, 0.0
173.5, 21.4, | , 24.5, 0.0, 15.8, | ,  5000,  4807,  1000,   768, | , -3.4, -2420.3, -41.375, |, 0.0
174.5, 21.8, | , 24.5, 0.0, 15.7, | ,  5000,  4815,  1000,   875, | , -3.4, -2420.3, -42.226, |, 0.0
175.5, 22.3, | , 24.5, 0.0, 15.9, | ,  5000,  4833,  1000,   923, | , -3.4, -2420.7, -42.723, |, 0.0
176.5, 22.8, | , 24.5, 0.0, 15.1, | ,  5000,  4845,  1000,   968, | , -3.4, -2420.3, -43.136, |, 0.0
177.5, 23.3, | , 24.5, 0.0, 14.7, | ,  5000,  4853,  1000,   987, | , -3.4, -2420.3, -43.335, |, 0.0
178.6, 23.8, | , 24.5, 0.0, 15.4, | ,  5000,  4858,  1000,   986, | , -3.4, -2420.3, -43.369, |, 0.0
179.6, 24.2, | , 24.5, 0.0, 15.4, | ,  5000,  4856,  1000,  1009, | , -3.4, -2420.7, -43.532, |, 0.0
180.6, 24.7, | , 24.5, 0.0, 15.4, | ,  5000,  4852,  1000,  1005, | , -3.4, -2420.3, -43.459, |, 0.0
181.6, 25.2, | , 24.5, 0.0, 15.6, | ,  5000,  4853,  1000,  1024, | , -3.4, -2420.3, -43.615, |, 0.0
182.6, 25.6, | , 24.5, 0.0, 14.6, | ,  5000,  4852,  1000,  1014, | , -3.4, -2420.3, -43.532, |, 0.0
183.6, 26.0, | , 24.5, 0.0, 15.6, | ,  5000,  4853,  1000,  1016, | , -3.4, -2420.7, -43.553, |, 0.0
184.6, 26.6, | , 24.5, 0.0, 15.3, | ,  5000,  4858,  1000,  1011, | , -3.4, -2420.3, -43.550, |, 0.0
185.6, 27.0, | , 24.5, 0.0, 15.5, | ,  5000,  4851,  1000,  1020, | , -3.4, -2420.3, -43.566, |, 0.0
186.6, 27.5, | , 24.5, 0.0, 15.4, | ,  5000,  4851,  1000,  1009, | , -3.4, -2420.7, -43.490, |, 0.0
187.6, 27.9, | , 24.5, 0.0, 15.0, | ,  5000,  4851,  1000,  1016, | , -3.4, -2420.7, -43.539, |, 0.0
188.6, 28.5, | , 24.5, 0.0, 15.8, | ,  5000,  4854,  1000,  1023, | , -3.4, -2420.3, -43.605, |, 0.0
189.7, 28.9, | , 24.5, 0.0, 15.9, | ,  5000,  4854,  1000,  1004, | , -3.4, -2420.3, -43.465, |, 0.0
190.7, 29.4, | , 24.5, 0.0, 15.5, | ,  5000,  4850,  1000,  1008, | , -3.4, -2420.3, -43.472, |, 0.0
191.7, 29.8, | , 24.5, 0.0, 15.6, | ,  5000,  4851,  1000,  1029, | , -3.4, -2420.7, -43.639, |, 0.0
