# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: BCA311, 2017-07-29-A, powder, small cup, 1wt%Ru by wet impregnation, 13.217% dispersion
# Catalyst mass: 0.917000 
filename: BCA311_2017-08-04-01.txt 
current working directory: /home/research/python/diff-react-2017-08-04 
Catalyst_Description: BCA311, 2017-07-29-A, powder, small cup, 1wt%Ru by wet impregnation, 13.217% dispersion
Notes: 1wt% Ru by wet impregnation, 13% dispersion

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
14.1, -0.4, | , 21.0, 0.0, 10.8, | ,     0,  -282,     0,  -109, | , -3.4, -2421.2, 2.542, |, 0.0
15.1, -0.4, | , 21.0, 0.0, 10.2, | ,     0,  -278,     0,  -108, | , -3.4, -2421.6, 2.513, |, 0.0
16.1, -0.4, | , 21.0, 0.0, 11.0, | ,     0,  -270,     0,  -112, | , -3.4, -2421.2, 2.490, |, 0.0
17.2, -0.4, | , 21.0, 0.0, 7.7, | ,     0,  -281,     0,  -116, | , -3.4, -2422.0, 2.588, |, 0.0
18.2, -0.4, | , 21.0, 0.0, 10.7, | ,     0,  -281,     0,  -124, | , -3.4, -2421.2, 2.630, |, 0.0
19.2, -0.4, | , 21.0, 0.0, 8.8, | ,     0,  -282,     0,   -90, | , -3.4, -2421.2, 2.415, |, 0.0
20.2, -0.4, | , 21.0, 0.0, 10.0, | ,     0,  -283,     0,  -126, | , -3.4, -2421.2, 2.661, |, 0.0
21.2, -0.4, | , 21.0, 0.0, 10.2, | ,     0,  -282,     0,  -101, | , -3.4, -2420.7, 2.493, |, 0.0
22.2, -0.4, | , 21.0, 0.0, 10.4, | ,     0,  -276,     0,   -81, | , -3.4, -2420.7, 2.326, |, 0.0
23.2, -0.4, | , 21.0, 0.0, 10.3, | ,  6000,  -282,  1000,  -116, | , -3.4, -2421.2, 2.592, |, 0.0
24.2, -0.2, | , 21.0, 0.0, 10.4, | ,  6000,  4479,  1000,   -96, | , -3.4, -2421.2, -28.450, |, 0.0
25.2, -0.1, | , 21.0, 0.0, 10.9, | ,  6000,  6533,  1000,  -102, | , -3.4, -2421.2, -41.742, |, 0.0
26.2, 0.1, | , 21.0, 0.0, 10.9, | ,  6000,  6263,  1000,  1962, | , -3.4, -2420.7, -53.385, |, 0.0
27.3, 0.2, | , 21.0, 0.0, 11.0, | ,  6000,  6103,  1000,  1582, | , -3.4, -2421.2, -49.891, |, 0.0
28.3, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  6001,  1000,  1361, | , -3.4, -2421.2, -47.790, |, 0.0
29.3, 0.2, | , 21.0, 0.0, 10.3, | ,  6000,  5931,  1000,  1224, | , -3.4, -2421.2, -46.448, |, 0.0
30.3, 0.2, | , 21.0, 0.0, 10.6, | ,  6000,  5890,  1000,  1135, | , -3.4, -2421.2, -45.602, |, 0.0
31.3, 0.2, | , 21.0, 0.0, 10.7, | ,  6000,  5862,  1000,  1070, | , -3.4, -2421.2, -45.006, |, 0.0
32.3, 0.2, | , 21.0, 0.0, 10.8, | ,  6000,  5844,  1000,  1031, | , -3.4, -2421.2, -44.631, |, 0.0
33.3, 0.2, | , 21.0, 0.0, 10.5, | ,  6000,  5831,  1000,  1008, | , -3.4, -2421.2, -44.398, |, 0.0
34.3, 0.2, | , 21.0, 0.0, 10.3, | ,  6000,  5824,  1000,   999, | , -3.4, -2421.6, -44.304, |, 0.0
35.3, 0.2, | , 21.0, 0.0, 11.3, | ,  6000,  5824,  1000,  1002, | , -3.4, -2420.7, -44.309, |, 0.0
36.3, 0.2, | , 21.0, 0.0, 10.9, | ,  6000,  5814,  1000,   989, | , -3.4, -2421.2, -44.166, |, 0.0
37.3, 0.2, | , 21.0, 0.0, 10.7, | ,  6000,  5820,  1000,   972, | , -3.4, -2421.2, -44.096, |, 0.0
38.4, 0.2, | , 21.0, 0.0, 10.7, | ,  6000,  5811,  1000,   972, | , -3.4, -2421.2, -44.038, |, 0.0
39.4, 0.2, | , 21.0, 0.0, 10.2, | ,  6000,  5814,  1000,   966, | , -3.4, -2420.7, -44.006, |, 0.0
40.4, 0.2, | , 21.0, 0.0, 11.0, | ,  6000,  5812,  1000,   991, | , -3.4, -2421.2, -44.167, |, 0.0
41.4, 0.2, | , 21.0, 0.0, 10.5, | ,  6000,  5816,  1000,   975, | , -3.4, -2421.2, -44.084, |, 0.0
42.4, 0.2, | , 21.0, 0.0, 11.0, | ,  6000,  5811,  1000,   986, | , -3.4, -2421.2, -44.126, |, 0.0
43.4, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5814,  1000,   991, | , -3.4, -2421.2, -44.182, |, 0.0
44.4, 0.1, | , 21.0, 0.0, 10.2, | ,  6000,  5814,  1000,   963, | , -3.4, -2421.2, -43.993, |, 0.0
45.4, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5811,  1000,   986, | , -3.4, -2421.2, -44.128, |, 0.0
46.4, 0.1, | , 21.0, 0.0, 11.1, | ,  6000,  5815,  1000,   988, | , -3.4, -2421.2, -44.167, |, 0.0
47.4, 0.1, | , 21.0, 0.0, 11.2, | ,  6000,  5816,  1000,   979, | , -3.4, -2420.7, -44.107, |, 0.0
48.4, 0.1, | , 21.0, 0.0, 10.7, | ,  6000,  5818,  1000,   986, | , -3.4, -2420.7, -44.166, |, 0.0
49.4, 0.1, | , 21.0, 0.0, 10.1, | ,  6000,  5813,  1000,   964, | , -3.4, -2420.7, -43.993, |, 0.0
50.5, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5809,  1000,   974, | , -3.4, -2421.2, -44.034, |, 0.0
51.5, 0.1, | , 21.0, 0.0, 10.9, | ,  6000,  5812,  1000,   973, | , -3.4, -2420.7, -44.040, |, 0.0
52.5, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5809,  1000,   982, | , -3.4, -2421.2, -44.085, |, 0.0
53.5, 0.1, | , 21.0, 0.0, 10.7, | ,  6000,  5816,  1000,   971, | , -3.4, -2420.7, -44.056, |, 0.0
54.5, 0.1, | , 21.0, 0.0, 10.6, | ,  6000,  5814,  1000,   987, | , -3.4, -2421.2, -44.156, |, 0.0
55.5, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5813,  1000,   978, | , -3.4, -2421.2, -44.084, |, 0.0
56.5, 0.1, | , 21.0, 0.0, 10.6, | ,  6000,  5810,  1000,   978, | , -3.4, -2421.2, -44.068, |, 0.0
57.5, 0.1, | , 21.0, 0.0, 11.3, | ,  6000,  5810,  1000,   982, | , -3.4, -2420.7, -44.082, |, 0.0
58.5, 0.1, | , 21.0, 0.0, 10.9, | ,  6000,  5815,  1000,   967, | , -3.4, -2420.7, -44.022, |, 0.0
59.5, 0.1, | , 21.0, 0.0, 10.4, | ,  6000,  5813,  1000,   975, | , -3.4, -2421.2, -44.069, |, 0.0
60.6, 0.1, | , 21.0, 0.0, 10.5, | ,  6000,  5814,  1000,   974, | , -3.4, -2421.2, -44.069, |, 0.0
61.6, 0.1, | , 21.0, 0.0, 11.5, | ,  6000,  5809,  1000,   971, | , -3.4, -2420.7, -44.008, |, 0.0
62.6, 0.1, | , 21.0, 0.0, 10.7, | ,  6000,  5815,  1000,   986, | , -3.4, -2421.2, -44.153, |, 0.0
63.6, 0.1, | , 21.0, 0.0, 10.9, | ,  6000,  5815,  1000,   989, | , -3.4, -2420.7, -44.163, |, 0.0
64.6, 0.1, | , 21.0, 0.0, 10.6, | ,  6000,  5815,  1000,   968, | , -3.4, -2421.2, -44.039, |, 0.0
65.6, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5813,  1000,   978, | , -3.4, -2421.2, -44.089, |, 0.0
66.6, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5814,  1000,   968, | , -3.4, -2421.2, -44.033, |, 0.0
67.6, 0.1, | , 21.0, 0.0, 10.2, | ,  6000,  5811,  1000,   969, | , -3.4, -2421.2, -44.016, |, 0.0
68.6, 0.1, | , 21.0, 0.0, 10.6, | ,  6000,  5810,  1000,   981, | , -3.4, -2421.2, -44.088, |, 0.0
69.6, 0.1, | , 21.0, 0.0, 10.2, | ,  6000,  5810,  1000,   979, | , -3.4, -2421.2, -44.078, |, 0.0
70.6, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5815,  1000,   975, | , -3.4, -2421.2, -44.083, |, 0.0
71.7, 0.1, | , 21.0, 0.0, 11.0, | ,  6000,  5807,  1000,   987, | , -3.4, -2421.2, -44.105, |, 0.0
72.7, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5817,  1000,   985, | , -3.4, -2420.3, -44.139, |, 0.0
73.7, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5818,  1000,   973, | , -3.4, -2421.2, -44.088, |, 0.0
74.7, 0.1, | , 21.0, 0.0, 10.1, | ,  6000,  5808,  1000,   985, | , -3.4, -2421.2, -44.100, |, 0.0
75.7, 0.1, | , 21.0, 0.0, 10.8, | ,  6000,  5807,  1000,   982, | , -3.4, -2421.2, -44.075, |, 0.0
76.7, 0.9, | , 21.0, 0.0, 10.9, | ,  6000,  5818,  1000,   971, | , -3.4, -2420.7, -44.066, |, 0.0
77.7, 1.5, | , 21.0, 0.0, 10.8, | ,  6000,  5823,  1000,  1013, | , -3.4, -2420.7, -44.373, |, 0.0
78.7, 2.1, | , 21.0, 0.0, 11.1, | ,  6000,  5820,  1000,  1011, | , -3.4, -2421.2, -44.349, |, 0.0
79.7, 2.7, | , 21.0, 0.0, 10.2, | ,  6000,  5826,  1000,  1018, | , -3.4, -2421.2, -44.430, |, 0.0
80.7, 3.3, | , 21.0, 0.0, 11.0, | ,  6000,  5782,  1000,  1010, | , -3.4, -2420.7, -44.086, |, 0.0
81.7, 3.8, | , 21.0, 0.0, 10.7, | ,  6000,  5745,  1000,  1016, | , -3.4, -2420.7, -43.889, |, 0.0
82.8, 4.4, | , 21.0, 0.0, 11.0, | ,  6000,  5782,  1000,   967, | , -3.4, -2420.7, -43.802, |, 0.0
83.8, 4.8, | , 21.0, 0.0, 10.8, | ,  6000,  5802,  1000,   636, | , -3.4, -2421.2, -41.797, |, 0.0
84.8, 5.4, | , 21.0, 0.0, 10.0, | ,  6000,  5810,  1000,   715, | , -3.4, -2421.2, -42.359, |, 0.0
85.8, 5.9, | , 21.0, 0.0, 10.9, | ,  6000,  5817,  1000,   854, | , -3.4, -2421.2, -43.311, |, 0.0
86.8, 6.5, | , 21.0, 0.0, 10.9, | ,  6000,  5824,  1000,   909, | , -3.4, -2421.2, -43.712, |, 0.0
87.8, 7.1, | , 21.0, 0.0, 10.5, | ,  6000,  5822,  1000,   953, | , -3.4, -2420.7, -43.977, |, 0.0
88.8, 7.6, | , 21.0, 0.0, 10.9, | ,  6000,  5827,  1000,   986, | , -3.4, -2421.2, -44.233, |, 0.0
89.8, 8.2, | , 21.0, 0.0, 10.1, | ,  6000,  5828,  1000,   988, | , -3.4, -2421.2, -44.251, |, 0.0
90.8, 8.8, | , 21.0, 0.0, 11.0, | ,  6000,  5825,  1000,  1016, | , -3.4, -2421.2, -44.415, |, 0.0
91.8, 9.3, | , 21.0, 0.0, 10.4, | ,  6000,  5830,  1000,  1011, | , -3.4, -2421.2, -44.408, |, 0.0
92.9, 9.8, | , 21.0, 0.0, 10.9, | ,  6000,  5829,  1000,  1016, | , -3.4, -2420.7, -44.425, |, 0.0
93.9, 10.5, | , 21.0, 0.0, 11.1, | ,  6000,  5826,  1000,  1013, | , -3.4, -2420.7, -44.395, |, 0.0
94.9, 11.0, | , 21.0, 0.0, 10.1, | ,  6000,  5832,  1000,  1017, | , -3.4, -2420.7, -44.460, |, 0.0
95.9, 11.5, | , 21.0, 0.0, 10.8, | ,  6000,  5829,  1000,  1031, | , -3.4, -2421.2, -44.530, |, 0.0
96.9, 12.0, | , 21.0, 0.0, 10.6, | ,  6000,  5826,  1000,  1036, | , -3.4, -2421.2, -44.548, |, 0.0
97.9, 12.6, | , 21.0, 0.0, 11.1, | ,  6000,  5829,  1000,  1029, | , -3.4, -2420.3, -44.506, |, 0.0
98.9, 13.1, | , 21.0, 0.0, 10.5, | ,  6000,  5827,  1000,  1017, | , -3.4, -2420.7, -44.427, |, 0.0
99.9, 13.7, | , 21.0, 0.0, 10.2, | ,  6000,  5832,  1000,  1027, | , -3.4, -2421.2, -44.530, |, 0.0
100.9, 14.2, | , 21.0, 0.0, 10.9, | ,  6000,  5825,  1000,  1027, | , -3.4, -2420.7, -44.481, |, 0.0
101.9, 14.8, | , 21.0, 0.0, 11.2, | ,  6000,  5831,  1000,  1038, | , -3.4, -2420.7, -44.581, |, 0.0
103.0, 15.3, | , 21.0, 0.0, 10.8, | ,  6000,  5828,  1000,  1036, | , -3.4, -2421.2, -44.560, |, 0.0
104.0, 15.8, | , 21.0, 0.0, 10.5, | ,  6000,  5832,  1000,  1032, | , -3.4, -2421.2, -44.563, |, 0.0
105.0, 16.5, | , 21.0, 0.0, 10.4, | ,  6000,  5827,  1000,  1020, | , -3.4, -2421.2, -44.448, |, 0.0
106.0, 16.9, | , 21.0, 0.0, 10.8, | ,  6000,  5829,  1000,  1020, | , -3.4, -2421.2, -44.468, |, 0.0
107.0, 17.5, | , 21.0, 0.0, 11.2, | ,  6000,  5832,  1000,  1027, | , -3.4, -2421.2, -44.532, |, 0.0
108.0, 18.0, | , 21.0, 0.0, 11.1, | ,  6000,  5834,  1000,  1023, | , -3.4, -2420.7, -44.513, |, 0.0
109.0, 18.5, | , 21.0, 0.0, 11.0, | ,  6000,  5828,  1000,  1038, | , -3.4, -2420.7, -44.562, |, 0.0
110.0, 19.0, | , 21.0, 0.0, 10.0, | ,  6000,  5832,  1000,  1007, | , -3.4, -2421.2, -44.397, |, 0.0
111.0, 19.4, | , 21.0, 0.0, 11.0, | ,  6000,  5833,  1000,  1020, | , -3.4, -2420.7, -44.484, |, 0.0
112.0, 19.9, | , 21.0, 0.0, 11.1, | ,  6000,  5825,  1000,  1022, | , -3.4, -2420.7, -44.445, |, 0.0
113.1, 20.1, | , 21.0, 0.0, 11.1, | ,  6000,  5825,  1000,  1024, | , -3.4, -2420.3, -44.451, |, 0.0
114.1, 20.1, | , 21.0, 0.0, 10.6, | ,  6000,  5820,  1000,  1008, | , -3.4, -2420.7, -44.321, |, 0.0
115.1, 20.0, | , 21.0, 0.0, 10.1, | ,  6000,  5817,  1000,   979, | , -3.4, -2420.7, -44.111, |, 0.0
116.1, 20.1, | , 21.0, 0.0, 11.3, | ,  6000,  5821,  1000,   990, | , -3.4, -2420.7, -44.210, |, 0.0
117.1, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5816,  1000,   990, | , -3.4, -2421.2, -44.182, |, 0.0
118.1, 20.1, | , 21.0, 0.0, 10.8, | ,  6000,  5813,  1000,   990, | , -3.4, -2420.7, -44.157, |, 0.0
119.1, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5814,  1000,   960, | , -3.4, -2421.2, -43.977, |, 0.0
120.1, 20.0, | , 21.0, 0.0, 10.2, | ,  6000,  5812,  1000,   982, | , -3.4, -2421.2, -44.106, |, 0.0
121.1, 20.1, | , 21.0, 0.0, 11.3, | ,  6000,  5812,  1000,   984, | , -3.4, -2421.2, -44.117, |, 0.0
122.1, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5814,  1000,   967, | , -3.4, -2421.2, -44.021, |, 0.0
123.2, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5810,  1000,   977, | , -3.4, -2420.7, -44.053, |, 0.0
124.2, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5814,  1000,   966, | , -3.4, -2421.2, -44.016, |, 0.0
125.2, 20.1, | , 21.0, 0.0, 9.8, | ,  6000,  5816,  1000,   987, | , -3.4, -2421.2, -44.168, |, 0.0
126.2, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5813,  1000,   975, | , -3.4, -2421.2, -44.062, |, 0.0
127.2, 20.1, | , 21.0, 0.0, 7.1, | ,  6000,  5816,  1000,   968, | , -3.4, -2420.7, -44.038, |, 0.0
128.2, 20.0, | , 21.0, 0.0, 11.1, | ,  6000,  5811,  1000,   981, | , -3.4, -2421.2, -44.090, |, 0.0
129.2, 20.0, | , 21.0, 0.0, 11.1, | ,  6000,  5808,  1000,   986, | , -3.4, -2421.2, -44.112, |, 0.0
130.2, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5812,  1000,   973, | , -3.4, -2421.2, -44.049, |, 0.0
131.2, 20.1, | , 21.0, 0.0, 11.3, | ,  6000,  5816,  1000,   971, | , -3.4, -2420.3, -44.050, |, 0.0
132.2, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5811,  1000,   982, | , -3.4, -2421.2, -44.103, |, 0.0
133.2, 20.0, | , 21.0, 0.0, 11.0, | ,  6000,  5815,  1000,   975, | , -3.4, -2420.7, -44.075, |, 0.0
134.3, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5815,  1000,   968, | , -3.4, -2421.2, -44.035, |, 0.0
135.3, 20.0, | , 21.0, 0.0, 10.0, | ,  6000,  5818,  1000,   982, | , -3.4, -2421.2, -44.141, |, 0.0
136.3, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5816,  1000,   979, | , -3.4, -2421.2, -44.115, |, 0.0
137.3, 20.1, | , 21.0, 0.0, 10.8, | ,  6000,  5811,  1000,   966, | , -3.4, -2420.7, -43.989, |, 0.0
138.3, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5816,  1000,   981, | , -3.4, -2420.7, -44.117, |, 0.0
139.3, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5812,  1000,   975, | , -3.4, -2421.2, -44.065, |, 0.0
140.3, 20.0, | , 21.0, 0.0, 10.2, | ,  6000,  5811,  1000,   993, | , -3.4, -2420.7, -44.164, |, 0.0
141.3, 20.1, | , 21.0, 0.0, 11.1, | ,  6000,  5815,  1000,   986, | , -3.4, -2421.2, -44.155, |, 0.0
142.3, 20.1, | , 21.0, 0.0, 11.0, | ,  6000,  5815,  1000,   981, | , -3.4, -2420.7, -44.111, |, 0.0
143.3, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5817,  1000,   986, | , -3.4, -2421.2, -44.160, |, 0.0
144.4, 20.0, | , 21.0, 0.0, 11.1, | ,  6000,  5813,  1000,   967, | , -3.4, -2421.2, -44.022, |, 0.0
145.4, 20.0, | , 21.0, 0.0, 10.3, | ,  6000,  5813,  1000,   983, | , -3.4, -2420.7, -44.116, |, 0.0
146.4, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5817,  1000,   991, | , -3.4, -2420.7, -44.190, |, 0.0
147.4, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5812,  1000,   982, | , -3.4, -2421.2, -44.104, |, 0.0
148.4, 20.1, | , 21.0, 0.0, 11.1, | ,  6000,  5812,  1000,   990, | , -3.4, -2420.7, -44.147, |, 0.0
149.4, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5808,  1000,   975, | , -3.4, -2420.7, -44.032, |, 0.0
150.4, 20.0, | , 21.0, 0.0, 9.9, | ,  6000,  5815,  1000,   985, | , -3.4, -2421.2, -44.147, |, 0.0
151.4, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5814,  1000,   966, | , -3.4, -2421.2, -44.016, |, 0.0
152.4, 20.1, | , 21.0, 0.0, 11.1, | ,  6000,  5814,  1000,   975, | , -3.4, -2421.2, -44.074, |, 0.0
153.4, 20.0, | , 21.0, 0.0, 10.6, | ,  6000,  5814,  1000,   972, | , -3.4, -2420.7, -44.051, |, 0.0
154.4, 20.0, | , 21.0, 0.0, 11.2, | ,  6000,  5811,  1000,   969, | , -3.4, -2420.7, -44.010, |, 0.0
155.5, 20.0, | , 21.0, 0.0, 10.0, | ,  6000,  5815,  1000,   986, | , -3.4, -2421.2, -44.153, |, 0.0
156.5, 20.1, | , 21.0, 0.0, 11.7, | ,  6000,  5807,  1000,   982, | , -3.4, -2421.2, -44.078, |, 0.0
157.5, 20.0, | , 21.0, 0.0, 10.6, | ,  6000,  5816,  1000,   960, | , -3.4, -2421.2, -43.989, |, 0.0
158.5, 20.0, | , 21.0, 0.0, 11.1, | ,  6000,  5815,  1000,   977, | , -3.4, -2421.2, -44.094, |, 0.0
159.5, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5814,  1000,   984, | , -3.4, -2420.7, -44.124, |, 0.0
160.5, 20.1, | , 21.0, 0.0, 10.4, | ,  6000,  5815,  1000,   965, | , -3.4, -2421.2, -44.017, |, 0.0
161.5, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5812,  1000,   984, | , -3.4, -2420.7, -44.113, |, 0.0
162.5, 20.0, | , 21.0, 0.0, 10.6, | ,  6000,  5814,  1000,   986, | , -3.4, -2420.7, -44.141, |, 0.0
163.5, 20.1, | , 21.0, 0.0, 11.4, | ,  6000,  5818,  1000,   976, | , -3.4, -2421.2, -44.105, |, 0.0
164.5, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5814,  1000,   967, | , -3.4, -2420.7, -44.011, |, 0.0
165.5, 20.0, | , 21.0, 0.0, 10.1, | ,  6000,  5815,  1000,   967, | , -3.4, -2421.2, -44.025, |, 0.0
166.6, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5812,  1000,   976, | , -3.4, -2421.2, -44.068, |, 0.0
167.6, 20.1, | , 21.0, 0.0, 11.1, | ,  6000,  5815,  1000,   962, | , -3.4, -2420.7, -43.988, |, 0.0
168.6, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5817,  1000,   974, | , -3.4, -2420.7, -44.075, |, 0.0
169.6, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5809,  1000,   990, | , -3.4, -2420.7, -44.136, |, 0.0
170.6, 20.1, | , 21.0, 0.0, 10.5, | ,  6000,  5814,  1000,   988, | , -3.4, -2420.7, -44.149, |, 0.0
171.6, 20.1, | , 21.0, 0.0, 10.6, | ,  6000,  5815,  1000,   993, | , -3.4, -2421.2, -44.194, |, 0.0
172.6, 20.0, | , 21.0, 0.0, 10.8, | ,  6000,  5809,  1000,   978, | , -3.4, -2420.7, -44.055, |, 0.0
173.6, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5811,  1000,   986, | , -3.4, -2420.7, -44.118, |, 0.0
174.6, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5815,  1000,   968, | , -3.4, -2420.7, -44.029, |, 0.0
175.6, 20.1, | , 21.0, 0.0, 10.8, | ,  6000,  5816,  1000,   965, | , -3.4, -2421.2, -44.023, |, 0.0
176.6, 20.0, | , 21.0, 0.0, 10.7, | ,  6000,  5814,  1000,   990, | , -3.4, -2421.2, -44.169, |, 0.0
177.7, 20.0, | , 21.0, 0.0, 10.9, | ,  6000,  5816,  1000,   975, | , -3.4, -2421.2, -44.086, |, 0.0
178.7, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5808,  1000,   981, | , -3.4, -2420.3, -44.058, |, 0.0
179.7, 20.0, | , 21.0, 0.0, 11.0, | ,  6000,  5809,  1000,   970, | , -3.4, -2420.7, -43.999, |, 0.0
180.7, 20.0, | , 21.0, 0.0, 9.9, | ,  6000,  5815,  1000,   985, | , -3.4, -2421.2, -44.143, |, 0.0
181.7, 20.0, | , 21.0, 0.0, 11.0, | ,  6000,  5812,  1000,   966, | , -3.4, -2420.7, -43.991, |, 0.0
182.7, 20.1, | , 21.0, 0.0, 11.2, | ,  6000,  5814,  1000,   967, | , -3.4, -2421.2, -44.021, |, 0.0
183.7, 20.0, | , 21.0, 0.0, 10.6, | ,  6000,  5812,  1000,   976, | , -3.4, -2421.2, -44.066, |, 0.0
184.7, 20.0, | , 21.0, 0.0, 11.2, | ,  6000,  5812,  1000,   986, | , -3.4, -2420.7, -44.120, |, 0.0
185.7, 20.0, | , 21.0, 0.0, 9.9, | ,  6000,  5809,  1000,   985, | , -3.4, -2421.2, -44.106, |, 0.0
186.7, 20.0, | , 21.0, 0.0, 11.0, | ,  6000,  5818,  1000,   983, | , -3.4, -2421.2, -44.151, |, 0.0
187.8, 20.0, | , 21.0, 0.0, 10.5, | ,  6000,  5809,  1000,   978, | , -3.4, -2421.2, -44.060, |, 0.0
188.8, 20.0, | , 21.0, 0.0, 11.1, | ,  6000,  5810,  1000,   988, | , -3.4, -2421.2, -44.132, |, 0.0
189.8, 20.0, | , 21.0, 0.0, 11.3, | ,  6000,  5808,  1000,   982, | , -3.4, -2420.7, -44.073, |, 0.0
190.8, 20.0, | , 21.0, 0.0, 10.3, | ,  6000,  5807,  1000,   963, | , -3.4, -2421.2, -43.950, |, 0.0
