# Configuration: 
#          DeviceName:  U6
#          HardwareVersion:  2.00
#          VersionInfo:  4
#          BootloaderVersion:  6.15
#          LocalID:  1
#          SerialNumber:  360012638
#          FirmwareVersion:  1.43
#          ProductID:  6
# Catalyst: Catalyst_Description: BCA512-2017-08-29-B, small cup, 1wt% Ru by wet impreg
# Catalyst mass: 1.208000 
filename: BCA512_2017-09-05-01.txt 
current working directory: /home/research/python/diff-react-2017-09-05 
Catalyst_Description: BCA512-2017-08-29-B, small cup, 1wt% Ru by wet impreg
Notes: final point in recent series of compositions

********** Start test **********


Elapsed time, Pressure, | , LJtemp(C), Inner-Temp, Outer-Temp, | , N2-set, N2-flow, H2-set, H2-flow, | , pH, NH3_ppm, NH3_Prod_rate, |, In222Temp
51.5, -0.0, | , 22.5, 0.0, 11.4, | ,  3000,  2905,     0,  -128, | , -3.4, -2423.3, -13.696, |, 0.0
52.5, -0.0, | , 22.5, 0.0, 12.8, | ,  3000,  2906,     0,  -149, | , -3.4, -2422.0, -13.592, |, 0.0
53.5, -0.0, | , 22.5, 0.0, 6.5, | ,  3000,  2906,     0,  -141, | , -3.4, -2422.9, -13.634, |, 0.0
54.5, -0.0, | , 22.5, 0.0, 6.9, | ,  3000,  2900,     0,  -148, | , -3.4, -2423.3, -13.574, |, 0.0
55.5, -0.1, | , 22.5, 0.0, 6.2, | ,  3000,  2906,     0,  -144, | , -3.4, -2423.3, -13.621, |, 0.0
56.5, -0.0, | , 22.5, 0.0, 11.9, | ,  3000,  2908,     0,  -140, | , -3.4, -2422.0, -13.641, |, 0.0
57.6, -0.0, | , 22.5, 0.0, 12.5, | ,  3000,  2908,     0,  -135, | , -3.4, -2422.0, -13.668, |, 0.0
58.6, -0.1, | , 22.5, 0.0, 12.5, | ,  3000,  2900,     0,  -156, | , -3.4, -2422.0, -13.525, |, 0.0
59.6, -0.0, | , 22.5, 0.0, 12.4, | ,  3000,  2904,     0,  -151, | , -3.4, -2422.0, -13.571, |, 0.0
60.6, -0.1, | , 22.5, 0.0, 12.6, | ,  3000,  2902,     0,  -135, | , -3.4, -2422.0, -13.642, |, 0.0
61.6, -0.1, | , 22.5, 0.0, 11.4, | ,  3000,  2902,     0,  -138, | , -3.4, -2422.0, -13.623, |, 0.0
62.6, -0.0, | , 22.5, 0.0, 12.9, | ,  3000,  2906,     0,  -139, | , -3.4, -2422.0, -13.637, |, 0.0
63.6, -0.1, | , 22.5, 0.0, 12.6, | ,  3000,  2901,     0,  -142, | , -3.4, -2422.0, -13.599, |, 0.0
64.6, -0.0, | , 22.5, 0.0, 12.5, | ,  3000,  2905,     0,  -132, | , -3.4, -2422.5, -13.670, |, 0.0
65.6, -0.1, | , 22.5, 0.0, 12.4, | ,  3000,  2903,     0,  -131, | , -3.4, -2422.0, -13.662, |, 0.0
66.6, -0.0, | , 22.5, 0.0, 12.1, | ,  3000,  2906,     0,  -139, | , -3.4, -2422.0, -13.643, |, 0.0
67.7, -0.0, | , 22.5, 0.0, 12.6, | ,  3000,  2904,     0,  -145, | , -3.4, -2422.0, -13.602, |, 0.0
68.7, -0.1, | , 22.5, 0.0, 12.3, | ,  3000,  2904,     0,  -134, | , -3.4, -2422.5, -13.659, |, 0.0
69.7, -0.0, | , 22.5, 0.0, 12.8, | ,  3000,  2902,     0,  -141, | , -3.4, -2422.0, -13.608, |, 0.0
70.7, -0.1, | , 22.5, 0.0, 12.7, | ,  3000,  2905,     0,  -142, | , -3.4, -2422.0, -13.621, |, 0.0
71.7, -0.0, | , 22.5, 0.0, 11.5, | ,  3000,  2901,     0,  -136, | , -3.4, -2422.5, -13.632, |, 0.0
72.7, -0.1, | , 22.5, 0.0, 11.2, | ,  3000,  2904,     0,  -138, | , -3.4, -2422.9, -13.641, |, 0.0
73.7, 0.0, | , 22.5, 0.0, 5.7, | ,  3000,  2900,     0,  -135, | , -3.4, -2423.3, -13.637, |, 0.0
74.7, -0.0, | , 22.5, 0.0, 7.7, | ,  3000,  2909,     0,  -145, | , -3.4, -2422.0, -13.627, |, 0.0
75.7, -0.0, | , 22.5, 0.0, 5.0, | ,  3000,  2902,     0,  -140, | , -3.4, -2422.5, -13.614, |, 0.0
76.7, -0.0, | , 22.5, 0.0, 11.8, | ,  3000,  2909,     0,  -141, | , -3.4, -2422.0, -13.642, |, 0.0
77.7, -0.0, | , 22.5, 0.0, 12.1, | ,  3000,  2906,     0,  -153, | , -3.4, -2422.5, -13.574, |, 0.0
78.8, -0.0, | , 22.5, 0.0, 11.6, | ,  3000,  2908,     0,  -150, | , -3.4, -2422.5, -13.596, |, 0.0
79.8, 0.0, | , 22.5, 0.0, 10.8, | ,  3000,  2906,     0,  -154, | , -3.4, -2422.9, -13.574, |, 0.0
80.8, -0.0, | , 22.5, 0.0, 9.8, | ,  3000,  2911,     0,  -134, | , -3.4, -2422.9, -13.693, |, 0.0
81.8, -0.0, | , 22.5, 0.0, 11.9, | ,  3000,  2904,     0,  -151, | , -3.4, -2422.0, -13.570, |, 0.0
82.8, -0.1, | , 22.5, 0.0, 11.1, | ,  3000,  2907,     0,  -145, | , -3.4, -2422.0, -13.616, |, 0.0
83.8, -0.0, | , 22.5, 0.0, 11.7, | ,  3000,  2906,     0,  -157, | , -3.4, -2422.0, -13.546, |, 0.0
84.8, 0.4, | , 22.5, 0.0, 11.4, | ,  3000,  2908,     0,  -150, | , -3.4, -2422.0, -13.598, |, 0.0
85.8, 0.7, | , 22.5, 0.0, 11.4, | ,  3000,  2906,     0,  -157, | , -3.4, -2422.0, -13.550, |, 0.0
86.8, 1.0, | , 22.5, 0.0, 11.6, | ,  3000,  2906,     0,  -134, | , -3.4, -2422.5, -13.667, |, 0.0
87.8, 1.2, | , 22.5, 0.0, 11.4, | ,  3000,  2904,     0,  -157, | , -3.4, -2422.5, -13.543, |, 0.0
88.8, 1.5, | , 22.5, 0.0, 11.2, | ,  3000,  2909,     0,  -147, | , -3.4, -2422.0, -13.616, |, 0.0
89.8, 1.8, | , 22.5, 0.0, 11.7, | ,  3000,  2911,     0,  -156, | , -3.4, -2422.5, -13.581, |, 0.0
90.9, 2.0, | , 22.5, 0.0, 11.3, | ,  3000,  2911,     0,  -127, | , -3.4, -2422.5, -13.722, |, 0.0
91.9, 2.3, | , 22.5, 0.0, 11.7, | ,  3000,  2903,     0,  -141, | , -3.4, -2422.5, -13.618, |, 0.0
92.9, 2.5, | , 22.5, 0.0, 11.2, | ,  3000,  2908,     0,  -138, | , -3.4, -2422.5, -13.657, |, 0.0
93.9, 2.8, | , 22.5, 0.0, 11.5, | ,  3000,  2910,     0,  -147, | , -3.4, -2422.0, -13.620, |, 0.0
94.9, 3.0, | , 22.5, 0.0, 10.5, | ,  3000,  2910,     0,  -146, | , -3.4, -2422.9, -13.626, |, 0.0
95.9, 3.3, | , 22.5, 0.0, 11.8, | ,  3000,  2913,     0,  -142, | , -3.4, -2422.5, -13.657, |, 0.0
96.9, 3.5, | , 22.5, 0.0, 11.8, | ,  3000,  2909,     0,  -134, | , -3.4, -2422.5, -13.683, |, 0.0
97.9, 3.8, | , 22.5, 0.0, 2.6, | ,  3000,  2904,  1000,  -146, | , -3.4, -2424.2, -13.607, |, 0.0
98.9, 4.2, | , 22.5, 0.0, 11.4, | ,  3000,  2909,  1000,  1177, | , -3.4, -2422.0, -20.148, |, 0.0
99.9, 4.5, | , 22.5, 0.0, 11.0, | ,  3000,  2909,  1000,  1010, | , -3.4, -2422.5, -19.325, |, 0.0
100.9, 4.9, | , 22.5, 0.0, 11.4, | ,  3000,  2905,  1000,  1002, | , -3.4, -2422.0, -19.263, |, 0.0
101.9, 5.2, | , 22.5, 0.0, 11.8, | ,  3000,  2905,  1000,  1012, | , -3.4, -2422.0, -19.315, |, 0.0
102.9, 5.5, | , 22.5, 0.0, 10.3, | ,  3000,  2910,  1000,  1010, | , -3.4, -2422.0, -19.330, |, 0.0
104.0, 5.9, | , 22.5, 0.0, 11.5, | ,  3000,  2909,  1000,   995, | , -3.4, -2422.5, -19.253, |, 0.0
105.0, 6.3, | , 22.6, 0.0, 11.5, | ,  3000,  2907,  1000,  1005, | , -3.4, -2422.5, -19.294, |, 0.0
106.0, 6.5, | , 22.6, 0.0, 11.7, | ,  3000,  2864,  1000,   994, | , -3.4, -2422.0, -19.023, |, 0.0
107.0, 6.9, | , 22.5, 0.0, 0.8, | ,  3000,  2873,  1000,  1003, | , -3.4, -2424.2, -19.129, |, 0.0
108.0, 7.2, | , 22.6, 0.0, 11.4, | ,  3000,  2889,  1000,   986, | , -3.4, -2422.0, -19.108, |, 0.0
109.0, 7.5, | , 22.6, 0.0, 11.6, | ,  3000,  2894,  1000,   824, | , -3.4, -2422.0, -18.332, |, 0.0
110.0, 7.9, | , 22.6, 0.0, 11.9, | ,  3000,  2902,  1000,   989, | , -3.4, -2422.0, -19.181, |, 0.0
111.0, 8.2, | , 22.6, 0.0, 11.5, | ,  3000,  2907,  1000,   977, | , -3.4, -2422.5, -19.151, |, 0.0
112.0, 8.5, | , 22.6, 0.0, 11.4, | ,  3000,  2905,  1000,   980, | , -3.4, -2422.5, -19.159, |, 0.0
113.0, 8.9, | , 22.6, 0.0, 11.8, | ,  3000,  2915,  1000,   984, | , -3.4, -2422.5, -19.225, |, 0.0
114.0, 9.2, | , 22.6, 0.0, 11.6, | ,  3000,  2913,  1000,  1005, | , -3.4, -2422.0, -19.313, |, 0.0
115.1, 9.5, | , 22.6, 0.0, 10.5, | ,  3000,  2911,  1000,  1002, | , -3.4, -2422.5, -19.299, |, 0.0
116.1, 9.8, | , 22.6, 0.0, 11.7, | ,  3000,  2911,  1000,  1012, | , -3.4, -2422.5, -19.342, |, 0.0
117.1, 10.2, | , 22.6, 0.0, 9.9, | ,  3000,  2905,  1000,  1003, | , -3.4, -2422.0, -19.268, |, 0.0
118.1, 10.5, | , 22.6, 0.0, 11.7, | ,  3000,  2912,  1000,   997, | , -3.4, -2422.5, -19.280, |, 0.0
119.1, 10.9, | , 22.6, 0.0, 11.6, | ,  3000,  2912,  1000,  1023, | , -3.4, -2422.0, -19.403, |, 0.0
120.1, 11.3, | , 22.6, 0.0, 12.0, | ,  3000,  2909,  1000,  1014, | , -3.4, -2422.5, -19.345, |, 0.0
121.1, 11.6, | , 22.6, 0.0, 11.7, | ,  3000,  2908,  1000,  1010, | , -3.4, -2422.0, -19.315, |, 0.0
122.1, 11.9, | , 22.6, 0.0, 11.5, | ,  3000,  2906,  1000,  1001, | , -3.4, -2422.5, -19.264, |, 0.0
123.1, 12.2, | , 22.6, 0.0, 11.9, | ,  3000,  2915,  1000,  1003, | , -3.4, -2422.5, -19.321, |, 0.0
124.1, 12.5, | , 22.6, 0.0, 11.0, | ,  3000,  2913,  1000,  1007, | , -3.4, -2422.5, -19.328, |, 0.0
125.1, 12.9, | , 22.6, 0.0, 11.7, | ,  3000,  2908,  1000,  1017, | , -3.4, -2422.0, -19.351, |, 0.0
126.1, 13.2, | , 22.6, 0.0, 11.8, | ,  3000,  2908,  1000,  1003, | , -3.4, -2422.5, -19.287, |, 0.0
127.1, 13.5, | , 22.6, 0.0, 11.7, | ,  3000,  2910,  1000,   993, | , -3.4, -2422.5, -19.246, |, 0.0
128.1, 13.9, | , 22.6, 0.0, 12.2, | ,  3000,  2913,  1000,  1005, | , -3.4, -2422.0, -19.320, |, 0.0
129.2, 14.2, | , 22.6, 0.0, 12.2, | ,  3000,  2909,  1000,  1005, | , -3.4, -2422.0, -19.298, |, 0.0
130.2, 14.5, | , 22.6, 0.0, 11.7, | ,  3000,  2909,  1000,   992, | , -3.4, -2422.0, -19.231, |, 0.0
131.2, 14.8, | , 22.6, 0.0, 5.7, | ,  3000,  2906,  1000,  1008, | , -3.4, -2423.3, -19.306, |, 0.0
132.2, 15.2, | , 22.6, 0.0, 11.3, | ,  3000,  2911,  1000,  1008, | , -3.4, -2422.5, -19.328, |, 0.0
133.2, 15.4, | , 22.6, 0.0, 11.9, | ,  3000,  2909,  1000,  1002, | , -3.4, -2422.5, -19.285, |, 0.0
134.2, 15.7, | , 22.6, 0.0, 11.1, | ,  3000,  2911,  1000,   996, | , -3.4, -2422.5, -19.264, |, 0.0
135.2, 16.0, | , 22.6, 0.0, 12.1, | ,  3000,  2910,  1000,  1012, | , -3.4, -2422.0, -19.337, |, 0.0
136.2, 16.4, | , 22.6, 0.0, 12.0, | ,  3000,  2910,  1000,  1006, | , -3.4, -2422.0, -19.308, |, 0.0
137.2, 16.7, | , 22.6, 0.0, 11.8, | ,  3000,  2904,  1000,  1011, | , -3.4, -2422.0, -19.304, |, 0.0
138.2, 17.0, | , 22.6, 0.0, 12.7, | ,  3000,  2905,  1000,  1009, | , -3.4, -2422.5, -19.303, |, 0.0
139.2, 17.3, | , 22.6, 0.0, 13.6, | ,  3000,  2911,  1000,  1009, | , -3.4, -2422.0, -19.330, |, 0.0
140.3, 17.7, | , 22.6, 0.0, 12.9, | ,  3000,  2911,  1000,  1015, | , -3.4, -2422.0, -19.358, |, 0.0
141.3, 17.9, | , 22.6, 0.0, 13.0, | ,  3000,  2914,  1000,   990, | , -3.4, -2422.0, -19.244, |, 0.0
142.3, 18.2, | , 22.6, 0.0, 12.4, | ,  3000,  2906,  1000,  1016, | , -3.4, -2422.5, -19.341, |, 0.0
143.3, 18.6, | , 22.6, 0.0, 13.2, | ,  3000,  2911,  1000,  1001, | , -3.4, -2422.0, -19.288, |, 0.0
144.3, 18.9, | , 22.6, 0.0, 13.1, | ,  3000,  2913,  1000,  1005, | , -3.4, -2421.6, -19.314, |, 0.0
145.3, 19.1, | , 22.6, 0.0, 12.7, | ,  3000,  2905,  1000,  1008, | , -3.4, -2422.0, -19.293, |, 0.0
146.3, 19.5, | , 22.6, 0.0, 13.1, | ,  3000,  2909,  1000,   991, | , -3.4, -2422.0, -19.227, |, 0.0
147.3, 19.8, | , 22.6, 0.0, 12.3, | ,  3000,  2908,  1000,  1015, | , -3.4, -2422.0, -19.342, |, 0.0
148.3, 20.0, | , 22.6, 0.0, 12.6, | ,  3000,  2904,  1000,  1003, | , -3.4, -2422.0, -19.265, |, 0.0
149.3, 20.2, | , 22.6, 0.0, 12.2, | ,  3000,  2901,  1000,  1012, | , -3.4, -2421.6, -19.289, |, 0.0
150.4, 20.3, | , 22.6, 0.0, 13.0, | ,  3000,  2909,  1000,  1011, | , -3.4, -2422.0, -19.329, |, 0.0
151.4, 20.4, | , 22.6, 0.0, 12.6, | ,  3000,  2906,  1000,   996, | , -3.4, -2421.6, -19.233, |, 0.0
152.4, 20.4, | , 22.6, 0.0, 9.4, | ,  3000,  2901,  1000,   976, | , -3.4, -2422.0, -19.117, |, 0.0
153.4, 20.3, | , 22.6, 0.0, 12.7, | ,  3000,  2910,  1000,   963, | , -3.4, -2422.0, -19.097, |, 0.0
154.4, 20.4, | , 22.6, 0.0, 13.1, | ,  3000,  2908,  1000,   975, | , -3.4, -2421.6, -19.141, |, 0.0
155.4, 20.4, | , 22.6, 0.0, 12.9, | ,  3000,  2906,  1000,   964, | , -3.4, -2422.0, -19.080, |, 0.0
156.4, 20.3, | , 22.6, 0.0, 12.5, | ,  3000,  2898,  1000,   967, | , -3.4, -2422.0, -19.055, |, 0.0
157.4, 20.4, | , 22.6, 0.0, 12.3, | ,  3000,  2900,  1000,   960, | , -3.4, -2422.9, -19.038, |, 0.0
158.4, 20.5, | , 22.6, 0.0, 4.1, | ,  3000,  2898,  1000,   963, | , -3.4, -2423.3, -19.047, |, 0.0
159.4, 20.4, | , 22.6, 0.0, 11.4, | ,  3000,  2905,  1000,   985, | , -3.4, -2422.9, -19.185, |, 0.0
160.5, 20.5, | , 22.7, 0.0, 8.8, | ,  3000,  2906,  1000,   970, | , -3.4, -2422.9, -19.114, |, 0.0
161.5, 20.5, | , 22.6, 0.0, 7.1, | ,  3000,  2902,  1000,   961, | , -3.4, -2422.0, -19.048, |, 0.0
162.5, 20.4, | , 22.7, 0.0, 11.8, | ,  3000,  2907,  1000,   977, | , -3.4, -2423.3, -19.161, |, 0.0
163.5, 20.3, | , 22.7, 0.0, 12.2, | ,  3000,  2900,  1000,   976, | , -3.4, -2422.0, -19.112, |, 0.0
164.5, 20.5, | , 22.7, 0.0, 8.0, | ,  3000,  2900,  1000,   980, | , -3.4, -2422.5, -19.134, |, 0.0
165.5, 20.4, | , 22.7, 0.0, 12.7, | ,  3000,  2912,  1000,   982, | , -3.4, -2422.0, -19.203, |, 0.0
166.5, 20.3, | , 22.7, 0.0, 12.7, | ,  3000,  2909,  1000,   974, | , -3.4, -2422.0, -19.143, |, 0.0
167.5, 20.5, | , 22.7, 0.0, 12.3, | ,  3000,  2908,  1000,   974, | , -3.4, -2422.9, -19.146, |, 0.0
168.5, 20.5, | , 22.7, 0.0, 11.2, | ,  3000,  2904,  1000,   979, | , -3.4, -2421.6, -19.142, |, 0.0
169.5, 20.3, | , 22.7, 0.0, 12.4, | ,  3000,  2908,  1000,   962, | , -3.4, -2422.0, -19.080, |, 0.0
170.6, 20.3, | , 22.7, 0.0, 11.7, | ,  3000,  2907,  1000,   967, | , -3.4, -2422.0, -19.102, |, 0.0
171.6, 20.4, | , 22.7, 0.0, 12.3, | ,  3000,  2908,  1000,   982, | , -3.4, -2422.0, -19.175, |, 0.0
172.6, 20.3, | , 22.7, 0.0, 12.3, | ,  3000,  2909,  1000,   977, | , -3.4, -2422.0, -19.157, |, 0.0
173.6, 20.3, | , 22.7, 0.0, 12.9, | ,  3000,  2905,  1000,   984, | , -3.4, -2422.5, -19.178, |, 0.0
174.6, 20.3, | , 22.7, 0.0, 12.7, | ,  3000,  2904,  1000,   975, | , -3.4, -2422.5, -19.129, |, 0.0
175.6, 20.4, | , 22.7, 0.0, 11.5, | ,  3000,  2898,  1000,   976, | , -3.4, -2422.0, -19.103, |, 0.0
176.6, 20.4, | , 22.7, 0.0, 12.1, | ,  3000,  2907,  1000,   966, | , -3.4, -2422.0, -19.093, |, 0.0
177.6, 20.3, | , 22.7, 0.0, 12.6, | ,  3000,  2903,  1000,   988, | , -3.4, -2422.0, -19.183, |, 0.0
178.6, 20.4, | , 22.7, 0.0, 12.9, | ,  3000,  2907,  1000,   969, | , -3.4, -2422.0, -19.110, |, 0.0
179.7, 20.4, | , 22.7, 0.0, 12.2, | ,  3000,  2901,  1000,   960, | , -3.4, -2422.9, -19.044, |, 0.0
180.7, 20.3, | , 22.7, 0.0, 11.9, | ,  3000,  2901,  1000,   990, | , -3.4, -2422.5, -19.189, |, 0.0
181.7, 20.3, | , 22.7, 0.0, 12.9, | ,  3000,  2903,  1000,   983, | , -3.4, -2422.0, -19.163, |, 0.0
182.7, 20.3, | , 22.7, 0.0, 12.6, | ,  3000,  2904,  1000,   963, | , -3.4, -2422.0, -19.063, |, 0.0
183.7, 20.3, | , 22.7, 0.0, 12.1, | ,  3000,  2906,  1000,   971, | , -3.4, -2421.6, -19.111, |, 0.0
184.7, 20.3, | , 22.7, 0.0, 12.8, | ,  3000,  2903,  1000,   971, | , -3.4, -2422.0, -19.101, |, 0.0
185.7, 20.3, | , 22.7, 0.0, 12.1, | ,  3000,  2902,  1000,   972, | , -3.4, -2422.5, -19.104, |, 0.0
186.7, 20.4, | , 22.7, 0.0, 13.0, | ,  3000,  2895,  1000,   982, | , -3.4, -2421.6, -19.110, |, 0.0
187.7, 20.3, | , 22.7, 0.0, 11.8, | ,  3000,  2898,  1000,   978, | , -3.4, -2422.0, -19.115, |, 0.0
188.7, 20.5, | , 22.7, 0.0, 11.9, | ,  3000,  2904,  1000,   975, | , -3.4, -2422.0, -19.129, |, 0.0
189.7, 20.3, | , 22.7, 0.0, 11.2, | ,  3000,  2903,  1000,   969, | , -3.4, -2422.9, -19.095, |, 0.0
190.8, 20.4, | , 22.7, 0.0, 12.2, | ,  3000,  2903,  1000,   965, | , -3.4, -2422.0, -19.073, |, 0.0
191.8, 20.5, | , 22.7, 0.0, 1.8, | ,  3000,  2903,  1000,   971, | , -3.4, -2422.9, -19.111, |, 0.0
