BCA_str,formula,split,max_NH3_ppm,max_rate,HN_ratio_max,T_max,flow_max,MO_ratio,oxide_Hf_mean,oxide_Hf_std,MO_BondEnergy_mean,MO_BondEnergy_std,MN_BondEnergy_mean,MN_BondEnergy_std,MH_BondEnergy_mean,MH_BondEnergy_std,ON_BondEnergyDelta_mean,ON_BondEnergyDelta_std,OH_BondEnergyDelta_mean,OH_BondEnergyDelta_std,NH_BondEnergyDelta_mean,NH_BondEnergyDelta_std,MO_BondIonicity_mean,MO_BondIonicity_std,M_X_mean,M_X_std,M_CationX_mean,M_CationX_std,M_radius_mean,M_radius_std,M_WorkFunction_mean,M_WorkFunction_std,M_sigma_elec_mean,M_sigma_elec_std,M_ValenceElec_s_mean,M_ValenceElec_p_mean,M_ValenceElec_d_mean,M_ValenceElec_f_mean,M_ValenceElec_s_frac,M_ValenceElec_p_frac,M_ValenceElec_d_frac,M_ValenceElec_f_frac,M_ValenceElec_tot_mean,M_HOMO_energy,M_LUMO_energy,M_AO_gap,M_cohesive_energy_mean,M_BandCenter,BCA_BandCenter,M_ValenceEnergy_mean,BCA_ValenceEnergy_mean,M_boil_temp_mean,M_boil_temp_std,M_melt_temp_mean,M_melt_temp_std,M_bulk_mod_mean,M_bulk_mod_std,M_shear_mod_mean,M_shear_mod_std,M_row_mean,M_row_std,M_column_mean,M_column_std,M_number_mean,M_number_std,M_mendeleev_mean,M_mendeleev_std,M_space_group_mean,M_space_group_std,M_density_mean,M_density_std,M_molar_vol_mean,M_molar_vol_std,M_H_fus_mean,M_H_fus_std,M_H_vap_mean,M_H_vap_std,M_polarizability_mean,M_polarizability_std,M_sigma_therm_mean,M_sigma_therm_std,BCA_boil_temp_mean,BCA_boil_temp_std,BCA_melt_temp_mean,BCA_melt_temp_std,BCA_bulk_mod_mean,BCA_bulk_mod_std,BCA_shear_mod_mean,BCA_shear_mod_std,BCA_row_mean,BCA_row_std,BCA_column_mean,BCA_column_std,BCA_number_mean,BCA_number_std,BCA_mendeleev_mean,BCA_mendeleev_std,BCA_space_group_mean,BCA_space_group_std,BCA_density_mean,BCA_density_std,BCA_molar_vol_mean,BCA_molar_vol_std,BCA_H_fus_mean,BCA_H_fus_std,BCA_H_vap_mean,BCA_H_vap_std,BCA_polarizability_mean,BCA_polarizability_std,BCA_sigma_therm_mean,BCA_sigma_therm_std
B5C1A2,Ba5 Ca1 Al4 O12,train_val,5479.4,110.714,3.0180645161290323,586.4,15570.0,0.8333333333333334,-1007.8256666666666,545.8906925099567,-1210.9753333333333,271.0033835385333,-816.1696666666667,248.85882590983638,-874.5574,98.58946506214554,394.80566666666675,26.317526333858503,336.41793333333345,172.99330519273474,-58.38773333333329,150.35192000612722,0.7058682504725758,0.11361977446412998,1.189,0.34520863256877,4.941202740704557,4.530939874308871,0.9890000000000001,0.384212180962551,3.215,0.7862728534039567,195600.0,167100.6882092351,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4899999999,-1.141367110291078,-2.0833904780152435,-0.1740723333333333,-0.43054908333333336,2364.0,481.62619644642285,984.8880000000001,70.27806613240253,36.9,42.013339425177485,13.59,13.338620359821638,4.6,1.8754309849499513,6.4,7.075942729929446,35.2,27.435190088140704,34.4,41.390486996326864,227.0,2.6261286571944513,2990.0,805.3699085855967,25.7,17.431976167475913,8.698,2.2232300205192295,202.7,96.97857922029074,25.14333333333,20.36622598616478,123.0,138.48316217828273,1123.6909090909091,1476.9744209932874,477.5672727272728,591.9988316490376,,,,,3.1818181818181817,2.056255801077066,11.636363636363637,7.651819102048205,20.363636363636363,24.90411140957796,63.09090909090909,42.98477957565661,109.72727272727273,136.44429991709353,1359.8703636363637,1968.3321685259564,21.150909090909092,12.574738712644297,4.073636363636364,5.573147870028936,93.99636363636364,141.49298239529088,11.866242424240909,20.400881046463844,55.9235890909091,119.58759451693786
B5C3A2,Ba5 Ca3 Al4 O14,train_val,3589.9,73.499,3.0175348117586385,581.7,15580.0,0.8571428571428571,-945.6830555555556,517.3384392439511,-1186.1361111111112,253.549396326375,-786.6986111111113,236.54100054496206,-861.3648333333334,94.710724105768,399.4375,26.161923229826492,324.77127777777787,160.05350968578495,-74.66622222222219,141.99658168586006,0.7172679519906104,0.10680657094908158,1.1575,0.3229067202769246,4.451002283920464,4.278940198965753,0.9908333333333333,0.350760087365836,3.1575,0.7291904758017619,212666.66666666666,157242.55855913254,2.0,0.3333333333333333,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,2.3333333333333335,-0.102545,-0.102545,0.0,2.3816666665666664,-1.1164890329654742,-2.04645763736831,-0.16940642857142857,-0.4293826071428572,2262.8333333333335,500.14529803741647,1006.5733333333334,85.19923513791133,33.583333333333336,37.29876502433325,12.558333333333332,11.827424855961006,4.5,1.6373304687294459,5.666666666666667,6.41805962590736,32.666666666666664,24.62657274381441,29.833333333333332,37.791702342676324,226.66666666666666,2.4407881531404234,2750.0,959.9202094500554,25.78333333333333,15.001636790129892,8.671666666666667,1.9144323085003,194.75,86.30000862897813,25.241666666658332,17.526839600537404,135.83333333333334,124.34252623212717,1092.9,1401.02590856312,494.08000000000004,597.7962907429641,,,,,3.1538461538461537,1.9265585656752675,11.23076923076923,7.824826322465195,19.384615384615383,22.912167986911783,60.61538461538461,44.19586427036642,111.07692307692308,134.1896609887627,1270.0002307692307,1840.6570787470434,21.247692307692304,11.589392583958672,4.1207692307692305,5.444605010552211,91.72076923076922,133.5341935201234,12.081846153842308,19.464358156945494,62.70662,120.5356939076303
B7C2A3,Ba7 Ca2 Al6 O18,train_val,4654.6,99.129,3.0355945318545268,579.3,15646.0,0.8333333333333334,-1010.7213333333333,543.6702909570591,-1213.8280000000002,268.96146325036574,-817.2188888888888,248.0433996521328,-874.6110666666667,98.54591480554757,396.60911111111113,26.30639605978598,339.2169333333334,171.150896415142,-57.392177777777746,149.60114007635826,0.7049034205872183,0.11290974306425755,1.1926666666666668,0.34258753950227416,4.971289617705014,4.5082558832900395,0.9773333333333334,0.3783422906428634,3.226666666666667,0.7784314713290794,204533.33333333334,165161.2814460123,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4879999998999995,-1.1458093280187975,-2.0870722948047025,-0.17469577777777776,-0.43070494444444446,2351.133333333333,489.8310483037523,988.7213333333333,75.07299431220255,37.14666666666667,40.91912396279218,13.673333333333336,12.986939140355364,4.533333333333333,1.8109146210426053,6.4,6.931386415938648,34.0,26.622359023948274,34.333333333333336,40.6165715238613,226.86666666666667,2.5667557916789914,2924.6666666666665,845.4401916440091,25.301333333333332,16.81588394766021,8.745333333333333,2.145509332097544,203.2,94.51330438558558,24.677777777773336,19.646475178211716,129.06666666666666,134.38788241942228,1117.8424242424244,1465.6328063089318,479.309696969697,592.33606691501,,,,,3.1515151515151514,2.003694811943247,11.636363636363637,7.620627565826939,19.818181818181817,24.159786138792484,63.06060606060606,42.87231627704036,109.66666666666667,135.80379817086538,1330.173393939394,1931.1733039752776,20.96969696969697,12.261539426696226,4.095151515151516,5.5737701697617075,94.22363636363637,141.05485476145492,11.654626262624245,19.963007775409633,58.681164848484855,121.01301748571136
B0C3A1,Ca3 Al2 O6,train_val,2544.1,65.611,2.029434546862897,592.3,11733.0,0.8333333333333334,-1051.2606666666666,509.8498590081856,-1253.7653333333335,234.9370932029821,-831.9080000000001,235.84258791123094,-875.3624,97.93108981442005,421.8573333333334,0.9054947082488043,378.4029333333334,137.00600338856208,-43.45440000000001,137.91149809681087,0.6913958021922133,0.1014954126255003,1.2440000000000002,0.29883774861954776,5.392505895711416,4.154954196938285,0.8140000000000001,0.22780254607883554,3.3899999999999997,0.6368673331236262,329600.0,38701.937935974216,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4599999999,-1.209846717217528,-2.139306181882306,-0.183424,-0.432887,2171.0,731.8555185280767,1042.3880000000001,128.36109398879395,40.6,41.71930009000631,14.84,13.152186130069783,3.6,0.7071067811865476,6.4,7.7781745930520225,17.2,4.949747468305833,33.4,46.66904755831214,225.0,0.0,2010.0,813.1727983645296,19.72,11.45512985522207,9.408,1.5344217151748092,210.2,97.58073580374356,18.15999999998,13.387888390441729,214.0,24.748737341529164,1035.9636363636364,1414.4321313398768,503.7036363636364,642.2063011408407,,,,,2.727272727272727,1.118033988749895,11.636363636363637,7.783529619223745,12.181818181818182,6.652067347825035,62.63636363636363,44.67288513927287,108.81818181818181,137.4909087903633,914.4158181818183,1386.8816132546247,18.432727272727274,7.101736876755338,4.3963636363636365,6.00316791369357,97.40545454545455,145.97583147562477,8.691999999990909,13.829730246942022,97.28722545454546,138.92987509665983
B0C1A0,Ca1 O1,train_val,1767.3,56.285,2.2811145510835917,581.0,15897.0,1.0,-634.9699999999999,0.0,-1061.94,0.0,-639.3433333333334,0.0,-795.402,0.0,422.5966666666667,0.0,266.538,0.0,-156.05866666666668,0.0,0.7742664595807831,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.87,0.0,298000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.141411,0.0,0.141411,1.8399999999,-1.0,-1.8547236990991407,-0.141411,-0.42238375,1757.0,0.0,1115.0,0.0,17.0,0.0,7.4,0.0,4.0,0.0,2.0,0.0,20.0,0.0,7.0,0.0,225.0,0.0,1550.0,0.0,26.2,0.0,8.54,0.0,155.0,0.0,25.7333333333,0.0,200.0,0.0,923.55,1178.676293559856,584.9,749.6746094139777,,,,,3.0,1.4142135623730951,9.0,9.899494936611665,14.0,8.48528137423857,47.0,56.568542494923804,118.5,150.61374439273462,775.7145,1095.005055248833,21.78,6.25082394568908,4.38,5.883128419472075,79.205,107.19031696006874,13.26766666665,17.62911486399864,100.01329,141.40256133906558
B0C0A1,Al2 O3,train_val,869.3,9.227745615353278,2.0113659847075844,552.9,14572.0,0.6666666666666666,-1675.6966666666667,0.0,-1541.5033333333336,0.0,-1120.755,0.0,-995.3030000000001,0.0,420.74833333333345,0.0,546.2003333333334,0.0,125.452,0.0,0.5670898161093587,0.0,1.61,0.0,10.48126473927854,0.0,0.535,0.0,4.17,0.0,377000.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,3.0,-0.102545,-0.102545,0.0,3.3899999999,-1.61,-2.539015873134176,-0.225437,-0.44339025000000004,2792.0,0.0,933.47,0.0,76.0,0.0,26.0,0.0,3.0,0.0,13.0,0.0,13.0,0.0,73.0,0.0,225.0,0.0,2700.0,0.0,10.0,0.0,10.71,0.0,293.0,0.0,6.8,0.0,235.0,0.0,1170.8600000000001,1910.5318120879328,406.26800000000003,621.3135154251837,,,,,2.4,0.7071067811865476,14.8,2.121320343559643,10.0,3.5355339059327378,81.4,9.899494936611665,97.2,150.61374439273465,1080.8574,1908.1778536133627,14.416,5.204305909532989,4.416,7.417550134646885,119.24600000000001,204.7710527638123,3.2012,4.241226473556912,94.01594800000001,166.15129868059472
B3C9A4,Ba3 Ca9 Al8 O24,train_val,2242.5,31.46167809674966,2.9955218739235274,612.2,11599.0,0.8333333333333334,-1038.2301666666667,521.3041294670671,-1240.9283333333335,247.09140669328568,-827.1865000000001,239.93007093613065,-875.1209000000001,98.12975959508924,413.7418333333334,19.027192718580448,365.8074333333334,149.9587677158514,-47.934400000000004,141.92338709073522,0.6957375366763221,0.10548812237894917,1.2275,0.31448171647967077,5.257114949209358,4.276230531830598,0.8665,0.295030083211865,3.3375,0.6897961655445759,289400.0,114874.01795010045,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4689999999000003,-1.1888822727745323,-2.1223757009469115,-0.18061850000000002,-0.4321856250000001,2228.9,609.0773910536188,1025.1380000000001,107.36933685909108,39.489999999999995,38.144225660242626,14.465,12.057266809971042,3.9,1.2687616393795074,6.4,6.871645523098667,22.6,18.356895428042773,33.7,40.92646588402299,225.6,1.8212833856189725,2304.0,934.1958848226169,21.514,13.033642771782528,9.194999999999999,1.690237391322412,207.95,88.78262025045548,20.254999999985,15.229222818056384,186.7,92.67225227360892,1062.2818181818182,1409.666705606514,495.86272727272734,616.3780745145698,,,,,2.8636363636363638,1.4694230092452965,11.636363636363637,7.607275909691271,14.636363636363637,15.364234490938275,62.77272727272727,43.38615227183927,109.0909090909091,134.76155466940645,1048.052181818182,1581.7148210536236,19.248181818181816,9.115963364324227,4.299545454545454,5.774253456947887,96.38272727272728,142.08674436897036,9.644272727265909,15.959144519595217,84.87813454545454,133.12934754556943
B3C3A2,Ba6 Ca6 Al8 O24,train_val,5198.7,108.83516371923278,3.0118648439515088,590.7,15554.0,0.8333333333333334,-1025.1996666666666,532.1931267948381,-1228.0913333333333,258.03742291122563,-822.4650000000001,243.8576766920957,-874.8794000000001,98.32743482690887,405.6263333333334,24.321297751833367,353.2119333333334,160.89538782919377,-52.41439999999998,145.68724549289365,0.7000792711604309,0.10916257520501589,1.2109999999999999,0.3285559313115501,5.1217240027073005,4.389987394888039,0.9190000000000002,0.341583079206216,3.285,0.7352040533076514,249200.0,147180.70525717697,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4779999998999998,-1.1682811040461778,-2.1055792079311195,-0.177813,-0.43148425,2286.8,540.0627909621419,1007.8880000000001,92.73435354426495,38.38,37.973746912116205,14.09,12.02918798740645,4.2,1.5374122295716148,6.4,6.6332495807108,28.0,22.843339988236874,34.0,39.20806967032077,226.2,2.256304299271065,2598.0,940.0,23.308,14.539643611988442,8.982,1.863979125907311,205.7,88.03072810620785,22.34999999999,16.9875994582352,159.4,115.33114378723869,1088.6000000000001,1425.0433705130301,488.0218181818182,600.2556072338568,,,,,3.0,1.7377018855768256,11.636363636363637,7.5511328847489665,17.09090909090909,20.11145415516476,62.90909090909091,42.79041490618123,109.36363636363636,134.14624738051566,1181.6885454545454,1750.219813426358,20.063636363636363,10.685783115163515,4.202727272727272,5.635207600956894,95.36,140.44471258868256,10.596545454540909,17.861079735682306,72.46904363636364,127.56302095319187
B1C2A1,Ba4 Ca8 Al8 O24,train_val,3359.9,44.3940087457113,3.0044827586206897,584.6,11613.0,0.8333333333333334,-1033.8866666666668,524.9948288507231,-1236.6493333333335,250.86616431343106,-825.6126666666667,241.25664486093555,-875.0404000000001,98.19576154722775,411.0366666666667,21.287721108657944,361.6089333333334,153.8054553301237,-49.42773333333332,143.2045732190918,0.6971847815043584,0.10674662033216278,1.222,0.31933681278549775,5.211984633708672,4.314954805567084,0.884,0.31230433874667834,3.3200000000000003,0.7056911505750939,276000.0,127973.43474330913,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4719999999000004,-1.1819751656884934,-2.1167620349329295,-0.17968333333333333,-0.43195183333333337,2248.2,582.3065129294022,1019.3880000000001,102.19926779336531,39.12,37.79173189998045,14.34,11.955019866148278,4.0,1.3693063937629153,6.4,6.73609679265374,24.4,20.133926591700885,33.8,40.01874560752748,225.8,2.0,2402.0,944.9007884428926,22.112000000000002,13.513452556619272,9.124,1.7436420217464368,207.2,87.83649583174412,20.95333333332,15.789316007978332,177.6,101.65075012020326,1071.0545454545454,1412.6194178676867,493.24909090909097,610.0102824003957,,,,,2.909090909090909,1.564406731337037,11.636363636363637,7.575931417463154,15.454545454545455,17.144125892899265,62.81818181818182,43.115511923448764,109.18181818181819,134.33334421662053,1092.5976363636364,1639.6008571617845,19.52,9.669156606120525,4.2672727272727276,5.718684289239965,96.04181818181819,141.30443631989834,9.961696969690909,16.60601312037545,80.74177090909092,131.27345829036327
B5C7A4,Ba5 Ca7 Al8 O24,train_val,4066.8,80.67667817195304,3.0142268041237115,593.2,38938.0,0.8333333333333334,-1029.5431666666668,528.624075554721,-1232.3703333333335,254.51302884331884,-824.0388333333334,242.56575301755242,-874.9599000000001,98.26165321726484,408.33150000000006,23.014435119313973,357.4104333333334,157.44633803063402,-50.92106666666664,144.4589619564286,0.6986320263323946,0.10797105587358635,1.2165,0.32402584773440535,5.166854318207987,4.352866744578607,0.9015000000000001,0.32773884420373484,3.3024999999999998,0.7208111749966144,262600.0,138561.32216459254,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4749999999000005,-1.1751081871579812,-2.1111632170186994,-0.17874816666666668,-0.4317180416666668,2267.5,559.6192135033763,1013.6380000000001,97.39548178306693,38.75,37.742144423030005,14.215,11.947868633588845,4.1,1.4567557806922038,6.4,6.658519194430201,26.2,21.58455766910669,33.9,39.457968747895826,226.0,2.140129125019265,2500.0,946.5888940565196,22.71,14.009609570053815,9.053,1.8009713240148124,206.45,87.60378795532839,21.651666666654997,16.368625085583414,168.5,108.97685166343025,1079.8272727272727,1417.7467845169615,490.6354545454546,604.6501538676533,,,,,2.9545454545454546,1.6532465704140822,11.636363636363637,7.557309681597541,16.272727272727273,18.704699777881693,62.86363636363637,42.91761223858879,109.27272727272727,134.12967319265798,1137.143090909091,1695.5326350965101,19.79181818181818,10.189222186825845,4.235,5.672460447516719,95.7009090909091,140.75914638022297,10.279121212115909,17.237535353585674,76.60540727272728,129.42425938914
B0C12A7,Ca12 Al14 O33,train_val,5731.7,11.52049948475204,1.5158576051779935,564.0,3887.0,0.7878787878787878,-1195.3612820512822,518.821512660386,-1320.1664102564102,239.07120090749763,-898.565,239.99262929654046,-903.041,99.6543497194177,421.60141025641036,0.9214283890428165,417.12541025641036,139.41685118807993,-4.476000000000008,140.33827957712273,0.6627098054038623,0.10328139270036886,1.3284615384615388,0.30409629430990737,6.566834859611522,4.228067505370305,0.7496153846153847,0.23181110959689652,3.57,0.648074069840786,340538.46153846156,39382.9627057093,2.0,0.5384615384615384,0.0,0.0,0.787878787878788,0.21212121212121213,0.0,0.0,2.5384615384615383,-0.102545,-0.102545,0.0,2.6746153845153846,-1.2923131972176465,-2.234530494981528,-0.19488209090909092,-0.43575152272727274,2314.3076923076924,731.8555185280767,1017.253076923077,128.36109398879395,48.76923076923077,41.71930009000631,17.415384615384617,13.152186130069783,3.4615384615384617,0.7071067811865476,7.923076923076923,7.7781745930520225,16.23076923076923,4.949747468305833,42.53846153846154,46.66904755831214,225.0,0.0,2169.230769230769,813.1727983645297,17.476923076923075,11.45512985522207,9.708461538461538,1.5344217151748094,229.30769230769232,97.58073580374356,15.538461538446153,13.387888390441727,218.84615384615384,24.748737341529164,1070.2593220338983,1505.8358874627606,478.9318644067797,627.2490975534193,,,,,2.6440677966101696,1.038723913473187,12.440677966101696,7.053886158814903,11.627118644067796,6.11799187327047,67.40677966101696,40.445617231244896,105.86440677966101,137.73190969186632,956.7314745762711,1486.8219771874349,17.411525423728815,6.983059869870716,4.40135593220339,6.206395329211324,102.95813559322033,157.7184106914999,7.2960338982983055,12.54594534071082,96.45554474576271,142.29696173219372
B0C3A1,Ca3 Al2 O6,train_val,2637.5,52.25809029495159,2.0170436938332816,482.6,9736.0,0.8333333333333334,-1051.2606666666666,509.8498590081856,-1253.7653333333335,234.9370932029821,-831.9080000000001,235.84258791123094,-875.3624,97.93108981442005,421.8573333333334,0.9054947082488043,378.4029333333334,137.00600338856208,-43.45440000000001,137.91149809681087,0.6913958021922133,0.1014954126255003,1.2440000000000002,0.29883774861954776,5.392505895711416,4.154954196938285,0.8140000000000001,0.22780254607883554,3.3899999999999997,0.6368673331236262,329600.0,38701.937935974216,2.0,0.4,0.0,0.0,0.8333333333333334,0.16666666666666669,0.0,0.0,2.4,-0.102545,-0.102545,0.0,2.4599999999,-1.209846717217528,-2.139306181882306,-0.183424,-0.432887,2171.0,731.8555185280767,1042.3880000000001,128.36109398879395,40.6,41.71930009000631,14.84,13.152186130069783,3.6,0.7071067811865476,6.4,7.7781745930520225,17.2,4.949747468305833,33.4,46.66904755831214,225.0,0.0,2010.0,813.1727983645296,19.72,11.45512985522207,9.408,1.5344217151748092,210.2,97.58073580374356,18.15999999998,13.387888390441729,214.0,24.748737341529164,1035.9636363636364,1414.4321313398768,503.7036363636364,642.2063011408407,,,,,2.727272727272727,1.118033988749895,11.636363636363637,7.783529619223745,12.181818181818182,6.652067347825035,62.63636363636363,44.67288513927287,108.81818181818181,137.4909087903633,914.4158181818183,1386.8816132546247,18.432727272727274,7.101736876755338,4.3963636363636365,6.00316791369357,97.40545454545455,145.97583147562477,8.691999999990909,13.829730246942022,97.28722545454546,138.92987509665983
B0C1A1,Ca1 Al2 O4,train_val,2330.3,4.626182177190217,1.529296875,587.4,3885.0,0.75,-1328.7877777777778,490.60325557444787,-1381.648888888889,226.06832333894988,-960.2844444444445,226.9396360282119,-928.6693333333334,94.23423511064806,421.3644444444446,0.8713126892620481,452.97955555555563,131.83408822830182,31.615111111111105,132.70540091756388,0.6361486972665001,0.09766400633474123,1.406666666666667,0.28755675768252936,7.65417649285236,3.998106540121474,0.6900000000000001,0.2192031021678297,3.736666666666667,0.6128258770283411,350666.6666666667,37240.957142491505,2.0,0.6666666666666666,0.0,0.0,0.75,0.25,0.0,0.0,2.6666666666666665,-0.102545,-0.102545,0.0,2.8733333332333335,-1.3736747561800746,-2.3211218067853094,-0.20443050000000001,-0.438138625,2447.0,731.8555185280767,993.98,128.36109398879395,56.333333333333336,41.71930009000631,19.8,13.152186130069783,3.3333333333333335,0.7071067811865476,9.333333333333334,7.7781745930520225,15.333333333333334,4.949747468305833,51.0,46.66904755831214,225.0,0.0,2316.6666666666665,813.1727983645296,15.4,11.455129855222069,9.986666666666666,1.5344217151748092,247.0,97.58073580374356,13.1111111111,13.387888390441729,223.33333333333334,24.748737341529164,1100.2,1599.763166846893,457.30571428571426,619.2879030732452,,,,,2.5714285714285716,0.9636241116594315,13.142857142857142,6.262131084086768,11.142857142857142,5.586974647721763,71.57142857142857,35.79704696519772,103.28571428571429,139.44123186079915,993.6737142857144,1586.7258754214154,16.52,6.736942926877145,4.405714285714286,6.45486582797372,107.80571428571429,169.1264380363317,6.07733333332857,11.166013135090148,95.72947428571429,146.88522483290396
B4C1A3,Ba4 Ca1 Al6 O14,train_val,,138.0,,,,0.7857142857142857,-1171.05,553.308899873107,-1292.4,273.8532722706329,-890.4854545454546,252.39043770214488,-903.8534545454546,100.17889874107831,401.9145454545456,25.269329615916508,388.54654545454554,174.17938269324372,-13.367999999999968,152.2828450620818,0.6717864346184516,0.11495472906128089,1.2927272727272727,0.3488185490556506,6.2979239268742155,4.589080430530981,0.8736363636363635,0.3827774745740955,3.4518181818181817,0.792370645385997,243636.36363636365,162992.62265919373,2.0,0.5454545454545454,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.0,2.5454545454545454,-0.102545,-0.102545,0.0,2.707272727172727,-1.2428264295585036,-2.197927380054513,-0.18901514285714285,-0.4342847857142857,2461.909090909091,501.93973741874635,974.1654545454545,72.4415207354911,46.49090909090909,43.202682378596386,16.636363636363637,13.71227444985825,4.181818181818182,1.8708286933869709,8.0,7.306322805705786,29.272727272727273,27.076688475947893,43.72727272727273,42.78124932862114,226.45454545454547,2.5667557916789914,2890.0,757.7812038716562,21.71272727272727,17.64788805894848,9.207272727272727,2.2545163822086236,224.8181818181818,99.77769407685327,20.484848484845454,20.618715719181935,152.9090909090909,136.66091570874585,1133.6960000000001,1551.6466808461428,459.3208,590.2056908278996,,,,,2.96,1.8407329714927219,12.48,6.939326719441083,17.36,22.060964852262604,67.96,38.9770800080951,106.36,137.25649618389963,1272.40024,1911.3996855612384,19.275199999999998,11.652160059085748,4.1744,5.9305096924940575,100.82959999999999,155.46699286583208,9.462453333332,18.259649742818848,67.2948848,131.33697014315567
B1C0A0,Ba1 O1,train_val,,8.0,,,,1.0,-548.1,0.0,-976.36,0.0,-607.8666666666667,0.0,-793.7919999999999,0.0,368.49333333333334,0.0,182.5680000000001,0.0,-185.92533333333324,0.0,0.8032113561415081,0.0,0.89,0.0,1.0973936899862824,0.0,1.35,0.0,2.52,0.0,30000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.118967,0.0,0.118967,1.8999999999,-0.89,-1.7497428382479523,-0.118967,-0.41677275,2143.0,0.0,1000.0,0.0,9.6,0.0,4.9,0.0,6.0,0.0,2.0,0.0,56.0,0.0,9.0,0.0,229.0,0.0,3510.0,0.0,38.16,0.0,7.12,0.0,140.0,0.0,39.7,0.0,18.0,0.0,1116.55,1451.6195110978636,527.4,668.3573295775248,,,,,4.0,2.8284271247461903,9.0,9.899494936611665,32.0,33.94112549695428,48.0,55.154328932550705,120.5,153.4421715174808,1755.7145,2480.9343463744663,27.759999999999998,14.707821048680186,3.67,4.879036790187178,71.705,96.58371524227053,20.251,27.505039574594328,9.01329,12.709127163113918
B2C1A0,Ba2 Ca1 O3,train_val,,15.0,,,,1.0,-577.0566666666667,40.95091072111687,-1004.8866666666667,40.34279888929651,-618.3588888888889,14.83824296609905,-794.3286666666667,0.758961278473621,386.5277777777778,25.50455592319746,210.55800000000008,39.58383761082289,-175.96977777777772,14.079281687625429,0.793563057287933,0.013644755092554533,0.9266666666666667,0.05185449728701348,1.398262459990855,0.42549269503497794,1.2333333333333334,0.16499158227686112,2.6366666666666667,0.16499158227686112,119333.33333333333,126336.4115719965,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.118967,0.0,0.118967,1.8799999998999999,-0.9252519401389316,-1.7840590444483402,-0.12644833333333336,-0.4186430833333334,2014.3333333333333,272.94321753800733,1038.3333333333333,81.31727983645297,12.066666666666668,5.232590180780452,5.733333333333334,1.7677669529663689,5.333333333333333,1.4142135623730951,2.0,0.0,44.0,25.45584412271571,8.333333333333334,1.4142135623730951,227.66666666666666,2.8284271247461903,2856.6666666666665,1385.9292911256332,34.17333333333333,8.456997102991107,7.593333333333334,1.0040916292848967,145.0,10.606601717798213,35.04444444443333,9.875924710595687,78.66666666666667,128.69343417595164,1052.2166666666667,1241.7006170058576,546.5666666666667,630.9783298396806,,,,,3.6666666666666665,2.296241989148198,9.0,8.954430086935638,26.0,27.673420132289067,47.666666666666664,50.322595683883755,119.83333333333333,137.95140778220028,1429.0478333333333,2008.3670345284024,25.766666666666666,11.901795128161433,3.9066666666666667,4.754710582913825,74.205,90.78685149593775,17.92322222221667,22.6967920489436,39.34662333333333,92.47957245656214
